# trigger efficiency based on HyCal module
G1 0.99481
G2 0.99473
G3 0.99598
G4 0.99473
G5 0.99761
G6 0.99387
G7 0.99417
G8 0.99248
G9 0.99513
G10 0.99526
G11 0.99642
G12 0.99609
G13 0.99527
G14 0.99638
G15 0.99518
G16 0.99405
G17 0.99486
G18 0.9938
G19 0.99462
G20 0.99633
G21 0.9961
G22 0.99334
G23 0.99562
G24 0.99411
G25 0.99472
G26 0.99463
G27 0.99364
G28 0.99466
G29 0.95046
G30 0.99522
G31 0.9948
G32 0.99606
G33 0.99641
G34 0.99534
G35 0.99547
G36 0.99507
G37 0.99411
G38 0.99691
G39 0.99379
G40 0.99505
G41 0.99589
G42 0.99682
G43 0.99412
G44 0.99347
G45 0.99492
G46 0.99429
G47 0.99423
G48 0.99492
G49 0.99536
G50 0.9954
G51 0.99459
G52 0.9951
G53 0.99493
G54 0.99468
G55 0.9947
G56 0.99569
G57 0.99502
G58 0.9944
G59 0.99171
G60 0.99464
G61 0.99452
G62 0.99434
G63 0.99382
G64 0.99622
G65 0.99521
G66 0.99386
G67 0.99547
G68 0.99513
G69 0.99429
G70 0.99494
G71 0.99442
G72 0.99452
G73 0.99389
G74 0.84782
G75 0.99573
G76 0.99633
G77 0.99448
G78 0.99488
G79 0.99419
G80 0.99391
G81 0.99448
G82 0.99522
G83 0.99598
G84 0.99602
G85 0.99475
G86 0.99568
G87 0.99459
G88 0.99487
G89 0.99531
G90 0.99468
G91 0.99502
G92 0.99409
G93 0.99439
G94 0.99513
G95 0.99521
G96 0.99678
G97 0.99341
G98 0.99515
G99 0.99585
G100 0.99491
G101 0.9947
G102 0.99498
G103 0.99709
G104 0.99412
G105 0.99662
G106 0.99457
G107 0.99303
G108 0.99518
G109 0.99505
G110 0.99355
G111 0.99541
G112 0.99708
G113 0.99558
G114 0.99574
G115 0.99506
G116 0.99488
G117 0.99577
G118 0.99462
G119 0.9947
G120 0.9946
G121 0.99395
G122 0.99354
G123 0.99564
G124 0.99281
G125 0.99531
G126 0.99644
G127 0.99453
G128 0.99527
G129 0.99404
G130 0.99517
G131 0.99515
G132 0.99532
G133 0.99499
G134 0.99558
G135 0.99506
G136 0.99485
G137 0.99316
G138 0.99461
G139 0.99486
G140 0.99438
G141 0.99597
G142 0.99491
G143 0.9936
G144 0.99516
G145 0.99545
G146 0.99532
G147 0.99379
G148 0.9949
G149 0.99496
G150 0.99412
G151 0.99463
G152 0.99553
G153 0.99584
G154 0.99569
G155 0.99452
G156 0.99564
G157 0.99567
G158 0.99475
G159 0.99519
G160 0.99671
G161 0.99435
G162 0.99461
G163 0.99522
G164 0.99391
G165 0.99652
G166 0.9946
G167 0.99545
G168 0.98534
G169 0.99348
G170 0.99354
G171 0.99369
G172 0.99534
G173 0.99421
G174 0.99531
G175 0.99519
G176 0.99422
G177 0.99497
G178 0.99743
G179 0.99543
G180 0.99434
G181 0.99337
G182 0.99576
G183 0.9954
G184 0.99714
G185 0.9962
G186 0.99537
G205 0.99434
G206 0.9956
G207 0.99553
G208 0.99562
G209 0.99675
G210 0.99429
G211 0.99454
G212 0.99581
G213 0.99602
G214 0.99578
G215 0.9948
G216 0.99504
G235 0.99425
G236 0.99599
G237 0.99579
G238 0.99395
G239 0.99593
G240 0.99504
G241 0.99409
G242 0.99618
G243 0.99654
G244 0.99511
G245 0.99527
G246 0.99475
G265 0.99596
G266 0.99496
G267 0.9953
G268 0.99568
G269 0.99543
G270 0.99437
G271 0.99454
G272 0.99493
G273 0.99385
G274 0.99601
G275 0.99439
G276 0.99553
G295 0.99563
G296 0.99406
G297 0.99442
G298 0.99485
G299 0.99567
G300 0.99415
G301 0.99478
G302 0.99571
G303 0.99619
G304 0.9957
G305 0.99476
G306 0.99534
G325 0.99568
G326 0.99382
G327 0.99633
G328 0.99537
G329 0.9946
G330 0.99458
G331 0.99434
G332 0.99394
G333 0.9949
G334 0.99525
G335 0.99515
G336 0.99509
G355 0.99552
G356 0.99518
G357 0.99086
G358 0.99676
G359 0.9962
G360 0.99442
G361 0.99527
G362 0.99659
G363 0.99387
G364 0.9939
G365 0.99492
G366 0.99479
G385 0.99447
G386 0.99718
G387 0.99427
G388 0.99444
G389 0.99539
G390 0.99501
G391 0.99446
G392 0.99435
G393 0.99464
G394 0.99479
G395 0.99678
G396 0.99603
G415 0.99468
G416 0.99542
G417 0.99474
G418 0.99492
G419 0.99538
G420 0.99457
G421 0.99428
G422 0.99444
G423 0.99528
G424 0.99406
G425 0.99471
G426 0.99585
G445 0.99537
G446 0.99834
G447 0.99556
G448 0.99384
G449 0.9954
G450 0.99494
G451 0.99428
G452 0.99486
G453 0.99686
G454 0.99761
G455 0.99388
G456 0.9942
G475 0.99496
G476 0.99425
G477 0.99336
G478 0.99408
G479 0.99448
G480 0.99439
G481 0.99511
G482 0.994
G483 0.99444
G484 0.99604
G485 0.99499
G486 0.5632
G505 0.99379
G506 0.99588
G507 0.99328
G508 0.99692
G509 0.9971
G510 0.99424
G511 0.99437
G512 0.99392
G513 0.9953
G514 0.99592
G515 0.9963
G516 0.99214
G535 0.99766
G536 0.99279
G537 0.9933
G538 0.99635
G539 0.99362
G540 0.99602
G541 0.99502
G542 0.99471
G543 0.99563
G544 0.99548
G545 0.99681
G546 0.99573
G565 0.99368
G566 0.99425
G567 0.99508
G568 0.97169
G569 0.9944
G570 0.9952
G571 0.9958
G572 0.99536
G573 0.99652
G574 0.99672
G575 0.99628
G576 0.99521
G595 0.99473
G596 0.99399
G597 0.99456
G598 0.99347
G599 0.9953
G600 0.99532
G601 0.98766
G602 0.99606
G603 0.99547
G604 0.99467
G605 0.9953
G606 0.99531
G625 0.99463
G626 0.99067
G627 0.9931
G628 0.95877
G629 0.99313
G630 0.99425
G631 0.99504
G632 0.99556
G633 0.99474
G634 0.99686
G635 0.99381
G636 0.99496
G655 0.99471
G656 0.99369
G657 0.99497
G658 0.995
G659 0.99505
G660 0.99286
G661 0.99401
G662 0.99557
G663 0.99484
G664 0.99537
G665 0.99343
G666 0.9954
G685 0.99472
G686 0.99631
G687 0.99596
G688 0.99197
G689 0.99565
G690 0.99531
G691 0.99467
G692 0.99479
G693 0.99598
G694 0.99541
G695 0.99611
G696 0.99479
G715 0.99589
G716 0.99562
G717 0.99554
G718 0.99476
G719 0.99545
G720 0.99348
G721 0.99421
G722 0.99599
G723 0.99447
G724 0.9955
G725 0.99673
G726 0.99607
G727 0.98946
G728 0.99267
G729 0.9974
G730 0.9956
G731 0.98997
G732 0.65003
G733 0.99126
G734 0.98806
G735 0.99413
G736 0.99472
G737 0.98369
G738 0.99333
G739 0.99315
G740 0.99471
G741 0.9955
G742 0.99542
G743 0.9868
G744 0.99523
G745 0.9943
G746 0.99522
G747 0.99591
G748 0.99286
G749 0.99532
G750 0.99408
G751 0.99442
G752 0.99613
G753 0.99619
G754 0.99496
G755 0.99468
G756 0.99598
G757 0.99427
G758 0.99571
G759 0.99454
G760 0.99579
G761 0.99396
G762 0.99424
G763 0.99417
G764 0.99217
G765 0.99383
G766 0.99444
G767 0.99422
G768 0.99613
G769 0.99471
G770 0.99473
G771 0.99441
G772 0.99345
G773 0.99351
G774 0.99581
G775 0.99337
G776 0.99566
G777 0.99446
G778 0.99534
G779 0.99485
G780 0.99532
G781 0.99392
G782 0.99235
G783 0.99506
G784 0.99535
G785 0.99595
G786 0.99524
G787 0.99587
G788 0.99444
G789 0.99441
G790 0.99693
G791 0.997
G792 0.99287
G793 0.99368
G794 0.99339
G795 0.99283
G796 0.98733
G797 0.99644
G798 0.99594
G799 0.99447
G800 0.99059
G801 0.9908
G802 0.99458
G803 0.99601
G804 0.9951
G805 0.99293
G806 0.99708
G807 0.99668
G808 0.99299
G809 0.99324
G810 0.99502
G811 0.99486
G812 0.99479
G813 0.99471
G814 0.99595
G815 0.99437
G816 0.99499
G817 0.99507
G818 0.99374
G819 0.99465
G820 0.99563
G821 0.99582
G822 0.99615
G823 0.99379
G824 0.99237
G825 0.994
G826 0.99566
G827 0.99505
G828 0.99447
G829 0.9954
G830 0.99615
G831 0.98974
G832 0.99397
G833 0.99568
G834 0.99628
G835 0.99734
G836 0.99423
G837 0.99551
G838 0.99442
G839 0.99452
G840 0.99521
G841 0.9945
G842 0.9942
G843 0.99509
G844 0.99591
G845 0.99393
G846 0.99475
G847 0.99576
G848 0.996
G849 0.99532
G850 0.99462
G851 0.99629
G852 0.99526
G853 0.99466
G854 0.99524
G855 0.99628
G856 0.99503
G857 0.99514
G858 0.99431
G859 0.99513
G860 0.99351
G861 0.99425
G862 0.99618
G863 0.99448
G864 0.99469
G865 0.99438
G866 0.99635
G867 0.99502
G868 0.99725
G869 0.99421
G870 0.99348
G871 0.99498
G872 0.99538
G873 0.9943
G874 0.99653
G875 0.99479
G876 0.9952
G877 0.99531
G878 0.99595
G879 0.99558
G880 0.93022
G881 0.99549
G882 0.99499
G883 0.99583
G884 0.99283
G885 0.99383
