# tdc      name     crate  slot  chan
# adc      name     crate  slot  chan (opt)tdc
TDC:         G4         1     0    64
TDC:        G25         1     0    65
TDC:         W6         1     0    66
TDC:        G10         1     0    67
TDC:        W11         1     0    68
TDC:         G5         1     0    69
TDC:        W18         1     0    70
TDC:        W15         1     0    72
TDC:         W9         1     0    73
TDC:        W20         1     0    74
TDC:        W33         1     0    75
TDC:         W8         1     0    76
TDC:        W27         1     0    77
TDC:        W21         1     0    78
TDC:         W2         1     0    80
TDC:        W26         1     0    81
TDC:         W7         1     0    82
TDC:         W1         1     0    83
TDC:         W3         1     0    84
TDC:        W14         1     0    85
TDC:        W24         1     0    88
TDC:        G24         1     0    89
TDC:        G20         1     0    90
TDC:        G15         1     0    91
TDC:        W12         1     0    92
TDC:        W36         1     0    93
TDC:        W30         1     0    94
TDC:        G11         1     0    96
TDC:        G22         1     0    97
TDC:        W25         1     0    98
TDC:        W13         1     0    99
TDC:         G2         1     0   100
TDC:        W32         1     0   101
TDC:        W28         1     0   104
TDC:         W4         1     0   105
TDC:        W10         1     0   106
TDC:        W16         1     0   107
TDC:        W22         1     0   108
TDC:         G3         1     0   109
TDC:        G23         1     0   110
TDC:         G1         1     0   112
TDC:         G6         1     0   113
TDC:        G16         1     0   114
TDC:        G21         1     0   115
TDC:        W31         1     0   116
TDC:        W19         1     0   117
TDC:        W23         1     0   120
TDC:        W34         1     0   121
TDC:        W17         1     0   122
TDC:        W35         1     0   123
TDC:        W29         1     0   124
TDC:         W5         1     0   125
TDC:         S1         1     0   126
TDC:         S2         1     0   127
TDC:         T1         1     0     0
TDC:         T2         1     0     1
TDC:         T3         1     0     2
TDC:         T4         1     0     3
TDC:         T5         1     0     4
TDC:         T6         1     0     5
ADC:       G176         6    23     0    G5
ADC:       G175         6    23     1    G5
ADC:       G150         6    23     2    G5
ADC:       G149         6    23     3    G5
ADC:       G148         6    23     4    G5
ADC:       G147         6    23     5    G5
ADC:       G146         6    23     6    G5
ADC:       G145         6    23     7    G5
ADC:       G120         6    23     8    G5
ADC:       G119         6    23     9    G5
ADC:       G118         6    23    10    G5
ADC:       G117         6    23    11    G5
ADC:       G116         6    23    12    G5
ADC:       G115         6    23    13    G5
ADC:        G90         6    23    14    G5
ADC:        G89         6    23    15    G5
ADC:        G88         6    23    16    G5
ADC:        G87         6    23    17    G5
ADC:        G86         6    23    18    G5
ADC:        G85         6    23    19    G5
ADC:        G60         6    23    20    G5
ADC:        G59         6    23    21    G5
ADC:        G58         6    23    22    G5
ADC:        G57         6    23    23    G5
ADC:        G56         6    23    24    G5
ADC:        G55         6    23    25    G5
ADC:        G30         6    23    26    G5
ADC:        G29         6    23    27    G5
ADC:        G28         6    23    28    G5
ADC:        G27         6    23    29    G5
ADC:        G26         6    23    30    G5
ADC:        G25         6    23    31    G5
ADC:       G626         6    23    32   G20
ADC:       G625         6    23    33   G20
ADC:       G600         6    23    34   G20
ADC:       G599         6    23    35   G20
ADC:       G598         6    23    36   G20
ADC:       G597         6    23    37   G20
ADC:       G596         6    23    38   G20
ADC:       G595         6    23    39   G20
ADC:       G570         6    23    40   G20
ADC:       G569         6    23    41   G20
ADC:       G568         6    23    42   G20
ADC:       G567         6    23    43   G20
ADC:       G566         6    23    44   G20
ADC:       G565         6    23    45   G20
ADC:       G540         6    23    46   G15
ADC:       G539         6    23    47   G15
ADC:       G538         6    23    48   G15
ADC:       G537         6    23    49   G15
ADC:       G536         6    23    50   G15
