# The coordinates for the HyCal is a left-handed Cartesian frame               #
#==============================================================================#
#       front view          |               side view                          #
#           +Y              |                                                  #
# -X        O       +X      |  Beam(-Z)    O(HyCal PbWO4 Surface)  PMTs(+Z)    #
#           -Y              |                                                  #
#==============================================================================#
#   name      type  size_x  size_y  size_z           x           y           z #
#==============================================================================#
     G28   PbGlass   38.15   38.15     450     486.615     543.775       -97.3
     G29   PbGlass   38.15   38.15     450     524.765     543.775       -97.3
     G30   PbGlass   38.15   38.15     450     562.915     543.775       -97.3
     G31   PbGlass   38.15   38.15     450    -543.435     524.425       -97.3
     G32   PbGlass   38.15   38.15     450    -505.285     524.425       -97.3
     G33   PbGlass   38.15   38.15     450    -467.135     524.425       -97.3
     G34   PbGlass   38.15   38.15     450    -428.985     524.425       -97.3
     G35   PbGlass   38.15   38.15     450    -390.835     524.425       -97.3
     G36   PbGlass   38.15   38.15     450    -352.685     524.425       -97.3
     G37   PbGlass   38.15   38.15     450    -314.535     524.425       -97.3
     G38   PbGlass   38.15   38.15     450    -276.385     524.425       -97.3
     G39   PbGlass   38.15   38.15     450    -238.235     524.425       -97.3
     G40   PbGlass   38.15   38.15     450    -200.085     524.425       -97.3
     G41   PbGlass   38.15   38.15     450    -161.935     524.425       -97.3
     G42   PbGlass   38.15   38.15     450    -123.785     524.425       -97.3
     G43   PbGlass   38.15   38.15     450     -85.635     524.425       -97.3
     G44   PbGlass   38.15   38.15     450     -47.485     524.425       -97.3
     G45   PbGlass   38.15   38.15     450      -9.335     524.425       -97.3
     G46   PbGlass   38.15   38.15     450      28.815     524.425       -97.3
     G47   PbGlass   38.15   38.15     450      66.965     524.425       -97.3
     G48   PbGlass   38.15   38.15     450     105.115     524.425       -97.3
     G49   PbGlass   38.15   38.15     450     143.265     524.425       -97.3
     G50   PbGlass   38.15   38.15     450     181.415     524.425       -97.3
     G51   PbGlass   38.15   38.15     450     219.565     524.425       -97.3
     G52   PbGlass   38.15   38.15     450     257.715     524.425       -97.3
     G53   PbGlass   38.15   38.15     450     295.865     524.425       -97.3
     G54   PbGlass   38.15   38.15     450     334.015     524.425       -97.3
     G55   PbGlass   38.15   38.15     450     372.165     505.625       -97.3
     G56   PbGlass   38.15   38.15     450     410.315     505.625       -97.3
     G57   PbGlass   38.15   38.15     450     448.465     505.625       -97.3
     G58   PbGlass   38.15   38.15     450     486.615     505.625       -97.3
     G59   PbGlass   38.15   38.15     450     524.765     505.625       -97.3
     G60   PbGlass   38.15   38.15     450     562.915     505.625       -97.3
     G61   PbGlass   38.15   38.15     450    -543.435     486.275       -97.3
     G62   PbGlass   38.15   38.15     450    -505.285     486.275       -97.3
     G63   PbGlass   38.15   38.15     450    -467.135     486.275       -97.3
     G64   PbGlass   38.15   38.15     450    -428.985     486.275       -97.3
     G65   PbGlass   38.15   38.15     450    -390.835     486.275       -97.3
     G66   PbGlass   38.15   38.15     450    -352.685     486.275       -97.3
     G67   PbGlass   38.15   38.15     450    -314.535     486.275       -97.3
     G68   PbGlass   38.15   38.15     450    -276.385     486.275       -97.3
     G69   PbGlass   38.15   38.15     450    -238.235     486.275       -97.3
     G70   PbGlass   38.15   38.15     450    -200.085     486.275       -97.3
     G71   PbGlass   38.15   38.15     450    -161.935     486.275       -97.3
     G72   PbGlass   38.15   38.15     450    -123.785     486.275       -97.3
     G73   PbGlass   38.15   38.15     450     -85.635     486.275       -97.3
     G74   PbGlass   38.15   38.15     450     -47.485     486.275       -97.3
     G75   PbGlass   38.15   38.15     450      -9.335     486.275       -97.3
     G76   PbGlass   38.15   38.15     450      28.815     486.275       -97.3
     G77   PbGlass   38.15   38.15     450      66.965     486.275       -97.3
     G78   PbGlass   38.15   38.15     450     105.115     486.275       -97.3
     G79   PbGlass   38.15   38.15     450     143.265     486.275       -97.3
     G80   PbGlass   38.15   38.15     450     181.415     486.275       -97.3
     G81   PbGlass   38.15   38.15     450     219.565     486.275       -97.3
     G82   PbGlass   38.15   38.15     450     257.715     486.275       -97.3
     G83   PbGlass   38.15   38.15     450     295.865     486.275       -97.3
     G84   PbGlass   38.15   38.15     450     334.015     486.275       -97.3
     G85   PbGlass   38.15   38.15     450     372.165     467.475       -97.3
     G86   PbGlass   38.15   38.15     450     410.315     467.475       -97.3
     G87   PbGlass   38.15   38.15     450     448.465     467.475       -97.3
     G88   PbGlass   38.15   38.15     450     486.615     467.475       -97.3
     G89   PbGlass   38.15   38.15     450     524.765     467.475       -97.3
     G90   PbGlass   38.15   38.15     450     562.915     467.475       -97.3
     G91   PbGlass   38.15   38.15     450    -543.435     448.125       -97.3
     G92   PbGlass   38.15   38.15     450    -505.285     448.125       -97.3
     G93   PbGlass   38.15   38.15     450    -467.135     448.125       -97.3
     G94   PbGlass   38.15   38.15     450    -428.985     448.125       -97.3
     G95   PbGlass   38.15   38.15     450    -390.835     448.125       -97.3
     G96   PbGlass   38.15   38.15     450    -352.685     448.125       -97.3
     G97   PbGlass   38.15   38.15     450    -314.535     448.125       -97.3
     G98   PbGlass   38.15   38.15     450    -276.385     448.125       -97.3
     G99   PbGlass   38.15   38.15     450    -238.235     448.125       -97.3
    G100   PbGlass   38.15   38.15     450    -200.085     448.125       -97.3
    G101   PbGlass   38.15   38.15     450    -161.935     448.125       -97.3
    G102   PbGlass   38.15   38.15     450    -123.785     448.125       -97.3
    G103   PbGlass   38.15   38.15     450     -85.635     448.125       -97.3
    G104   PbGlass   38.15   38.15     450     -47.485     448.125       -97.3
    G105   PbGlass   38.15   38.15     450      -9.335     448.125       -97.3
    G106   PbGlass   38.15   38.15     450      28.815     448.125       -97.3
    G107   PbGlass   38.15   38.15     450      66.965     448.125       -97.3
    G108   PbGlass   38.15   38.15     450     105.115     448.125       -97.3
    G109   PbGlass   38.15   38.15     450     143.265     448.125       -97.3
    G110   PbGlass   38.15   38.15     450     181.415     448.125       -97.3
    G111   PbGlass   38.15   38.15     450     219.565     448.125       -97.3
    G112   PbGlass   38.15   38.15     450     257.715     448.125       -97.3
    G113   PbGlass   38.15   38.15     450     295.865     448.125       -97.3
    G114   PbGlass   38.15   38.15     450     334.015     448.125       -97.3
    G115   PbGlass   38.15   38.15     450     372.165     429.325       -97.3
    G116   PbGlass   38.15   38.15     450     410.315     429.325       -97.3
    G117   PbGlass   38.15   38.15     450     448.465     429.325       -97.3
    G118   PbGlass   38.15   38.15     450     486.615     429.325       -97.3
    G119   PbGlass   38.15   38.15     450     524.765     429.325       -97.3
    G120   PbGlass   38.15   38.15     450     562.915     429.325       -97.3
    G121   PbGlass   38.15   38.15     450    -543.435     409.975       -97.3
    G122   PbGlass   38.15   38.15     450    -505.285     409.975       -97.3
    G123   PbGlass   38.15   38.15     450    -467.135     409.975       -97.3
    G124   PbGlass   38.15   38.15     450    -428.985     409.975       -97.3
    G125   PbGlass   38.15   38.15     450    -390.835     409.975       -97.3
    G126   PbGlass   38.15   38.15     450    -352.685     409.975       -97.3
    G127   PbGlass   38.15   38.15     450    -314.535     409.975       -97.3
    G128   PbGlass   38.15   38.15     450    -276.385     409.975       -97.3
    G129   PbGlass   38.15   38.15     450    -238.235     409.975       -97.3
    G130   PbGlass   38.15   38.15     450    -200.085     409.975       -97.3
    G131   PbGlass   38.15   38.15     450    -161.935     409.975       -97.3
    G132   PbGlass   38.15   38.15     450    -123.785     409.975       -97.3
    G133   PbGlass   38.15   38.15     450     -85.635     409.975       -97.3
    G134   PbGlass   38.15   38.15     450     -47.485     409.975       -97.3
    G135   PbGlass   38.15   38.15     450      -9.335     409.975       -97.3
    G136   PbGlass   38.15   38.15     450      28.815     409.975       -97.3
    G137   PbGlass   38.15   38.15     450      66.965     409.975       -97.3
    G138   PbGlass   38.15   38.15     450     105.115     409.975       -97.3
    G139   PbGlass   38.15   38.15     450     143.265     409.975       -97.3
    G140   PbGlass   38.15   38.15     450     181.415     409.975       -97.3
    G141   PbGlass   38.15   38.15     450     219.565     409.975       -97.3
    G142   PbGlass   38.15   38.15     450     257.715     409.975       -97.3
    G143   PbGlass   38.15   38.15     450     295.865     409.975       -97.3
    G144   PbGlass   38.15   38.15     450     334.015     409.975       -97.3
    G145   PbGlass   38.15   38.15     450     372.165     391.175       -97.3
    G146   PbGlass   38.15   38.15     450     410.315     391.175       -97.3
    G147   PbGlass   38.15   38.15     450     448.465     391.175       -97.3
    G148   PbGlass   38.15   38.15     450     486.615     391.175       -97.3
    G149   PbGlass   38.15   38.15     450     524.765     391.175       -97.3
    G150   PbGlass   38.15   38.15     450     562.915     391.175       -97.3
    G151   PbGlass   38.15   38.15     450    -543.435     371.825       -97.3
    G152   PbGlass   38.15   38.15     450    -505.285     371.825       -97.3
    G153   PbGlass   38.15   38.15     450    -467.135     371.825       -97.3
    G154   PbGlass   38.15   38.15     450    -428.985     371.825       -97.3
    G155   PbGlass   38.15   38.15     450    -390.835     371.825       -97.3
    G156   PbGlass   38.15   38.15     450    -352.685     371.825       -97.3
    G157   PbGlass   38.15   38.15     450    -314.535     371.825       -97.3
    G158   PbGlass   38.15   38.15     450    -276.385     371.825       -97.3
    G159   PbGlass   38.15   38.15     450    -238.235     371.825       -97.3
    G160   PbGlass   38.15   38.15     450    -200.085     371.825       -97.3
    G161   PbGlass   38.15   38.15     450    -161.935     371.825       -97.3
    G162   PbGlass   38.15   38.15     450    -123.785     371.825       -97.3
    G163   PbGlass   38.15   38.15     450     -85.635     371.825       -97.3
    G164   PbGlass   38.15   38.15     450     -47.485     371.825       -97.3
    G165   PbGlass   38.15   38.15     450      -9.335     371.825       -97.3
    G166   PbGlass   38.15   38.15     450      28.815     371.825       -97.3
    G167   PbGlass   38.15   38.15     450      66.965     371.825       -97.3
    G168   PbGlass   38.15   38.15     450     105.115     371.825       -97.3
    G169   PbGlass   38.15   38.15     450     143.265     371.825       -97.3
    G170   PbGlass   38.15   38.15     450     181.415     371.825       -97.3
    G171   PbGlass   38.15   38.15     450     219.565     371.825       -97.3
    G172   PbGlass   38.15   38.15     450     257.715     371.825       -97.3
    G173   PbGlass   38.15   38.15     450     295.865     371.825       -97.3
    G174   PbGlass   38.15   38.15     450     334.015     371.825       -97.3
    G175   PbGlass   38.15   38.15     450     372.165     353.025       -97.3
    G176   PbGlass   38.15   38.15     450     410.315     353.025       -97.3
    G177   PbGlass   38.15   38.15     450     448.465     353.025       -97.3
    G178   PbGlass   38.15   38.15     450     486.615     353.025       -97.3
    G179   PbGlass   38.15   38.15     450     524.765     353.025       -97.3
    G180   PbGlass   38.15   38.15     450     562.915     353.025       -97.3
    G181   PbGlass   38.15   38.15     450    -562.915     333.675       -97.3
    G182   PbGlass   38.15   38.15     450    -524.765     333.675       -97.3
    G183   PbGlass   38.15   38.15     450    -486.615     333.675       -97.3
    G184   PbGlass   38.15   38.15     450    -448.465     333.675       -97.3
    G185   PbGlass   38.15   38.15     450    -410.315     333.675       -97.3
    G186   PbGlass   38.15   38.15     450    -372.165     333.675       -97.3
    G205   PbGlass   38.15   38.15     450     372.165     314.875       -97.3
    G206   PbGlass   38.15   38.15     450     410.315     314.875       -97.3
    G207   PbGlass   38.15   38.15     450     448.465     314.875       -97.3
    G208   PbGlass   38.15   38.15     450     486.615     314.875       -97.3
    G209   PbGlass   38.15   38.15     450     524.765     314.875       -97.3
    G210   PbGlass   38.15   38.15     450     562.915     314.875       -97.3
    G211   PbGlass   38.15   38.15     450    -562.915     295.525       -97.3
    G212   PbGlass   38.15   38.15     450    -524.765     295.525       -97.3
    G213   PbGlass   38.15   38.15     450    -486.615     295.525       -97.3
    G214   PbGlass   38.15   38.15     450    -448.465     295.525       -97.3
    G215   PbGlass   38.15   38.15     450    -410.315     295.525       -97.3
    G216   PbGlass   38.15   38.15     450    -372.165     295.525       -97.3
    G235   PbGlass   38.15   38.15     450     372.165     276.725       -97.3
    G236   PbGlass   38.15   38.15     450     410.315     276.725       -97.3
    G237   PbGlass   38.15   38.15     450     448.465     276.725       -97.3
    G238   PbGlass   38.15   38.15     450     486.615     276.725       -97.3
    G239   PbGlass   38.15   38.15     450     524.765     276.725       -97.3
    G240   PbGlass   38.15   38.15     450     562.915     276.725       -97.3
    G241   PbGlass   38.15   38.15     450    -562.915     257.375       -97.3
    G242   PbGlass   38.15   38.15     450    -524.765     257.375       -97.3
    G243   PbGlass   38.15   38.15     450    -486.615     257.375       -97.3
    G244   PbGlass   38.15   38.15     450    -448.465     257.375       -97.3
    G245   PbGlass   38.15   38.15     450    -410.315     257.375       -97.3
    G246   PbGlass   38.15   38.15     450    -372.165     257.375       -97.3
    G265   PbGlass   38.15   38.15     450     372.165     238.575       -97.3
    G266   PbGlass   38.15   38.15     450     410.315     238.575       -97.3
    G267   PbGlass   38.15   38.15     450     448.465     238.575       -97.3
    G268   PbGlass   38.15   38.15     450     486.615     238.575       -97.3
    G269   PbGlass   38.15   38.15     450     524.765     238.575       -97.3
    G270   PbGlass   38.15   38.15     450     562.915     238.575       -97.3
    G271   PbGlass   38.15   38.15     450    -562.915     219.225       -97.3
    G272   PbGlass   38.15   38.15     450    -524.765     219.225       -97.3
    G273   PbGlass   38.15   38.15     450    -486.615     219.225       -97.3
    G274   PbGlass   38.15   38.15     450    -448.465     219.225       -97.3
    G275   PbGlass   38.15   38.15     450    -410.315     219.225       -97.3
    G276   PbGlass   38.15   38.15     450    -372.165     219.225       -97.3
    G295   PbGlass   38.15   38.15     450     372.165     200.425       -97.3
    G296   PbGlass   38.15   38.15     450     410.315     200.425       -97.3
    G297   PbGlass   38.15   38.15     450     448.465     200.425       -97.3
    G298   PbGlass   38.15   38.15     450     486.615     200.425       -97.3
    G299   PbGlass   38.15   38.15     450     524.765     200.425       -97.3
    G300   PbGlass   38.15   38.15     450     562.915     200.425       -97.3
    G301   PbGlass   38.15   38.15     450    -562.915     181.075       -97.3
    G302   PbGlass   38.15   38.15     450    -524.765     181.075       -97.3
    G303   PbGlass   38.15   38.15     450    -486.615     181.075       -97.3
    G304   PbGlass   38.15   38.15     450    -448.465     181.075       -97.3
    G305   PbGlass   38.15   38.15     450    -410.315     181.075       -97.3
    G306   PbGlass   38.15   38.15     450    -372.165     181.075       -97.3
    G325   PbGlass   38.15   38.15     450     372.165     162.275       -97.3
    G326   PbGlass   38.15   38.15     450     410.315     162.275       -97.3
    G327   PbGlass   38.15   38.15     450     448.465     162.275       -97.3
    G328   PbGlass   38.15   38.15     450     486.615     162.275       -97.3
    G329   PbGlass   38.15   38.15     450     524.765     162.275       -97.3
    G330   PbGlass   38.15   38.15     450     562.915     162.275       -97.3
    G331   PbGlass   38.15   38.15     450    -562.915     142.925       -97.3
    G332   PbGlass   38.15   38.15     450    -524.765     142.925       -97.3
    G333   PbGlass   38.15   38.15     450    -486.615     142.925       -97.3
    G334   PbGlass   38.15   38.15     450    -448.465     142.925       -97.3
    G335   PbGlass   38.15   38.15     450    -410.315     142.925       -97.3
    G336   PbGlass   38.15   38.15     450    -372.165     142.925       -97.3
    G355   PbGlass   38.15   38.15     450     372.165     124.125       -97.3
    G356   PbGlass   38.15   38.15     450     410.315     124.125       -97.3
    G357   PbGlass   38.15   38.15     450     448.465     124.125       -97.3
    G358   PbGlass   38.15   38.15     450     486.615     124.125       -97.3
    G359   PbGlass   38.15   38.15     450     524.765     124.125       -97.3
    G360   PbGlass   38.15   38.15     450     562.915     124.125       -97.3
    G361   PbGlass   38.15   38.15     450    -562.915     104.775       -97.3
    G362   PbGlass   38.15   38.15     450    -524.765     104.775       -97.3
    G363   PbGlass   38.15   38.15     450    -486.615     104.775       -97.3
    G364   PbGlass   38.15   38.15     450    -448.465     104.775       -97.3
    G365   PbGlass   38.15   38.15     450    -410.315     104.775       -97.3
    G366   PbGlass   38.15   38.15     450    -372.165     104.775       -97.3
    G385   PbGlass   38.15   38.15     450     372.165      85.975       -97.3
    G386   PbGlass   38.15   38.15     450     410.315      85.975       -97.3
    G387   PbGlass   38.15   38.15     450     448.465      85.975       -97.3
    G388   PbGlass   38.15   38.15     450     486.615      85.975       -97.3
    G389   PbGlass   38.15   38.15     450     524.765      85.975       -97.3
    G390   PbGlass   38.15   38.15     450     562.915      85.975       -97.3
    G391   PbGlass   38.15   38.15     450    -562.915      66.625       -97.3
    G392   PbGlass   38.15   38.15     450    -524.765      66.625       -97.3
    G393   PbGlass   38.15   38.15     450    -486.615      66.625       -97.3
    G394   PbGlass   38.15   38.15     450    -448.465      66.625       -97.3
    G395   PbGlass   38.15   38.15     450    -410.315      66.625       -97.3
    G396   PbGlass   38.15   38.15     450    -372.165      66.625       -97.3
    G415   PbGlass   38.15   38.15     450     372.165      47.825       -97.3
    G416   PbGlass   38.15   38.15     450     410.315      47.825       -97.3
    G417   PbGlass   38.15   38.15     450     448.465      47.825       -97.3
    G418   PbGlass   38.15   38.15     450     486.615      47.825       -97.3
    G419   PbGlass   38.15   38.15     450     524.765      47.825       -97.3
    G420   PbGlass   38.15   38.15     450     562.915      47.825       -97.3
    G421   PbGlass   38.15   38.15     450    -562.915      28.475       -97.3
    G422   PbGlass   38.15   38.15     450    -524.765      28.475       -97.3
    G423   PbGlass   38.15   38.15     450    -486.615      28.475       -97.3
    G424   PbGlass   38.15   38.15     450    -448.465      28.475       -97.3
    G425   PbGlass   38.15   38.15     450    -410.315      28.475       -97.3
    G426   PbGlass   38.15   38.15     450    -372.165      28.475       -97.3
    G445   PbGlass   38.15   38.15     450     372.165       9.675       -97.3
    G446   PbGlass   38.15   38.15     450     410.315       9.675       -97.3
    G447   PbGlass   38.15   38.15     450     448.465       9.675       -97.3
    G448   PbGlass   38.15   38.15     450     486.615       9.675       -97.3
    G449   PbGlass   38.15   38.15     450     524.765       9.675       -97.3
    G450   PbGlass   38.15   38.15     450     562.915       9.675       -97.3
    G451   PbGlass   38.15   38.15     450    -562.915      -9.675       -97.3
    G452   PbGlass   38.15   38.15     450    -524.765      -9.675       -97.3
    G453   PbGlass   38.15   38.15     450    -486.615      -9.675       -97.3
    G454   PbGlass   38.15   38.15     450    -448.465      -9.675       -97.3
    G455   PbGlass   38.15   38.15     450    -410.315      -9.675       -97.3
    G456   PbGlass   38.15   38.15     450    -372.165      -9.675       -97.3
    G475   PbGlass   38.15   38.15     450     372.165     -28.475       -97.3
    G476   PbGlass   38.15   38.15     450     410.315     -28.475       -97.3
    G477   PbGlass   38.15   38.15     450     448.465     -28.475       -97.3
    G478   PbGlass   38.15   38.15     450     486.615     -28.475       -97.3
    G479   PbGlass   38.15   38.15     450     524.765     -28.475       -97.3
    G480   PbGlass   38.15   38.15     450     562.915     -28.475       -97.3
    G481   PbGlass   38.15   38.15     450    -562.915     -47.825       -97.3
    G482   PbGlass   38.15   38.15     450    -524.765     -47.825       -97.3
    G483   PbGlass   38.15   38.15     450    -486.615     -47.825       -97.3
    G484   PbGlass   38.15   38.15     450    -448.465     -47.825       -97.3
    G485   PbGlass   38.15   38.15     450    -410.315     -47.825       -97.3
    G486   PbGlass   38.15   38.15     450    -372.165     -47.825       -97.3
    G505   PbGlass   38.15   38.15     450     372.165     -66.625       -97.3
    G506   PbGlass   38.15   38.15     450     410.315     -66.625       -97.3
    G507   PbGlass   38.15   38.15     450     448.465     -66.625       -97.3
    G508   PbGlass   38.15   38.15     450     486.615     -66.625       -97.3
    G509   PbGlass   38.15   38.15     450     524.765     -66.625       -97.3
    G510   PbGlass   38.15   38.15     450     562.915     -66.625       -97.3
    G511   PbGlass   38.15   38.15     450    -562.915     -85.975       -97.3
    G512   PbGlass   38.15   38.15     450    -524.765     -85.975       -97.3
    G513   PbGlass   38.15   38.15     450    -486.615     -85.975       -97.3
    G514   PbGlass   38.15   38.15     450    -448.465     -85.975       -97.3
    G515   PbGlass   38.15   38.15     450    -410.315     -85.975       -97.3
    G516   PbGlass   38.15   38.15     450    -372.165     -85.975       -97.3
    G535   PbGlass   38.15   38.15     450     372.165    -104.775       -97.3
    G536   PbGlass   38.15   38.15     450     410.315    -104.775       -97.3
    G537   PbGlass   38.15   38.15     450     448.465    -104.775       -97.3
    G538   PbGlass   38.15   38.15     450     486.615    -104.775       -97.3
    G539   PbGlass   38.15   38.15     450     524.765    -104.775       -97.3
    G540   PbGlass   38.15   38.15     450     562.915    -104.775       -97.3
    G541   PbGlass   38.15   38.15     450    -562.915    -124.125       -97.3
    G542   PbGlass   38.15   38.15     450    -524.765    -124.125       -97.3
    G543   PbGlass   38.15   38.15     450    -486.615    -124.125       -97.3
    G544   PbGlass   38.15   38.15     450    -448.465    -124.125       -97.3
    G545   PbGlass   38.15   38.15     450    -410.315    -124.125       -97.3
    G546   PbGlass   38.15   38.15     450    -372.165    -124.125       -97.3
    G565   PbGlass   38.15   38.15     450     372.165    -142.925       -97.3
    G566   PbGlass   38.15   38.15     450     410.315    -142.925       -97.3
    G567   PbGlass   38.15   38.15     450     448.465    -142.925       -97.3
    G568   PbGlass   38.15   38.15     450     486.615    -142.925       -97.3
    G569   PbGlass   38.15   38.15     450     524.765    -142.925       -97.3
    G570   PbGlass   38.15   38.15     450     562.915    -142.925       -97.3
    G571   PbGlass   38.15   38.15     450    -562.915    -162.275       -97.3
    G572   PbGlass   38.15   38.15     450    -524.765    -162.275       -97.3
    G573   PbGlass   38.15   38.15     450    -486.615    -162.275       -97.3
    G574   PbGlass   38.15   38.15     450    -448.465    -162.275       -97.3
    G575   PbGlass   38.15   38.15     450    -410.315    -162.275       -97.3
    G576   PbGlass   38.15   38.15     450    -372.165    -162.275       -97.3
    G595   PbGlass   38.15   38.15     450     372.165    -181.075       -97.3
    G596   PbGlass   38.15   38.15     450     410.315    -181.075       -97.3
    G597   PbGlass   38.15   38.15     450     448.465    -181.075       -97.3
    G598   PbGlass   38.15   38.15     450     486.615    -181.075       -97.3
    G599   PbGlass   38.15   38.15     450     524.765    -181.075       -97.3
    G600   PbGlass   38.15   38.15     450     562.915    -181.075       -97.3
    G601   PbGlass   38.15   38.15     450    -562.915    -200.425       -97.3
    G602   PbGlass   38.15   38.15     450    -524.765    -200.425       -97.3
    G603   PbGlass   38.15   38.15     450    -486.615    -200.425       -97.3
    G604   PbGlass   38.15   38.15     450    -448.465    -200.425       -97.3
    G605   PbGlass   38.15   38.15     450    -410.315    -200.425       -97.3
    G606   PbGlass   38.15   38.15     450    -372.165    -200.425       -97.3
    G625   PbGlass   38.15   38.15     450     372.165    -219.225       -97.3
    G626   PbGlass   38.15   38.15     450     410.315    -219.225       -97.3
    G627   PbGlass   38.15   38.15     450     448.465    -219.225       -97.3
    G628   PbGlass   38.15   38.15     450     486.615    -219.225       -97.3
    G629   PbGlass   38.15   38.15     450     524.765    -219.225       -97.3
    G630   PbGlass   38.15   38.15     450     562.915    -219.225       -97.3
    G631   PbGlass   38.15   38.15     450    -562.915    -238.575       -97.3
    G632   PbGlass   38.15   38.15     450    -524.765    -238.575       -97.3
    G633   PbGlass   38.15   38.15     450    -486.615    -238.575       -97.3
    G634   PbGlass   38.15   38.15     450    -448.465    -238.575       -97.3
    G635   PbGlass   38.15   38.15     450    -410.315    -238.575       -97.3
    G636   PbGlass   38.15   38.15     450    -372.165    -238.575       -97.3
    G655   PbGlass   38.15   38.15     450     372.165    -257.375       -97.3
    G656   PbGlass   38.15   38.15     450     410.315    -257.375       -97.3
    G657   PbGlass   38.15   38.15     450     448.465    -257.375       -97.3
    G658   PbGlass   38.15   38.15     450     486.615    -257.375       -97.3
    G659   PbGlass   38.15   38.15     450     524.765    -257.375       -97.3
    G660   PbGlass   38.15   38.15     450     562.915    -257.375       -97.3
    G661   PbGlass   38.15   38.15     450    -562.915    -276.725       -97.3
    G662   PbGlass   38.15   38.15     450    -524.765    -276.725       -97.3
    G663   PbGlass   38.15   38.15     450    -486.615    -276.725       -97.3
    G664   PbGlass   38.15   38.15     450    -448.465    -276.725       -97.3
    G665   PbGlass   38.15   38.15     450    -410.315    -276.725       -97.3
    G666   PbGlass   38.15   38.15     450    -372.165    -276.725       -97.3
    G685   PbGlass   38.15   38.15     450     372.165    -295.525       -97.3
    G686   PbGlass   38.15   38.15     450     410.315    -295.525       -97.3
    G687   PbGlass   38.15   38.15     450     448.465    -295.525       -97.3
    G688   PbGlass   38.15   38.15     450     486.615    -295.525       -97.3
    G689   PbGlass   38.15   38.15     450     524.765    -295.525       -97.3
    G690   PbGlass   38.15   38.15     450     562.915    -295.525       -97.3
    G691   PbGlass   38.15   38.15     450    -562.915    -314.875       -97.3
    G692   PbGlass   38.15   38.15     450    -524.765    -314.875       -97.3
    G693   PbGlass   38.15   38.15     450    -486.615    -314.875       -97.3
    G694   PbGlass   38.15   38.15     450    -448.465    -314.875       -97.3
    G695   PbGlass   38.15   38.15     450    -410.315    -314.875       -97.3
    G696   PbGlass   38.15   38.15     450    -372.165    -314.875       -97.3
    G715   PbGlass   38.15   38.15     450     372.165    -333.675       -97.3
    G716   PbGlass   38.15   38.15     450     410.315    -333.675       -97.3
    G717   PbGlass   38.15   38.15     450     448.465    -333.675       -97.3
    G718   PbGlass   38.15   38.15     450     486.615    -333.675       -97.3
    G719   PbGlass   38.15   38.15     450     524.765    -333.675       -97.3
    G720   PbGlass   38.15   38.15     450     562.915    -333.675       -97.3
    G721   PbGlass   38.15   38.15     450    -562.915    -353.025       -97.3
    G722   PbGlass   38.15   38.15     450    -524.765    -353.025       -97.3
    G723   PbGlass   38.15   38.15     450    -486.615    -353.025       -97.3
    G724   PbGlass   38.15   38.15     450    -448.465    -353.025       -97.3
    G725   PbGlass   38.15   38.15     450    -410.315    -353.025       -97.3
    G726   PbGlass   38.15   38.15     450    -372.165    -353.025       -97.3
    G727   PbGlass   38.15   38.15     450    -334.015    -371.825       -97.3
    G728   PbGlass   38.15   38.15     450    -295.865    -371.825       -97.3
