    REF_GAIN    0.454109     1.09659    0.228882           3
          G1     622.718     1.81906      3081.8     75.7822           0
          G2     663.742     1.68382     3104.96     87.5466           0
          G3     679.419     1.82694     4558.79     117.347           0
          G4     591.426     1.52882     3351.11     88.6518           0
          G5     538.361     1.33196     3483.36      106.46           0
          G6     510.365     1.52395     2929.66     86.1007           0
          G7     537.052     1.61776     2347.37        66.7           0
          G8         544     1.50948     4593.27     106.561           0
          G9     643.813      1.4773        3112     68.9044           0
         G10     599.191     1.61474     3457.17     79.1406           0
         G11     452.211     1.68509     3652.13     87.4757           0
         G12     512.208     1.81605     2488.28     68.6975           0
         G13     607.936     1.79875     2108.06      60.641           0
         G14     435.356     1.68162     1987.03     52.3553           0
         G15     528.653     1.60405     3663.45     73.7375           0
         G16     378.843     1.56446     2966.63     75.8808           0
         G17      310.83     1.83904     3845.05     122.789           0
         G18     381.231     1.49561     3174.82     123.419           0
         G19     562.911     1.85422     3208.17     88.8602           0
         G20     444.155     1.78729     2594.25     79.2286           0
         G21     471.222     1.71731     3116.41     71.6069           0
         G22       532.3     1.73723     4497.05     100.225           0
         G23     392.928     1.67133     796.821     29.0514           0
         G24     522.988     1.50714     3265.02     85.5984           0
         G25     371.499     3.21433     3202.55     87.6799           0
         G26     390.571     3.41816     4043.23     92.3877           0
         G27     413.326     3.84951     2127.79     79.5884           0
         G28     517.406     3.10862     1867.41      73.174           0
         G29      330.87     2.56492     3806.34     136.174           0
         G30     431.636     3.06263     3457.63     87.0617           0
         G31     539.582      1.5256     2204.37     75.8717           0
         G32     557.494      1.5228     3177.25     73.2521           0
         G33     731.115     1.48343     2345.44     49.3184           0
         G34     645.219      1.6052     1097.34     34.6747           0
         G35     705.615     1.73313     3227.14     65.5138           0
         G36     624.865     1.38458     2296.77     58.1714           0
         G37     491.237     1.47487     2598.75     71.7916           0
         G38     347.738     1.40827     2540.37     80.0703           0
         G39     469.374     1.36174      3053.3     91.3365           0
         G40     462.519     1.57296     3922.69     132.443           0
         G41     291.821     1.39163     3631.31     101.876           0
         G42     378.471     1.66112      2702.3     88.3851           0
         G43     381.836     1.67627      2921.9     78.8607           0
         G44     256.058     1.23828     1120.19     54.9375           0
         G45     323.894     1.49841     2087.23     65.4896           0
         G46     320.489     1.57981     2734.44     69.9065           0
         G47     236.132     1.11623     2495.99     77.6178           0
         G48     208.306     1.25842     4587.84     163.272           0
         G49     430.185     1.66825     2148.53     58.8344           0
         G50     344.787     1.53094     3617.48     88.5345           0
         G51     380.048     1.63762     2704.26     76.9686           0
         G52     539.145     1.66115     2261.13      67.528           0
         G53     326.803     1.31727     3018.88     93.7112           0
         G54     378.219     1.44531     1571.36     42.5026           0
         G55     231.363     3.36202     1679.84     58.7311           0
         G56     390.455     3.26321     2606.52      82.732           0
         G57     604.183     2.93123     997.353     29.6445           0
         G58     580.638     3.51473     1852.33     72.0992           0
         G59      601.29     3.30206     3388.06     90.0095           0
         G60     507.169     2.85233     3130.46     102.861           0
         G61     492.832     1.36899     2582.18     78.3551           0
         G62     482.849     1.34228     4326.75     124.165           0
         G63     527.854      1.4825     2893.35     74.4618           0
         G64     576.503      1.1321     3764.76     95.9418           0
         G65     682.243     1.92285     4262.45     108.304           0
         G66     590.154     1.62878      4251.5     91.0379           0
         G67     394.801      1.2034     2542.22      66.521           0
         G68      370.07     1.25118     2406.39      57.968           0
         G69     525.804     1.32285     4360.23     106.173           0
         G70     459.384     1.35013     3734.69     77.5045           0
         G71     364.242     1.46289      2546.1     71.0455           0
         G72     455.788     1.26384     2583.28     69.8029           0
         G73     310.601     1.27911     3308.34      94.304           0
         G74     295.242     1.41956     3608.97     142.047           0
         G75      388.94     1.30064     2571.67     68.0873           0
         G76     261.302     1.20667     4301.98     129.873           0
         G77     253.601     1.32152     5694.67     201.611           0
         G78     369.259     1.41008     2641.04     90.2801           0
         G79      372.02     1.51781     2364.07      70.762           0
         G80     524.538      1.2345     2400.59     65.4876           0
         G81     614.396     1.53584     2311.12     52.9315           0
         G82     500.716     1.32432     4491.06      100.43           0
         G83     335.902     1.42416     2973.58     94.5171           0
         G84     562.004     1.31107     4154.07     97.7579           0
         G85     371.379     3.01889     2726.45     72.9801           0
         G86     360.783     3.58824     2369.58     91.4396           0
         G87     498.793       3.257     2150.84     66.6118           0
         G88     475.273     2.41612     2840.34     87.4911           0
         G89     627.623     2.98538     3258.03     130.374           0
         G90     545.464     2.73448     2403.79     66.9077           0
         G91     645.286     1.85941     3413.78     83.0044           0
         G92     642.884      1.7129     2989.67     89.5513           0
         G93     569.147      1.8619     2311.43     67.0285           0
         G94     604.856     1.55967     2297.85     65.8842           0
         G95     603.887     1.64635     3351.41     79.5642           0
         G96     645.979     1.58371     2758.56      57.729           0
         G97     545.245     1.26686     3553.82     103.133           0
         G98     432.251       1.175     3689.48     107.133           0
         G99     647.063     1.29816     3780.73     117.745           0
        G100     495.851     1.69687     2518.76      74.066           0
