    REF_GAIN    0.453953     1.09511    0.229287           3
          G1     622.709     1.81406     3095.07     74.8729           0
          G2     663.698     1.67621     3047.42     88.2393           0
          G3      679.39     1.82144     4504.57     112.909           0
          G4      591.36     1.52447     3352.89     86.8827           0
          G5     538.366     1.32068      3458.3     104.372           0
          G6     510.326     1.47232     2909.35     84.7136           0
          G7     537.026       1.642     2347.64     67.7578           0
          G8     543.985     1.53063     4518.91     103.169           0
          G9     643.889     1.49236     3111.67     67.1313           0
         G10     599.195     1.60973     3449.82     74.3138           0
         G11     452.302     1.63975     3621.63     85.2077           0
         G12     512.259     1.76265      2484.4     70.5789           0
         G13     607.993     1.79229     2102.46     59.9359           0
         G14      435.35     1.72361     1985.72     52.3276           0
         G15     528.685     1.63101     3625.22      75.525           0
         G16     378.861     1.55159     2911.59     74.3426           0
         G17     310.811     1.81721     3808.41     122.096           0
         G18     381.199     1.49886     3157.23     119.152           0
         G19     563.121     1.91785     3138.94     86.9305           0
         G20     444.197      1.8247     2587.92      78.624           0
         G21     471.205     1.78105     3107.17     72.5483           0
         G22     532.284     1.72476     4370.64     99.0131           0
         G23     392.962     1.68661     796.345      28.957           0
         G24     522.965     1.50392     3249.15     83.1968           0
         G25      371.49     3.27727     3180.93     82.6613           0
         G26     390.532      3.5472     3961.22     93.5501           0
         G27     413.146     3.88398     2125.81      80.697           0
         G28     517.299     3.16176     1863.62     72.1538           0
         G29     330.861      2.6144     3771.74      133.02           0
         G30     431.562     3.08168     3428.74     86.6162           0
         G31     539.568     1.48567     2205.33     76.0762           0
         G32     557.469     1.51376     3173.67     74.2806           0
         G33     731.071     1.50187     2336.58     48.6045           0
         G34     645.231      1.5588     1097.44     33.4208           0
         G35      705.56     1.74037     3224.59      64.567           0
         G36     624.845      1.3334     2304.52     58.7323           0
         G37       491.3     1.48707     2593.72     70.6278           0
         G38     347.751     1.41646     2510.43     79.3573           0
         G39      469.38     1.36734      3011.5     86.5616           0
         G40     462.585     1.52052     3864.53     129.846           0
         G41     291.851     1.34723     3559.83     100.441           0
         G42     378.377      1.5953     2686.65     86.8718           0
         G43     381.817     1.72874     2906.13     76.0243           0
         G44     256.074     1.25639     1115.51     55.1919           0
         G45     323.882     1.47926     2089.05      65.764           0
         G46     320.488     1.55069     2739.06     70.3171           0
         G47     236.095     1.12112     2472.46     75.6927           0
         G48     208.283     1.25082     4513.74     156.912           0
         G49     430.109     1.69101     2141.69     58.4233           0
         G50     344.928     1.57245     3599.57     85.4646           0
