    REF_GAIN    0.521072     1.22901    0.246993           2
          G1     501.602     1.66142     5254.47     131.778           0
          G2     649.725     1.56668     4618.18     134.604           0
          G3     452.905     1.74198     6747.48     167.486           0
          G4     513.606     1.45252     5455.39     137.366           0
          G5     304.539     1.20574     5376.17     168.593           0
          G6     421.405     1.39557     5101.44     141.344           0
          G7     539.671     1.58135      4189.1     121.734           0
          G8     547.649     1.56218     7257.15     165.404           0
          G9     645.341     1.33966     5509.23     116.149           0
         G10     598.096     1.54129     6001.65      122.62           0
         G11     451.313     1.66523     6143.37     137.784           0
         G12     512.747     1.63249     4757.14      125.62           0
         G13     610.765     1.77198      3653.9     113.108           0
         G14     438.907     1.77145     3338.52     90.3704           0
         G15      530.99     1.58307     6107.61     119.967           0
         G16     384.705     1.44007     8456.82     221.922           0
         G17     315.975     1.71762      6634.8     197.123           0
         G18     383.985     1.40755      5635.2     201.293           0
         G19     562.848     1.54891     4902.96     139.673           0
         G20     447.312     1.54214     4630.91     136.586           0
         G21      473.69     1.43614     5318.07       114.3           0
         G22     540.506     1.54705     6672.84     155.831           0
         G23     394.319     1.63233     1178.41      55.471           0
         G24     525.212     1.42573     5551.88     138.962           0
         G25     374.134     2.91333     5593.74     140.352           0
         G26     396.727     3.13527     6611.03     151.504           0
         G27     417.403     3.63193     3573.77     127.598           0
         G28     518.738     2.89585     2940.23     111.153           0
         G29     336.026     2.37118     6487.81     212.201           0
         G30     436.206     2.76312     5990.73     143.439           0
         G31     383.229     1.37228     3614.73     138.916           0
         G32     358.313     1.42663     5203.82     118.506           0
         G33     466.367     1.48178     3528.51     84.2532           0
         G34      509.93      1.5354     1422.19     66.9227           0
         G35      519.18     1.68524     5320.67     107.992           0
         G36      516.48     1.23777     3680.47     101.851           0
         G37     495.167      1.4369     4344.48     118.029           0
         G38      355.02     1.34812     4105.26     128.607           0
         G39     474.104     1.25975     4762.26     136.638           0
         G40     470.274     1.50231      6562.3     208.083           0
         G41     291.704     1.36515     5653.84     155.266           0
         G42     382.206     1.57579     4520.24     140.559           0
         G43     384.684     1.66385     4790.85       116.5           0
         G44     260.734     1.16565      1845.6     92.8899           0
         G45     324.373     1.37919     3680.83     111.622           0
         G46      325.55     1.44855     4847.28     118.845           0
         G47     239.105     1.05469     4511.46     131.926           0
         G48     211.999     1.20525     7587.61     247.581           0
         G49     432.006     1.39687     3767.87     103.121           0
