    REF_GAIN    0.516962     1.22796    0.251379           2
          G1      501.63     1.64006     5412.41     137.743           0
          G2     649.724     1.58168     4927.43      144.82           0
          G3      453.01     1.71973      7184.9     177.588           0
          G4     513.654     1.44428     5690.54     144.689           0
          G5     304.539     1.17727     5650.51     172.548           0
          G6     421.388     1.37522     5344.67     146.015           0
          G7     539.704     1.55126      4339.4     128.426           0
          G8     547.741     1.52724     7661.78      170.75           0
          G9     645.246     1.34317      5695.6     122.849           0
         G10     598.069     1.55678        6219     130.116           0
         G11     451.303     1.65878     6490.05     146.509           0
         G12     512.878     1.59821      4971.7     134.716           0
         G13     610.679     1.72797     3762.42      119.13           0
         G14     438.811     1.73683     3438.54     96.9038           0
         G15     530.835      1.5586     6406.85     126.262           0
         G16     384.693     1.44597     8968.63     127.787           8
         G17     315.983     1.70423     6936.12     206.086           0
         G18     383.985     1.41012     5917.75     219.111           0
         G19     562.765     1.53319      5235.5     146.319           0
         G20     447.208     1.51583     4804.02     142.214           0
         G21     473.651     1.41901     5557.21     123.823           0
         G22      540.49     1.53414     7214.68     158.484           0
         G23     394.429     1.63634     1191.13     56.7677           0
         G24     525.224     1.41904     5812.71     143.198           0
         G25     374.188     2.85281     5813.02     146.683           0
         G26     396.791     3.06679      7024.7     158.599           0
         G27     417.384     3.65696     3702.51     135.819           0
         G28     518.806      2.9325     3082.59     119.674           0
         G29      336.11      2.3101     6767.99     224.619           0
         G30      436.28     2.78194     6178.55     144.166           0
         G31     383.203      1.3689     3688.14     146.833           0
         G32     358.292     1.41846     5416.15     125.453           0
         G33     466.483     1.47853     3651.34     90.1545           0
         G34     509.961     1.57028     1430.75     69.2083           0
         G35     519.194     1.73422     5491.31     113.436           0
         G36     516.518     1.26635     3773.92     102.543           0
         G37       495.2     1.40075     4493.99     124.461           0
         G38     355.323     1.32475     4312.75     132.098           0
         G39     474.143     1.24014     5034.77     142.442           0
         G40     470.311     1.50418     6950.98     223.665           0
         G41     291.801     1.41123     6133.51     167.218           0
         G42     382.126     1.53445     4762.22     147.686           0
         G43     384.606      1.6201      4992.2     126.646           0
         G44     260.661     1.17208     1928.78     98.1197           0
         G45     324.419     1.39035     3809.94      117.61           0
         G46     325.583       1.474     4971.96     122.049           0
         G47     239.083      1.0656     4726.27     138.555           0
         G48     211.956      1.2163     8113.73     260.592           0
         G49     431.939     1.36784     3904.82     105.231           0
         G50     348.006     1.26614     6374.97     143.727           0
         G51     378.599     1.37546     4615.69     127.069           0
         G52     542.334     1.51759     3796.76     112.284           0
         G53     328.411     1.25419     5165.28      155.86           0
         G54     378.717     1.33191     2846.55     81.9035           0
         G55      235.82     3.01691      3071.9     108.518           0
         G56     393.509     2.98285     4724.66     149.989           0
         G57     591.357     2.57207     1359.15     59.4962           0
         G58      580.16     3.18401      2931.7     115.611           0
         G59     600.677     3.17167     5968.29      152.78           0
         G60      509.25     2.58769     5382.03     175.586           0
         G61     376.324      1.2507     4510.36     137.738           0
         G62     297.878     1.30225     7122.42     200.142           0
         G63     434.747     1.39025     5133.05     134.659           0
         G64     495.284      1.1306     6460.49     164.766           0
         G65     370.855     1.80169     6904.94     185.096           0
         G66     462.759     1.53806     6934.42     147.417           0
         G67     397.359      1.1508     4652.73     116.599           0
         G68     374.164     1.22888     4345.88     99.0454           0
         G69      526.12     1.19637     7608.41     175.198           0
         G70     461.754       1.276     6546.39     130.223           0
         G71     363.778     1.42488     4566.37      120.71           0
         G72     445.841     1.24236      4549.7     116.928           0
         G73     313.733     1.19486     6047.71     159.466           0
         G74     300.728       1.364     6420.22     240.644           0
         G75     390.384     1.35876     4595.13     120.848           0
         G76     266.206     1.97451     6607.25     202.537           0
         G77     258.944      1.2057     8064.35     283.969           0
         G78     370.572     1.44896     4703.07     149.892           0
         G79     373.301      1.2336     4221.97     126.944           0
         G80     524.817     1.05238     4205.63     122.783           0
         G81     601.853     1.28782     3843.16     86.4898           0
         G82      500.88     1.24544     7996.76     166.461           0
         G83     340.861     1.37976     5383.43     166.795           0
         G84     560.391     1.18158     7338.06     162.293           0
         G85     379.015     2.70916      4826.9     131.011           0
         G86     367.326     3.31329     4082.52     150.271           0
         G87     501.971     2.94992     3732.04     123.016           0
         G88     478.936     2.24866     4957.53     153.619           0
         G89     626.158     2.65415     5411.32     213.975           0
         G90     544.137     2.40854     4103.01     119.443           0
         G91     419.256     1.60907     5664.57     134.737           0
         G92      544.37     1.49101     5027.05     151.953           0
         G93     328.812     1.75765     3852.33     128.416           0
         G94     383.279     1.48416     3595.87       112.4           0
         G95      404.13     1.55735     5244.65     131.432           0
         G96     499.929     1.38563     4624.77     102.935           0
         G97     533.501     1.21504     6266.51     172.326           0
         G98     437.256     1.10138     6279.99     174.707           0
         G99     646.462     1.19051     6095.51     189.425           0
        G100     492.388      1.6836     4365.79     130.571           0
        G101     643.554     1.80825     7014.23     134.317           0
        G102     442.284     1.30429     5822.99     123.799           0
        G103     482.832     1.72049     6320.72     168.059           0
        G104     376.739     1.26543     4016.62     133.702           0
        G105     531.182     1.50438     6102.53     146.164           0
        G106     434.664      1.5423     4893.76     142.852           0
        G107     365.616     1.09856           0           0           2
        G108     391.008     1.25778     3895.74     117.346           0
        G109     515.651     1.39677     6469.11     167.535           0
        G110     598.909     1.30391     6561.51     185.946           0
        G111     387.579     1.10692     3943.76      126.03           0
        G112     570.105     1.52483     3540.89     93.6533           0
        G113     525.393     1.21839     4984.45     139.216           0
        G114     509.826     1.30284     5935.89     154.413           0
        G115     529.665     2.26949     4139.86     124.208           0
        G116     513.836     2.78858     4275.96     119.245           0
        G117     369.122     3.34489     4231.25     103.608           0
        G118       449.2      2.7453     3246.91     91.3377           0
        G119     510.384     2.78347     2940.74     95.6087           0
        G120     365.063     2.27787     4607.33     107.702           0
        G121     520.663     1.77343     4678.89     99.8483           0
        G122     365.797     1.70324     2748.43      82.952           0
        G123     454.049     1.79379     4255.92         101           0
        G124     439.365     1.62404     3276.35     90.2975           0
        G125     289.978     1.57322     3077.96     85.0909           0
        G126     416.783     1.34087     5519.29     154.536           0
        G127     413.765     1.19012     4259.83     93.6138           0
        G128     318.989     1.16274     4076.24      105.59           0
        G129     464.405     1.01084     3172.33     78.3226           0
        G130     258.574     1.27993     4271.83      106.63           0
        G131     399.256     1.58786     5637.89     112.398           0
        G132     447.656     1.19755     5324.24     134.942           0
        G133      473.86     1.23459     3520.41     97.5625           0
        G134     273.034     1.34896     2949.15     96.1105           0
        G135     496.214      1.0959     3781.54     97.3506           0
        G136     264.919      1.1692     4738.19     121.054           0
        G137     255.394     1.26914     3978.03     109.702           0
        G138     314.482     1.10843     6144.93     145.747           0
        G139     326.834     1.12795     3338.72       99.87           0
        G140     366.118     1.25937     3952.93     96.9488           0
        G141     375.369     0.99869      4732.1     136.396           0
        G142     296.451     1.17219     5457.14     152.168           0
        G143      281.01     1.56936     5200.32     130.112           0
        G144     475.493     1.09675     3596.15     94.0187           0
        G145     465.595     3.22435     4606.27     127.756           0
        G146     617.956     2.91685     7297.67     216.143           0
        G147     591.871     3.43139     4308.67     138.552           0
        G148     364.632     3.08237     4209.94     133.656           0
        G149     441.878     3.00511     6116.81     154.003           0
        G150     324.665     2.41945     4956.64     128.155           0
        G151     399.709     1.59173     5742.95     159.218           0
        G152     489.927     1.42143     2982.47     87.7915           0
        G153     438.789     1.89592     3404.91     116.592           0
        G154     323.919     1.91108     6326.72     158.538           0
        G155      277.72     1.94443     5266.11     143.038           0
        G156     544.523     1.76915     3203.53     90.8446           0
        G157     411.212     1.09021      6087.1     147.475           0
        G158     505.558     1.27567     5863.76     148.866           0
        G159     447.881     1.42077     4175.33     107.461           0
        G160     698.895     1.35979     4537.89     114.887           0
        G161     459.078       2.406     4974.48     136.223           0
        G162     433.352     2.01387     3153.58     104.414           0
        G163     387.831     1.22194      4228.2     108.863           0
        G164     409.828     1.85849     3613.53     99.0487           0
        G165     455.512     1.72224     4258.13     125.694           0
        G166       271.6      1.1838     4453.83     117.408           0
        G167     337.202     1.55072     5309.52     140.177           0
        G168     362.098     1.59011     5001.55     125.612           0
        G169     339.442     1.10001     4911.03     114.866           0
        G170     516.139     1.76557     2964.29     90.6278           0
        G171     527.116     1.97954     4721.98     110.397           0
        G172     344.799      1.2534     4769.53     124.983           0
        G173     477.803     1.54189     4153.43     121.566           0
        G174     606.201     1.41494     4415.85     127.318           0
        G175     353.769     3.32137     4655.05      124.59           0
        G176     321.824     2.61086     4166.37      120.83           0
        G177     556.234     3.13692     3313.01     149.536           0
        G178     443.653     2.98399     5708.65     141.941           0
