    REF_GAIN           0     1.09987    0.231223           3
          G1     623.053     1.75012     5680.42     143.747           0
          G2     663.697     1.60497     5152.01     149.032           0
          G3     678.766      1.7922      7763.5     190.537           0
          G4     590.554     1.52604     6017.91     154.753           0
          G5     537.745     1.32462     6179.37     185.801           0
          G6     508.406     1.50193      5492.1     157.064           0
          G7     536.467      1.6073     4362.87     132.719           0
          G8     543.375     1.56432     8095.54     184.134           0
          G9     643.115      1.4951     5889.91     129.265           0
         G10     598.643     1.63579      6406.9     134.959           0
         G11     451.867     1.67216     6796.89     153.829           0
         G12     511.453     1.75896     4881.14     137.035           0
         G13     607.544     1.76823     3790.53     125.787           0
         G14     435.025     1.67582     3472.25     99.7408           0
         G15     528.614     1.57803     6789.44     132.345           0
         G16     378.336     1.52045           0           0           2
         G17     310.579     1.81571     7191.92     214.403           0
         G18     381.019     1.47071     6010.49      228.03           0
         G19      561.45     1.78708     5487.44     153.223           0
         G20     443.307     1.71574     4891.86     146.706           0
         G21      470.98     1.66562     5857.86     131.706           0
         G22     531.123     1.75017     7669.55      171.69           0
         G23     391.655     1.66393     1193.18     58.3583           0
         G24     522.649     1.50218     6050.82     155.326           0
         G25     371.184     3.04309     6077.53     153.309           0
         G26     390.397     3.24561     7265.13     162.472           0
         G27     413.666     3.78493     3859.72     146.626           0
         G28     517.585     3.02373      3176.9     127.996           0
         G29     329.988     2.40282     7178.24     244.199           0
         G30     431.006     2.87775     6493.46     157.828           0
         G31     539.589     1.41997     3871.55     150.469           0
         G32     557.167     1.50217      5830.1      132.42           0
         G33      729.55     1.48983     4003.34     94.1035           0
         G34     644.896     1.59399     1539.01     67.6906           0
         G35     705.622     1.77962     5808.62     119.266           0
         G36     624.249     1.31533     4084.61     112.512           0
         G37     490.685     1.47676     4612.05     128.051           0
         G38     347.161     1.36943     4579.46      145.73           0
         G39     468.904     1.37411     5256.15     151.512           0
         G40     461.811     1.50513     7174.38      235.12           0
         G41      291.57     1.36409     6674.37      185.06           0
         G42     377.921     1.57047     4941.17     154.674           0
         G43     382.098     1.76347     5153.19     128.686           0
         G44     256.119     1.17761     1967.14     104.452           0
         G45     324.118     1.45832     3850.23     122.949           0
         G46     320.281     1.57341     5095.67     125.026           0
         G47     235.988      1.1131     4876.33     144.221           0
         G48     208.063     1.20945     8261.79     193.064           8
         G49     429.992     1.59314     4010.22     109.755           0
         G50     343.505     1.47157     6556.28     147.611           0
         G51     379.673     1.57071     4780.31     133.723           0
         G52     538.471     1.60412     3877.62     115.955           0
         G53     325.812     1.31086     5402.18     164.869           0
         G54     376.769     1.33998     2813.93     85.7214           0
         G55     231.604     3.11366     3141.21     111.626           0
         G56     391.496     3.06495     4823.36     152.964           0
         G57     601.616     2.77656     1418.48      62.063           0
         G58     579.944     3.34412     3050.73       119.4           0
         G59     600.745     3.28675     6208.85     164.478           0
         G60     507.291     2.68383     5570.41     180.349           0
         G61     490.724     1.32342     4696.37     143.726           0
         G62      481.19     1.32973     7445.25     212.565           0
         G63      527.03     1.48254     5395.98     141.725           0
         G64      575.93     1.11805     6776.78     170.519           0
         G65     680.358     1.78272     7460.09     191.576           0
         G66     590.023     1.63438     7343.99     155.734           0
         G67     394.527     1.20183     4816.58     124.711           0
         G68     369.692      1.2589     4530.49      104.91           0
         G69     525.132     1.31169     7970.62     178.964           0
         G70     458.857     1.35658     6813.36     135.681           0
         G71     363.795     1.46893      4708.1     122.917           0
         G72     454.813     1.29957     4724.28     122.286           0
         G73     310.571     1.25598     6253.49     167.896           0
         G74     295.323      1.3878     6859.83     258.689           0
         G75     388.513     1.27084     4716.22     125.599           0
         G76     263.402     1.91097     7122.88     222.678           0
         G77     253.615     1.26194     9818.58     531.708           8
         G78     368.893     1.40473     4936.17     159.167           0
         G79     372.121     1.48844     4319.04     129.493           0
         G80     524.352     1.19265     4377.97     128.671           0
         G81     610.805     1.47683     3958.71     91.5759           0
         G82     500.232     1.26233      8204.7     175.403           8
         G83     335.336     1.39641     5614.84     176.978           0
         G84     560.453     1.23457     7577.84     171.053           0
         G85       370.7     2.82628     5096.63     134.969           0
         G86     360.625     3.40818     4301.38     160.769           0
         G87     499.226     3.09596     3831.68      124.36           0
         G88     476.082     2.32949     5126.25      161.12           0
         G89     626.024     2.78941     5697.82     220.381           0
         G90     544.265     2.54519     4153.46     125.354           0
         G91     644.239     1.77059     6086.01      145.45           0
         G92     640.698     1.57197     5209.43     157.483           0
         G93     566.255     1.81039     4167.55     133.605           0
         G94     602.512     1.51174     3923.67     121.662           0
