    REF_GAIN           0     1.09972    0.231415           3
          G1     623.241     1.76418     5651.11     146.225           0
          G2     664.052     1.61972     5105.69     145.487           0
          G3     679.259     1.85088     7701.65     188.085           0
          G4     590.998     1.55118     5962.14     148.926           0
          G5     538.191      1.3334     6136.18     181.262           0
          G6      509.18     1.49926     5412.86     151.766           0
          G7      537.07     1.61027      4323.1     131.964           0
          G8     543.971     1.54856     7993.22     174.907           0
          G9     644.537     1.48039     5777.62     124.972           0
         G10     599.272     1.57428      6334.6     135.441           0
         G11     452.435     1.66444     6694.34     148.759           0
         G12     512.071     1.77084     4795.41     133.236           0
         G13     608.195     1.74197     3710.79     123.833           0
         G14     435.551     1.67067     3450.63      97.101           0
         G15     529.246     1.57291     6664.13     128.867           0
         G16     378.813     1.52802           0           0           2
         G17     310.889     1.82833     7129.48     212.794           0
         G18     381.472     1.47306     5931.98     225.399           0
         G19     561.937     1.76299     5417.16     148.225           0
         G20     443.732     1.73103     4846.01     146.083           0
         G21     471.464     1.66491      5759.2     127.937           0
         G22     531.751     1.72667     7545.51     164.221           0
         G23      392.06     1.68543     1190.45     57.2749           0
         G24      523.33     1.49591     5963.46     152.028           0
         G25     371.538     3.08343     5995.66      150.02           0
         G26     390.806     3.28731     7154.51     163.808           0
         G27     414.009     3.84133     3836.45     140.075           0
         G28     518.072     3.04674     3163.93     124.796           0
         G29     330.175     2.44456      7097.5     234.091           0
         G30     431.363     2.92585     6409.66     152.204           0
         G31     539.968     1.45932     3857.29     150.053           0
         G32     557.689     1.55955     5792.19     131.626           0
         G33     730.278     1.47729     3936.02     91.7261           0
         G34     645.223     1.59672     1539.31     68.0654           0
         G35     705.932     1.75283     5769.53     117.492           0
         G36     624.713      1.3026     4034.97     109.671           0
         G37     491.189     1.49176     4594.72     126.419           0
         G38     347.525     1.40082     4532.17     139.966           0
         G39     469.298     1.38792     5199.05     150.543           0
         G40     462.379     1.48877     7088.72     234.888           0
         G41     291.907     1.38713      6581.9     175.902           0
         G42     378.261     1.59065     4899.35     150.636           0
         G43     382.596     1.76007     5116.94     131.687           0
         G44      256.39     1.19157      1951.4     103.231           0
         G45     324.455     1.44602     3822.17     122.339           0
