    REF_GAIN    0.454774     1.09845    0.229391           3
          G1     622.769     1.78869     3129.34     77.7866           0
          G2     663.788      1.6359     3130.93      89.002           0
          G3     679.372     1.78524     4560.25     119.841           0
          G4      591.39     1.50534     3410.36     90.1902           0
          G5     538.423     1.31824     3515.64     109.242           0
          G6     510.342     1.49602     2969.04     87.3841           0
          G7     537.033     1.64422     2361.92     67.8417           0
          G8     543.998     1.54187     4702.81      109.67           0
          G9     644.283     1.50413     3210.16     69.7067           0
         G10     599.143     1.60221     3499.37     76.7935           0
         G11       452.2     1.65984     3739.88     90.4396           0
         G12     512.208     1.77193     2521.31     71.1032           0
         G13     607.906     1.76764     2145.53     62.2662           0
         G14     435.351      1.6943      1998.3     52.7882           0
         G15     528.671     1.57796     3799.46     78.0652           0
         G16     378.904     1.55885     2999.22     78.0522           0
         G17     310.865     1.83903     3878.77     126.873           0
         G18     381.291     1.46675     3216.18     125.386           0
         G19     563.127     1.93262     3232.28     92.7746           0
         G20     444.257     1.78404     2610.25      81.008           0
         G21     471.271     1.74736     3218.19     75.8691           0
         G22      532.35     1.73523     4573.85     103.496           0
         G23      392.99     1.65482     801.053     29.1755           0
         G24      522.92     1.49242     3346.81     86.8827           0
         G25      371.51     3.25671     3276.43      87.373           0
         G26     390.549      3.5102     4100.62     95.9075           0
         G27     413.207     3.93796     2137.77     78.4844           0
         G28     517.376     3.15965     1871.65     75.5112           0
         G29     330.713     2.62809     3894.56     138.908           0
         G30     431.572     3.12556      3527.4     91.5206           0
         G31     539.546     1.48571     2217.57      77.627           0
         G32     557.461     1.48911     3233.22     74.9325           0
         G33      731.11     1.49799     2394.84     51.1648           0
         G34       645.2     1.59426     1100.45     33.8224           0
         G35     705.574     1.73349      3270.5     67.1616           0
         G36      624.82     1.31716     2376.41      63.227           0
         G37     491.194     1.48565     2604.61     71.6617           0
         G38     347.598     1.39172     2547.45     83.7808           0
         G39     469.411     1.37192        3072     93.3378           0
         G40     462.486      1.5568     3955.71     134.625           0
         G41     291.786     1.37509     3669.01     102.657           0
         G42     378.448     1.60736     2715.34     88.5734           0
         G43     381.724     1.70219     2950.71     79.3716           0
         G44     256.024     1.20385        1119     55.7654           0
         G45     323.869     1.49408     2117.57     67.0381           0
         G46     320.572     1.60659     2758.12     70.4409           0
         G47     236.137     1.12493     2524.72     77.2485           0
         G48     208.319     1.18558     4618.64     165.616           0
         G49     430.243      1.6447     2162.82     60.3515           0
         G50      344.88     1.53271      3635.1     88.0201           0
         G51     380.195     1.62002     2728.95     77.9352           0
         G52      539.12     1.63333      2272.1     68.3172           0
         G53     326.831     1.30088     3044.54      94.705           0
         G54      378.25     1.42589     1590.53     43.9803           0
         G55     231.279     3.39867     1695.93     59.3934           0
         G56     390.308     3.32181     2610.06     83.5436           0
         G57     604.258     2.99737     1002.72     29.3869           0
         G58     580.621     3.59085     1866.56     71.7195           0
         G59     601.272     3.36918     3450.38     92.5444           0
         G60     507.164     2.90468     3164.12     106.038           0
         G61     492.778     1.33508      2603.8     79.3936           0
         G62      482.89     1.32793     4353.71     123.336           0
         G63     527.892     1.45447     2946.77     76.8299           0
         G64     576.482     1.13827        3823     97.5904           0
         G65     682.305     1.87198     4355.35     112.196           0
