    REF_GAIN    0.454458     1.09645    0.228882           3
          G1      622.91     1.80542     3111.07       77.64           0
          G2     663.915     1.63076     3121.19     89.0493           0
          G3     679.525     1.80574     4561.24     116.123           0
          G4     591.507      1.5126     3381.12     87.8635           0
          G5     538.439     1.33833     3494.04      107.55           0
          G6     510.374     1.50005      2946.8     88.0498           0
          G7     536.988     1.60834     2357.79     68.0506           0
          G8     543.888     1.54435     4627.35     106.537           0
          G9     644.238     1.49255     3141.16     69.7422           0
         G10     599.304     1.61329     3471.41     75.8086           0
         G11     452.409     1.69377     3683.66      88.232           0
         G12     512.374     1.79346     2506.27     69.7964           0
         G13     608.092     1.78985     2107.37     62.2939           0
         G14     435.503     1.71449     1990.21     53.1809           0
         G15     528.822     1.62227     3688.39     75.2658           0
         G16     379.069     1.55487     2976.19     75.9186           0
         G17     310.978     1.84613     3856.74     125.075           0
         G18      381.42     1.49211     3193.87     125.337           0
         G19     563.087     1.83033     3210.06     90.7407           0
         G20     444.286      1.7415     2600.94     78.9297           0
         G21     471.392     1.64898     3147.28     74.0681           0
         G22     532.337     1.78628     4512.22     99.7045           0
         G23     392.971     1.69561     798.115     28.6013           0
         G24     523.071     1.49799     3289.64     85.2926           0
         G25     371.586     3.26924     3208.45     86.1968           0
         G26     390.674      3.4919     4060.29     95.0094           0
         G27     413.289     3.89479     2137.97     78.1204           0
         G28     517.502     3.10597     1872.88      74.189           0
         G29     330.791     2.61758     3838.82     135.732           0
         G30     431.503     3.06199     3476.03     87.8579           0
         G31     539.635     1.49252     2207.43     77.5435           0
         G32     557.474     1.51491     3210.25     74.3349           0
         G33     731.292     1.50108     2347.02     50.3346           0
         G34     645.353     1.59286     1098.67     33.5232           0
         G35     705.788     1.74279     3239.63     65.1611           0
         G36     624.934     1.37142     2320.92     59.5484           0
         G37     491.212     1.45944     2599.77     71.2065           0
         G38     347.595     1.37979     2516.27     81.2239           0
         G39     469.227     1.35232     3055.18     91.5113           0
         G40     462.705     1.57466      3935.1     138.575           0
         G41     291.873     1.33712     3643.43     103.062           0
         G42     378.551     1.60072     2702.13     90.3049           0
         G43     381.949     1.70528     2932.26       77.89           0
         G44     256.122     1.22137     1119.79     55.1043           0
         G45     324.057     1.50468     2102.08     66.9378           0
         G46      320.64     1.59453     2746.52     69.2026           0
         G47     236.115      1.1302     2498.68     76.3598           0
         G48     208.347     1.22948     4591.92     163.845           0
         G49     430.342     1.59381     2149.62     58.5399           0
         G50      344.84     1.48363     3621.93     87.5175           0
         G51     380.077     1.55061     2710.15     77.0771           0
         G52     539.215     1.63991     2264.97      67.358           0
         G53     326.764     1.32612     3025.88     94.7848           0
         G54     377.975     1.41557      1581.2     42.2367           0
         G55     231.265       3.364     1681.92     59.9513           0
         G56     390.362      3.2263        2612      83.636           0
         G57      604.11     2.95359     996.915     28.9731           0
         G58     580.683     3.52766     1854.12     71.0613           0
         G59     601.286     3.34159     3407.22     90.3477           0
         G60     507.164     2.85543     3139.63      101.28           0
         G61     492.682     1.33706     2588.99     78.7114           0
         G62     482.854     1.34361     4355.43      126.18           0
         G63     527.931     1.48237     2906.39     74.9748           0
         G64     576.574     1.15761     3787.16     97.1503           0
         G65     682.357     1.91225     4284.31     110.697           0
         G66     590.271     1.68444     4274.01     91.4623           0
         G67     394.581     1.22315     2560.94     65.7292           0
         G68     369.985     1.24607     2419.51     58.1431           0
         G69     525.728     1.32102     4360.69     106.139           0
         G70     459.401     1.32228     3752.78     78.0303           0
         G71     364.234       1.449     2542.76     69.5137           0
         G72     455.992     1.29533     2582.88     69.5165           0
         G73     310.701     1.29106     3320.34     93.8931           0
         G74     295.295     1.42059      3610.5      143.97           0
         G75     389.338     1.31113     2560.48     67.9784           0
         G76     261.354     1.19171     4299.37     135.852           0
         G77     253.635     1.28447     5711.99     197.813           0
         G78     369.451     1.42871     2655.61     90.1428           0
         G79     372.146     1.44198     2365.96     70.9712           0
         G80     524.888     1.20224      2414.4     66.3116           0
         G81     614.502     1.51802     2312.57     51.8021           0
         G82     500.713     1.30706     4502.09     102.562           0
         G83     335.922     1.38519     2991.77     98.7059           0
         G84     562.042     1.34472     4163.31     96.3429           0
         G85     371.331     3.08123     2748.36     74.4042           0
         G86     360.679      3.6143     2378.03     91.0474           0
         G87     498.704     3.25416     2164.43     65.5115           0
         G88     475.195     2.40707     2852.15     90.9811           0
         G89     627.713     2.98086     3262.71     130.966           0
         G90     545.561     2.71857     2420.02     66.8131           0
         G91      645.38     1.82383     3415.96     82.8563           0
         G92     642.935     1.69287     2995.15     89.3163           0
         G93     569.201     1.83412     2318.81     68.6526           0
         G94     604.909      1.5822     2303.04     66.1437           0
         G95     603.967     1.64789     3361.64     80.7633           0
         G96     645.966     1.57287     2779.85     58.7751           0
         G97      545.13     1.27144     3568.24     103.129           0
         G98     431.878     1.20523     3700.81     106.588           0
         G99     647.045     1.30673     3788.67     118.185           0
        G100     496.017     1.68103     2529.49     73.7574           0
        G101     650.263     1.90629     4008.09     81.2791           0
        G102     441.796     1.26421     3193.73     74.1605           0
        G103     499.569     1.58535     3581.95     99.4449           0
        G104     377.205     1.34729     2200.35     73.7758           0
        G105     534.357     1.52759     3505.65     85.6998           0
        G106     446.929     1.55243     2684.58     79.3933           0
        G107     365.577     1.17023     2370.93     64.0819           0
        G108     393.945     1.36573     2227.18     65.4336           0
        G109     518.925     1.66895     3847.89     105.124           0
        G110     600.771     1.49185     4027.48     113.601           0
        G111     390.582     1.23797     2299.44      76.067           0
        G112     584.249     1.57079     2016.98     50.2702           0
        G113     524.559     1.21549     2758.88     77.0317           0
        G114     512.001     1.44159     3282.29      88.272           0
        G115      531.02     2.65762     2429.66     66.9545           0
        G116     519.362     3.25443     2381.26     65.5442           0
        G117     368.856     3.60006     2411.55      61.168           0
        G118     451.295     3.06759      1892.5     48.6823           0
        G119     513.473     3.06361     1748.77     50.0048           0
        G120     368.489     2.45703        2500     58.8704           0
        G121      627.29     2.05229     2844.36     60.4239           0
        G122     673.095     1.82277      1899.4     43.0511           0
        G123     640.537     1.82928     2622.21     59.3143           0
        G124     664.821     1.73131     2142.73     50.8273           0
        G125     540.355     1.72559     1933.93     46.9366           0
        G126     585.162     1.41653     3190.27     85.2342           0
        G127     413.312     1.27279     2329.38     51.9939           0
        G128     309.228     1.31889     2291.91     60.3699           0
        G129     463.338     1.13562     1783.46     41.0423           0
        G130     245.203     1.37256     2329.55     63.0913           0
        G131     396.972     1.67874     2957.64     61.6788           0
        G132     444.514     1.26113      2984.1     79.7658           0
        G133     469.543     1.27246      2036.6     52.5021           0
        G134     266.812     1.49837     1687.54     56.0525           0
        G135     495.575     1.10442     2289.64      59.581           0
        G136     257.333     1.18925     2583.27     70.2822           0
        G137     247.294     1.37216     2175.07     62.3892           0
        G138     314.638     1.12977     3555.85     87.4204           0
        G139     318.806     1.33234     1993.89     63.8759           0
        G140     363.471     1.54953     2194.42     56.2084           0
        G141     371.591     1.21484     2735.86     83.5937           0
        G142     291.941     1.18991      3280.4     90.1538           0
        G143     272.607     1.55701     3032.35     81.7359           0
        G144     473.564     1.18111     2051.51     51.6942           0
        G145     461.388     3.59299     2833.67     78.1291           0
        G146     620.557     3.17993     4314.86     128.415           0
        G147     591.875     3.65302     2564.61     79.9256           0
        G148     366.559     3.09858     2395.69     82.3009           0
        G149     440.399     3.23345     3562.14     93.0045           0
        G150      324.82     2.54615     2687.74     73.0875           0
        G151     618.105     1.74406     3660.65     100.702           0
        G152     610.086     1.56355     1970.41     48.3752           0
        G153     442.986      2.0289     1938.36     63.3154           0
        G154     322.695     1.88763     3356.77     90.0561           0
        G155     271.218     1.88864     3061.15     87.4293           0
        G156     544.753      1.7382     1843.51     45.4695           0
        G157     408.831     1.16408     3583.77     91.4109           0
        G158     507.576     1.32315     3214.79     85.7938           0
        G159     448.663     1.46913     2357.04     60.8099           0
        G160     698.136       1.444     2637.18     64.9212           0
        G161     460.042     2.28206     2863.18     80.3659           0
        G162     434.421     2.00345     1811.28     59.1965           0
        G163     383.045     1.20698      2329.7     59.8108           0
        G164     409.164     1.82181     1968.33     53.1217           0
        G165     450.284     1.67857     2536.08     76.5661           0
        G166     267.077     1.22575     2400.34     69.1524           0
        G167      337.65     1.49247     2843.94     80.7925           0
        G168     362.216     1.53136     2810.93     74.7208           0
        G169     337.036     1.21387     2927.51     70.0435           0
        G170     515.726     1.87344     1794.73      47.403           0
        G171     526.564     1.65323        2722     64.6658           0
        G172     342.745     1.33748     2539.61     68.9215           0
        G173     478.711     1.59246     2453.87     70.1798           0
        G174      606.05     1.57562     2618.95     73.8379           0
        G175       353.5     3.66563      2525.8     69.3753           0
        G176      297.96      2.9268     2305.91      69.913           0
        G177     559.159     3.53648     1993.65     79.5483           0
        G178     442.954     3.25889      3261.1      86.696           0
        G179     443.328     3.69413     2278.82     79.2827           0
        G180     462.745     2.72212     2378.09     60.9192           0
