    REF_GAIN           0     1.09816    0.229825           3
          G1     623.838     1.77501     3108.97      75.731           0
          G2     665.048     1.63708     3119.48     87.7274           0
          G3     680.883     1.81208     4570.31     115.344           0
          G4     592.862     1.48396     3379.84     88.2555           0
          G5     538.834     1.36771     3503.86     110.114           0
          G6      511.38     1.51097     2887.52     87.1978           0
          G7      537.28     1.64279     2343.27     69.1296           0
          G8     544.045     1.51352     4614.41     105.836           0
          G9     644.586     1.43535     3105.21     69.3612           0
         G10     599.491     1.60329     3466.58     76.7837           0
         G11     452.699     1.67873     3678.92     90.2411           0
         G12     512.376      1.7627     2452.02     69.8767           0
         G13     608.556     1.79477     2096.17     61.9807           0
         G14     435.776     1.72011     1992.17     52.7226           0
         G15     529.573     1.62516      3687.2     76.6414           0
         G16     379.147     1.55855     2971.88     77.7653           0
         G17     311.132     1.81368     3851.79     122.023           0
         G18     381.932      1.5258     3161.22     123.491           0
         G19     562.729     1.93415     3203.31     90.4889           0
         G20     444.273     1.81304     2589.63     77.7607           0
         G21     471.628     1.82526     3147.22     75.0369           0
         G22     532.308      1.8439     4503.31     97.0428           0
         G23     392.703     1.78456     793.055     28.9121           0
         G24      523.04     1.59785     3285.65     85.5511           0
         G25     371.814     3.24267     3203.63     86.5771           0
         G26      390.97     3.48923     4025.73     94.4161           0
         G27     413.966     3.94736     2136.71     78.5738           0
         G28     518.119      3.1686     1866.96     73.0241           0
         G29     330.725     2.61177     3817.11     135.651           0
         G30     431.652     3.07424      3447.5     88.3645           0
         G31     540.372     1.52031     2209.56      76.826           0
         G32     558.498     1.53307     3210.41     74.4788           0
         G33     731.427     1.51189     2344.25      49.172           0
         G34     645.765     1.60311     1098.77     33.5442           0
         G35     706.361     1.77532     3250.51     66.5883           0
         G36     625.763     1.39101     2319.83     59.3529           0
         G37     491.564     1.47471     2603.78     72.0302           0
         G38     347.411     1.37271     2497.78     80.5722           0
         G39     469.228     1.37351     3054.78     89.9133           0
         G40     462.726     1.56394     3888.73      136.07           0
         G41     291.963     1.33854     3630.74     102.924           0
         G42     378.435      1.6039     2704.02      89.175           0
         G43     382.559     1.74507      2933.2     78.2107           0
         G44     256.492      1.2223     1114.69     54.7566           0
         G45     324.666     1.50817     2088.82      65.956           0
         G46     321.073     1.57206     2749.34     70.1423           0
         G47     236.226     1.12769     2490.85     79.1209           0
         G48     208.398     1.34074     4576.18     164.929           0
         G49     430.603     1.73007     2149.33     57.5211           0
         G50     344.389     1.59945      3615.9     86.9816           0
         G51     380.096     1.67891     2714.42     76.2772           0
         G52     539.157     1.69328     2251.79     67.1714           0
         G53     326.384     1.40453     3014.96      92.528           0
         G54     377.787     1.46366     1561.89     43.5133           0
         G55     231.643     3.38356     1674.58      57.752           0
         G56     390.981     3.30268     2598.66     84.3707           0
         G57     603.595     2.99895     998.279     29.2159           0
         G58     580.893     3.57878     1851.32     70.9466           0
         G59     601.602     3.38957     3403.28     89.8643           0
         G60      507.63     2.88461     3135.84     103.856           0
         G61     492.525     1.35301     2571.79     78.4098           0
         G62      482.89     1.33303     4338.63     120.569           0
         G63     528.081     1.47433     2906.94     74.8702           0
         G64     576.713     1.14966     3775.73     96.1793           0
         G65     681.933     1.87194     4272.48     109.509           0
         G66     589.764      1.6629     4268.17     92.2123           0
         G67     394.931     1.21528     2559.64     66.7734           0
         G68     370.114     1.23945     2419.15     57.4335           0
         G69     525.737     1.31887     4353.88     103.611           0
         G70      459.37     1.34665     3740.89     78.7814           0
         G71     364.319     1.44889     2535.87      70.849           0
         G72     455.264      1.2943      2563.2     68.2329           0
         G73     311.208     1.26995     3309.65     95.2026           0
         G74     295.808     1.39777      3604.9     144.499           0
         G75     389.178     1.32531      2571.9      68.554           0
         G76     261.835     1.18702     4311.49     133.305           0
         G77     254.022     1.25918     5713.12     202.986           0
         G78     369.543     1.47095        2651     86.0845           0
         G79     372.169     1.57158     2368.73      70.927           0
         G80     524.777     1.26642     2415.11     65.7011           0
         G81     613.335     1.61949     2311.31     52.0946           0
         G82      500.63     1.36561     4459.53     101.521           0
         G83      335.73     1.45225     3003.12      97.763           0
         G84     561.993     1.33004     4157.95     95.1825           0
         G85     371.277     3.04368      2750.8     72.3344           0
         G86     360.852     3.63971     2376.74     92.2674           0
         G87     499.077     3.29214     2162.51     65.9215           0
         G88     475.759     2.43682     2850.95     87.4414           0
         G89     627.465     3.01753     3259.19     128.984           0
         G90     545.337      2.7107     2404.03     66.4886           0
         G91     645.273      1.8272      3402.5      83.326           0
         G92     643.177     1.71349     3000.19     89.6066           0
         G93     568.906     1.82532      2323.9     67.2045           0
         G94     604.682     1.56361      2307.4     65.2426           0
         G95     603.782     1.64633     3353.88     79.5542           0
         G96     645.992     1.56023     2777.62     58.3454           0
         G97     544.857     1.24237     3522.14     102.372           0
         G98     432.079     1.18289     3700.65     104.682           0
         G99     647.131     1.32405     3794.49     117.818           0
        G100     495.815     1.68896     2529.95     74.8517           0
        G101      650.06     1.93081     4006.86     80.2774           0
        G102     441.758     1.28565      3145.6     73.7881           0
        G103     499.496     1.58253      3584.9     97.4112           0
        G104     377.676      1.3654     2215.64     73.8119           0
        G105     534.669     1.54213      3548.9     89.2244           0
        G106     446.451     1.53014     2675.85     79.8381           0
        G107     366.016     1.16615     2361.93     64.2715           0
        G108     393.991     1.41901     2231.14     65.5133           0
        G109     518.574      1.7957     3864.67     103.626           0
        G110     600.567     1.61353     4009.43     112.624           0
        G111     390.809     1.33435      2298.7     76.3542           0
