    REF_GAIN           0     1.09914    0.231129           3
          G1      623.25      1.7647     5611.56     145.675           0
          G2     663.996     1.63593     5122.96     145.013           0
          G3     679.178     1.83447     7724.56     185.613           0
          G4     590.926     1.56392     5913.01      151.01           0
          G5     538.211     1.34474     6111.78     182.156           0
          G6     509.186     1.54471     5384.34     151.917           0
          G7     536.943     1.62543     4307.71     132.992           0
          G8     543.844     1.54417     7927.75     176.474           0
          G9     643.751     1.50964     5658.78     122.046           0
         G10     599.257     1.60888     6297.42     132.716           0
         G11     452.372     1.67272     6638.94     151.335           0
         G12      512.07     1.79961     4752.78     130.397           0
         G13     608.083     1.76159        3661     120.782           0
         G14     435.492     1.67922     3439.46     97.3738           0
         G15     529.148     1.59124     6533.18     127.313           0
         G16     378.718     1.56567           0           0           2
         G17     310.853     1.83329     7114.18     213.346           0
         G18     381.403     1.47051     5908.34      222.68           0
         G19     562.223     1.85167     5409.86      151.73           0
         G20      443.91     1.84666     4839.37     148.216           0
         G21     471.625     1.75692     5669.46     126.956           0
         G22     531.669     1.76918     7533.65     166.799           0
         G23      392.14     1.68476     1188.06     55.8685           0
         G24     523.285      1.5274     5897.03     148.149           0
         G25     371.587     3.06729     5915.29     150.028           0
         G26     390.764     3.27351     7133.04     159.739           0
         G27     414.044     3.82302     3831.51     144.276           0
         G28     518.088     3.07468     3162.21     125.633           0
         G29     330.086     2.43976     7032.93     228.615           0
         G30     431.465     2.94698     6345.86     155.494           0
         G31     539.954     1.47041      3846.7     150.705           0
         G32     557.655     1.54517     5754.51     130.127           0
         G33     730.276     1.48987     3869.57     90.2528           0
         G34     645.241     1.63126     1535.95     67.6311           0
         G35     705.904     1.75892     5721.62     116.844           0
         G36     624.725     1.33344     3941.64     107.039           0
         G37     491.131     1.51982     4587.12     128.687           0
         G38      347.34     1.40611     4528.64     142.857           0
         G39     469.179     1.38492     5193.07     145.994           0
         G40     462.374      1.5082      7087.4     231.064           0
         G41     291.869     1.38623      6566.8     177.939           0
         G42     378.295     1.57224     4885.72     151.784           0
         G43     382.496     1.73313     5095.51     130.154           0
         G44     256.304     1.17814     1953.03     105.182           0
         G45     324.406     1.45651     3793.75      119.63           0
         G46     320.622     1.56907     5060.19     123.323           0
         G47     236.255      1.1415     4793.01      142.46           0
         G48      208.28     1.19973     8357.37     268.196           0
         G49     430.616     1.68421     3959.91     110.855           0
         G50     343.989       1.548     6490.45      148.75           0
         G51     380.238     1.65614     4727.77     131.382           0
         G52     539.133     1.63705     3827.86     115.013           0
         G53     326.124     1.32276     5333.75     161.938           0
         G54     377.409     1.32952     2769.14     82.8977           0
         G55       231.8     3.14343     3087.56     108.517           0
         G56     391.916     3.15876      4784.6     153.403           0
         G57     602.415     2.85573     1407.24     61.1356           0
         G58     580.528      3.4286     3003.99     118.213           0
         G59      601.32     3.31111     6086.54     158.317           0
         G60     507.773     2.74125     5491.65     174.243           0
         G61     491.403     1.32678     4638.13     139.107           0
         G62     481.754      1.3252     7415.42     209.852           0
         G63      527.47     1.48901     5294.53     138.126           0
         G64     576.311     1.14631     6680.02     164.834           0
         G65     680.965     1.84059     7296.28     188.612           0
         G66     590.229     1.62271     7226.89     151.478           0
         G67     394.879     1.21858     4740.75     122.367           0
         G68     370.003      1.2912     4380.02     102.255           0
         G69     525.567     1.30766     7790.96     174.226           0
         G70     459.407     1.34672     6669.23     134.453           0
         G71     364.287     1.48969     4652.91     124.562           0
         G72     455.062     1.31062     4673.89     120.193           0
         G73     310.904     1.25127      6152.3     165.751           0
         G74     295.666     1.34649     6737.32     251.137           0
         G75      388.96     1.29438     4661.31     123.196           0
         G76     262.969     1.71499     7020.73     217.784           0
         G77     253.871      1.2637     8471.63     296.931           8
         G78     369.228     1.45175     4789.86     154.336           0
         G79     372.692     1.62144     4271.33     128.857           0
         G80     525.101     1.27385     4321.89     127.404           0
         G81     611.533     1.51525     3932.46     90.7572           0
         G82     500.746     1.30206     8125.04     172.987           0
         G83     335.761     1.42832     5500.67      167.98           0
         G84     561.018     1.26106     7476.58     167.308           0
         G85     371.159     2.88094     5025.28     133.626           0
         G86      361.03      3.4456     4175.44     157.579           0
         G87     499.696     3.15073     3769.05     124.898           0
         G88     476.645      2.3357      5061.8     156.213           0
         G89     626.581     2.81994     5642.35     224.295           0
         G90     544.724     2.59552     4107.16     121.559           0
         G91      644.71     1.77472     6031.46     138.908           0
         G92     641.405     1.60974     5161.75     154.314           0
         G93     567.157      1.8453      4128.5     130.048           0
         G94     603.378     1.50089     3872.13     120.238           0
         G95     602.736     1.59062     5613.07     132.163           0
         G96     644.884     1.51919     4828.06     100.806           0
         G97     544.628     1.22689      6365.9     171.735           0
         G98     431.973      1.1875     6505.85     181.498           0
         G99     646.775     1.29325     6518.64     200.949           0
        G100     495.622     1.66673     4434.96     131.539           0
        G101     649.623     1.83369     7174.11     138.957           0
        G102     441.578     1.27376     5816.37     127.887           0
        G103     499.157     1.59187     6488.99     172.498           0
        G104     377.341       1.327     4096.44     138.213           0
        G105     534.407     1.51691     6318.38     155.622           0
        G106     445.956     1.54187        5011     147.387           0
        G107     365.574     1.15716           0           0           2
        G108     393.621     1.33937     3980.11     122.525           0
        G109     518.185     1.78267     6855.69     177.076           0
        G110     600.253      1.5438     6757.05     191.429           0
        G111     390.978     1.32248      4068.2     131.485           0
        G112     582.609     1.57103     3576.03     99.3697           0
        G113     524.283     1.21792     5012.28     143.162           0
        G114     511.432     1.40656     5969.93     157.247           0
        G115     530.773     2.51516     4247.03     126.966           0
        G116     519.366     3.08296     4366.61     121.395           0
        G117     368.093     3.47937     4316.21     106.361           0
