    REF_GAIN    0.521896     1.23301    0.247219           2
          G1     501.591      1.6412      5428.6     137.583           0
          G2     649.607     1.56314      4891.6     141.263           0
          G3     452.907     1.71052     7154.79     177.265           0
          G4     513.529      1.4356     5691.92      144.06           0
          G5       304.6     1.18792     5651.91      171.81           0
          G6     421.354     1.39326     5366.64     148.218           0
          G7     539.631     1.54798     4356.35     129.753           0
          G8     547.763     1.54414     7682.74      167.55           0
          G9     644.685     1.35086     5793.05     123.471           0
         G10     598.015     1.56509     6236.97     128.366           0
         G11     451.193     1.64914     6504.78     146.087           0
         G12     512.752     1.64236     5008.76     131.836           0
         G13     610.741      1.7613     3824.54     121.192           0
         G14     438.846     1.75239     3464.05     96.8575           0
         G15     530.927     1.60451     6471.39     124.029           0
         G16     384.615     1.44373     8957.97     136.247           8
         G17     315.914     1.72803     6945.89     203.196           0
         G18     383.958     1.39375      5934.9      214.74           0
         G19     562.846     1.57692     5231.88     147.238           0
         G20     447.276     1.55122      4821.6     144.451           0
         G21     473.676     1.46607     5598.26     124.272           0
         G22     540.393     1.54763     7202.32     157.781           0
         G23     394.301     1.66655     1186.85      55.733           0
         G24     525.107     1.42694     5837.27      148.44           0
         G25     374.114     2.90757     5851.54     147.296           0
         G26     396.704     3.06982     7036.13       159.7           0
         G27     417.316     3.60187     3736.61     138.027           0
         G28     518.747     2.88385     3077.18     119.173           0
         G29     336.008     2.34232      6826.6     225.888           0
         G30     436.227     2.75335     6280.57     148.622           0
         G31     383.229     1.35901     3700.34     146.419           0
         G32     358.331     1.42458     5410.82     126.181           0
         G33     466.293      1.4892      3706.8     90.9593           0
         G34     509.964     1.54851     1438.68     69.1288           0
         G35     519.158     1.73264     5506.58     115.266           0
         G36     516.445     1.26501     3820.55     104.228           0
         G37     495.097     1.41291      4486.5      123.34           0
         G38     355.195     1.35431     4297.06     134.463           0
         G39     474.196     1.25661     5041.28     143.451           0
         G40     470.267      1.4767      6955.9      222.38           0
         G41     292.467     1.74888     5721.29     153.471           0
         G42     382.227     1.53832     4762.08     146.727           0
         G43      384.69     1.63626     4984.59     126.765           0
         G44      260.78     1.17232     1925.44     97.1478           0
         G45     324.556     1.37218     3825.11     118.743           0
         G46     325.537     1.45872     4967.31     124.696           0
         G47     239.061     1.06201     4748.43     140.971           0
         G48     212.019     1.19395     8104.78     260.645           0
         G49     432.002     1.40495     3907.66     105.843           0
         G50     348.186     1.26949     6365.65     142.401           0
         G51     378.676     1.42683     4613.12     125.408           0
         G52     542.209     1.53454     3798.69     111.249           0
         G53     328.331     1.24877      5161.2     153.092           0
         G54     378.675     1.36874     2859.31     81.7839           0
         G55     235.777     3.00631     3110.02     109.757           0
         G56     393.561     2.94675     4778.89     148.065           0
         G57      591.05     2.65098      1381.9     62.1565           0
         G58     580.083      3.1987     2941.59     114.566           0
         G59     600.466     3.12622     5982.38      149.24           0
         G60     509.189     2.59435     5380.63     168.349           0
         G61     376.401     1.27204     4512.77     136.141           0
         G62     297.945     1.30169     6985.18     197.139           0
         G63     434.801      1.3795     5153.22     134.877           0
         G64      495.31     1.12687     6446.22     164.598           0
         G65     370.937      1.7514     6943.27     186.665           0
         G66     462.845     1.53872     6948.04     148.668           0
         G67     397.373     1.15496     4661.76     117.089           0
         G68     374.155      1.2313     4401.99     101.983           0
         G69     526.141     1.16984     7636.44      173.23           0
         G70     461.582     1.26642     6575.44     132.401           0
         G71     363.739     1.43416     4573.61     119.716           0
         G72     446.088     1.24042     4584.35     117.337           0
         G73     313.761     1.19885     6069.15     160.091           0
         G74     300.669     1.36871     6518.05     242.136           0
         G75     390.352     1.37849     4600.77     122.017           0
         G76     266.163     1.91913     6578.05     207.388           0
         G77     258.944     1.21233     7992.49     286.626           0
         G78     370.499     1.45939     4739.81     152.277           0
         G79     373.394     1.29428     4231.01     127.232           0
         G80     524.881     1.08525     4228.68     122.569           0
         G81     601.958     1.31819     3839.16     87.4327           0
         G82     500.933     1.25562     7963.35     167.965           0
         G83     340.843     1.37768     5403.85      163.34           0
         G84     560.242     1.18637     7342.61     161.097           0
         G85     378.973     2.72211     4878.94     128.781           0
         G86     367.299     3.30576     4170.47     157.679           0
         G87     501.915     2.96092     3743.12     123.574           0
         G88      478.98     2.20804     4959.19     151.136           0
         G89     625.932     2.69487     5473.02     214.939           0
         G90     544.007     2.45055     4105.94     120.713           0
         G91       419.2     1.61859     5656.04     135.003           0
         G92     544.377     1.50809     5021.27     148.735           0
         G93     328.925      1.7489     3854.66     126.857           0
         G94     383.381      1.4653      3618.1     117.015           0
         G95      404.05     1.56368     5247.59     128.384           0
         G96     500.024     1.40473     4663.27     101.036           0
         G97     533.467     1.19491     6278.36     172.959           0
         G98     437.085     1.10048     6273.33     170.579           0
         G99     646.416     1.17334     6085.84     192.771           0
        G100     492.331     1.72548     4379.74     131.086           0
        G101     643.395     1.82158      7004.8     135.902           0
        G102     442.249     1.29734     5881.42     124.307           0
        G103     482.892     1.70539     6314.61     166.156           0
        G104     376.781      1.3058     4019.04     137.567           0
        G105     531.162     1.50305     6103.08     151.732           0
        G106     434.563     1.56204      4938.9     145.909           0
        G107     365.566     1.12982           0           0           2
        G108     390.884     1.24618     3898.73     119.241           0
        G109     515.698     1.44791     6477.35     173.436           0
        G110     599.037     1.36308     6582.07     185.148           0
        G111     387.706     1.17009     3933.78     129.994           0
        G112     569.977     1.52607      3556.9     95.3749           0
        G113     525.385     1.19831     4988.88     140.908           0
        G114     509.735     1.28838      5947.1     152.642           0
        G115      529.55     2.32073     4154.66     125.519           0
        G116     513.786     2.81923     4269.87     118.735           0
        G117     369.024     3.35099      4300.6     104.528           0
        G118     449.013     2.76195     3287.11     93.5682           0
        G119     510.287     2.81757     2950.17     97.9123           0
        G120     364.953     2.29707     4623.96     110.384           0
        G121      520.71      1.7443     4681.51      98.641           0
        G122     365.821      1.6875     2762.09     80.1301           0
        G123     454.127     1.74886     4255.89     102.413           0
        G124      439.41     1.60478     3285.09     88.8336           0
        G125     289.961     1.58617     3099.73     85.7328           0
        G126     416.809     1.35031     5524.62     148.325           0
        G127     413.782     1.17254     4282.29     92.1492           0
        G128     318.903     1.14768     4086.55     105.195           0
        G129     464.426    0.979878     3220.42     79.0356           0
        G130     258.473     1.28217     4238.57     105.382           0
