    REF_GAIN           0     1.09749    0.232485           3
          G1     622.996     1.80417     3100.08     76.5608           0
          G2     664.058     1.66218     3089.28     88.5421           0
          G3     679.651     1.81681     4538.26     114.976           0
          G4     591.551     1.52752      3374.1     87.9037           0
          G5     538.432     1.32969     3476.53     108.026           0
          G6     510.261     1.47953     2946.68     85.4324           0
          G7     537.128     1.65098      2359.9     68.6642           0
          G8     544.109      1.5396     4593.54     103.969           0
          G9     644.385      1.4896     3156.47     68.9953           0
         G10     599.405     1.58995     3475.33     75.8106           0
         G11     452.493     1.62778     3682.74     87.0642           0
         G12     512.367      1.7976     2518.09     71.4569           0
         G13     608.147     1.77677     2123.48     62.2259           0
         G14     435.552     1.69776      1993.7      53.639           0
         G15     528.891     1.60759     3698.21     76.0823           0
         G16     379.083     1.58414     2954.78      77.088           0
         G17     310.993     1.86639     3837.43     123.283           0
         G18     381.459     1.55574     3188.51     122.122           0
         G19     563.256     1.85835     3191.31     90.2393           0
         G20     444.451     1.82075      2600.6     78.8966           0
         G21     471.372     1.73287      3151.8     73.7555           0
         G22     532.654     1.73932     4472.24     99.8894           0
         G23     393.115      1.6496     800.923     29.0254           0
         G24     523.114       1.483     3300.08     86.5997           0
         G25     371.797     3.23859     3225.39      86.566           0
         G26     390.845     3.48712     4043.93     94.2753           0
         G27     413.334     3.87362     2120.88     79.4332           0
         G28     517.642     3.11733     1868.55     74.2138           0
         G29     331.087      2.5875     3813.49     134.087           0
         G30      431.53     3.05809     3451.42     87.3039           0
         G31     539.692     1.50847     2207.79     76.7353           0
         G32     557.548     1.52444     3197.22     73.5145           0
         G33     731.299     1.52367     2365.72     49.6374           0
         G34     645.421     1.60756     1099.96     34.0032           0
         G35      705.91      1.7569      3237.9     66.9656           0
         G36     625.011     1.34815     2331.79     59.9368           0
         G37     491.517      1.4968     2598.24      71.584           0
         G38     347.789     1.40634     2498.89     79.6441           0
         G39     469.347      1.4017     3039.61     90.1983           0
         G40     462.751     1.53856     3917.01     130.801           0
         G41     291.908     1.36394     3633.37     100.957           0
         G42     378.632     1.57541     2693.99     87.6584           0
         G43     381.867     1.72589     2923.62     78.6993           0
         G44     256.029     1.19225     1119.52     54.7814           0
         G45     324.044     1.47756     2102.79     66.4961           0
         G46     320.679      1.5858     2741.12     70.1359           0
         G47     236.092     1.13664     2499.36     77.2057           0
         G48     208.321     1.28901     4575.38     161.785           0
         G49     430.321      1.6876     2151.51     59.7513           0
         G50     344.987     1.50639     3617.73     88.2875           0
         G51     380.085      1.6007     2702.91     77.8216           0
         G52     539.308     1.61116     2265.69     65.7002           0
         G53     326.667     1.31618     3002.72     90.3172           0
         G54     378.142     1.40592     1584.73     42.7008           0
         G55     231.246     3.38531     1685.25     59.0931           0
         G56     390.226     3.25826     2596.31     83.7655           0
         G57     604.659     2.96889     994.007     29.2168           0
         G58     580.842     3.55002     1851.26     70.9094           0
         G59     601.553     3.30711     3399.96     90.2699           0
         G60     507.296     2.85148     3135.55     104.303           0
         G61     492.681     1.34489     2588.76     79.2762           0
         G62     482.796     1.35934     4303.55     121.819           0
         G63     527.945     1.46415     2910.04     75.5191           0
         G64     576.597     1.15406     3775.26     95.9278           0
         G65     682.259     1.89477     4269.19     109.277           0
         G66     590.323     1.65406     4249.37     89.0804           0
         G67     394.726       1.227     2555.66     67.6893           0
         G68     370.004      1.2579     2433.47     59.6783           0
         G69     525.905     1.34312     4361.18     104.277           0
         G70      459.47     1.34514      3743.2     76.4417           0
         G71     364.208     1.40854      2539.4     70.0131           0
         G72     456.247     1.24736      2577.7     68.5309           0
         G73     310.683     1.26624     3311.47     93.8404           0
         G74     295.373     1.38428     3606.05     143.374           0
         G75     389.307     1.29174     2569.24     68.8916           0
         G76     261.314       1.199     4242.07     129.666           0
         G77     253.634     1.26942     5656.99     198.726           0
         G78     369.389     1.48091      2657.8     88.4821           0
         G79     371.984     1.53581     2364.84     70.8576           0
         G80     524.608     1.24117     2404.72     66.5449           0
         G81     614.903     1.54886     2309.67     52.3168           0
