    REF_GAIN    0.454144     1.09667    0.228941           3
          G1     622.185      1.8351     3111.11     77.9655           0
          G2     663.299     1.65992     3122.58     89.8891           0
          G3     678.887     1.84562     4565.23     118.763           0
          G4     590.946     1.51615     3378.55     88.8724           0
          G5     537.914     1.33708     3494.45     109.398           0
          G6     509.865     1.48889     2943.37     87.9829           0
          G7     536.492     1.59875     2356.02     68.0899           0
          G8     543.457     1.49952     4627.81     105.586           0
          G9     643.676     1.43995     3136.87     68.8018           0
         G10     598.641     1.64063     3470.32     76.4994           0
         G11     451.912     1.68782     3683.31      85.619           0
         G12     511.833     1.79801     2504.31      69.512           0
         G13     607.494     1.79662     2104.65     61.3768           0
         G14     435.111     1.70149     1989.31     53.4396           0
         G15     528.369     1.64453     3685.86     77.1155           0
         G16     378.647     1.56923     2978.91     76.6161           0
         G17     310.629     1.82983     3859.22     122.351           0
         G18     380.982     1.52561     3196.22     123.874           0
         G19     562.512     1.82935     3212.19     89.4761           0
         G20     443.824     1.69612     2599.39     80.2259           0
         G21     470.845     1.63056     3144.97     74.4108           0
         G22     531.919     1.72883     4519.74     101.426           0
         G23      392.54     1.70459     798.289     29.0826           0
         G24     522.496      1.4913     3287.21     84.8242           0
         G25     371.232     3.31341     3206.95     86.4652           0
         G26     390.335     3.52366     4061.67     94.8101           0
         G27     412.935     3.97952     2137.75     80.3811           0
         G28     517.042     3.22655      1873.9     74.6957           0
         G29     330.476     2.60412     3838.24     136.753           0
         G30     431.136      3.0764     3477.07     89.0775           0
         G31     539.117      1.5144     2208.15     77.0873           0
         G32     556.933     1.52776     3209.57     75.6271           0
         G33     730.544     1.50673     2343.16     49.3501           0
         G34     644.736     1.63657     1097.82     33.9547           0
         G35     705.103     1.76412     3238.19     66.1708           0
         G36     624.361     1.32341      2318.9     60.0617           0
         G37     490.817     1.46542      2600.8      72.565           0
         G38     347.273     1.38307     2515.07     80.4116           0
         G39     468.822     1.38153     3056.86      91.326           0
         G40     462.131     1.56721     3933.32      137.25           0
         G41      291.48     1.38265      3643.6     102.491           0
         G42     378.112     1.64632     2700.48     89.8177           0
         G43      381.62     1.75259     2933.15     78.1159           0
         G44     255.854     1.25499     1117.29      54.805           0
         G45     323.871     1.52165     2100.33     66.0146           0
         G46     320.258     1.57324     2747.37     69.9229           0
         G47     235.875     1.12437     2498.13     78.2556           0
         G48     208.106     1.20616     4596.89     163.441           0
         G49     429.869     1.57259     2147.91     58.7495           0
         G50     344.559     1.50517     3623.19      87.228           0
         G51      379.72     1.54028     2710.72     78.3842           0
         G52     538.693     1.65744     2261.95     66.6089           0
         G53     326.278     1.28891     3025.14     92.1303           0
