    REF_GAIN           0     1.09761    0.228984           3
          G1     622.827     1.78636     3083.49     76.1341           0
          G2     663.782     1.66452     3099.11     87.9236           0
          G3     679.462     1.83549     4554.25       115.1           0
          G4     591.465     1.51996     3347.77     87.5152           0
          G5      538.45     1.33443     3475.83     105.476           0
          G6     510.511     1.53359     2916.28     87.2571           0
          G7     537.038     1.62431     2340.28     67.9566           0
          G8      544.16     1.49807     4575.33     105.952           0
          G9     643.742     1.45159      3090.5     67.6441           0
         G10     599.172     1.62499     3451.39      74.407           0
         G11     452.246     1.66617        3638     87.3988           0
         G12     512.227     1.82003     2473.32     68.3868           0
         G13     608.124     1.80541     2099.23     59.7969           0
         G14     435.471     1.69878     1983.43     53.3009           0
         G15     528.853     1.61825     3644.61     76.0236           0
         G16     378.834     1.60228     2956.32     77.2383           0
         G17     310.825     1.90396     3836.97     122.936           0
         G18     381.211     1.58499     3171.52     123.959           0
         G19     563.009      1.8665     3194.72     92.0029           0
         G20     444.247      1.7583     2603.99     79.5703           0
         G21     471.274     1.75245     3101.89     72.0713           0
         G22     532.411     1.77431     4472.03     100.965           0
         G23     392.955     1.68745     796.011      28.611           0
         G24     522.926     1.53864     3254.16     86.1397           0
         G25      371.49     3.30454     3188.52     84.7399           0
         G26     390.538     3.54766     4016.98     92.4833           0
         G27     413.171     3.93827     2128.11     78.7795           0
         G28      517.31     3.17844     1864.06     73.9303           0
         G29     330.796     2.61716     3797.37     135.867           0
         G30     431.571     3.11173     3443.15     87.8008           0
         G31     539.584     1.50829     2203.82     75.9078           0
         G32     557.539     1.55033     3175.89     73.4427           0
         G33     731.219     1.50144     2332.51     48.3405           0
         G34     645.253      1.5945     1097.56     33.2983           0
         G35     705.665     1.73523     3225.84      66.322           0
         G36      624.94     1.34918     2295.16     59.4366           0
         G37      491.21     1.45331     2600.72     71.4397           0
         G38     347.625     1.37263     2552.87      81.286           0
         G39     469.476     1.36677     3049.78     90.6426           0
         G40     462.393       1.537     3916.17     133.497           0
         G41     291.858      1.3511     3605.88     101.339           0
         G42     378.588     1.62186     2692.97     88.9598           0
         G43     381.931     1.72382     2916.88     76.8085           0
         G44     256.066     1.22889     1119.58     54.7792           0
         G45     324.296     1.48662     2089.37     66.3617           0
         G46     320.492     1.60265     2736.74     70.3246           0
         G47      236.11     1.17306     2486.91     77.5912           0
         G48     208.288     1.37109     4567.01      160.36           0
         G49     430.177     1.65171     2144.01      57.906           0
         G50     344.831     1.53663      3614.7     88.3521           0
         G51     380.183     1.64275     2700.28     76.8187           0
         G52      539.18     1.67745     2259.73     66.1951           0
         G53     326.718     1.30183     3009.05     92.7268           0
         G54      378.11     1.46572     1569.25     42.2662           0
         G55     231.294     3.40577     1675.08     58.8958           0
         G56     390.203     3.32067     2602.02     83.3925           0
         G57     603.991     3.03048     996.883     29.5625           0
         G58     580.555     3.60111     1849.15     69.9246           0
         G59     601.249     3.38976     3376.81     88.6224           0
         G60      507.01     2.89412     3122.27     103.372           0
         G61     492.939     1.35248     2577.03     79.5797           0
         G62      483.03     1.33028     4314.55     124.056           0
         G63     527.972     1.47903     2888.41     74.6427           0
         G64     576.516     1.12363     3752.71     95.5502           0
         G65     682.354     1.91268     4242.69      109.47           0
         G66      590.15     1.62742     4238.11     89.7374           0
         G67     394.782     1.20874     2540.87      65.843           0
         G68     370.095     1.24761     2395.83     57.1906           0
         G69     525.781     1.31102      4341.8     105.304           0
         G70     459.467     1.34915     3716.78      78.023           0
         G71     364.096     1.49897     2544.12     70.6754           0
         G72     455.993     1.26217     2561.94      67.857           0
         G73      310.76     1.28317     3298.72     94.8861           0
         G74       295.4     1.41282     3589.95     143.124           0
         G75     389.044     1.29979     2576.65     69.9619           0
         G76     261.286     1.21894     4283.79     134.074           0
         G77     253.611     1.33304     5672.12     201.285           0
         G78     369.249     1.45993     2635.49     87.2492           0
         G79     372.135     1.50328     2361.14     71.1042           0
         G80     524.636     1.19452     2400.65     64.9372           0
         G81     614.388     1.53931     2313.13     51.9329           0
         G82     500.658     1.30301     4470.12     102.155           0
         G83      335.92     1.40386     2970.07     97.0409           0
         G84     562.147      1.3096     4141.06      95.818           0
         G85     371.346     3.08244     2726.61     72.6759           0
         G86     360.684      3.6202     2356.84     88.8534           0
         G87     498.737      3.3058     2151.58     66.3296           0
         G88     475.199     2.43721     2833.95     88.4121           0
         G89     627.656     3.06267     3251.02     128.469           0
         G90     545.492     2.79458     2401.14     66.7605           0
         G91      645.37     1.83412     3407.16       82.86           0
         G92     643.027     1.70461      2985.8     89.8513           0
         G93     569.328     1.86266     2311.89     67.2972           0
         G94     604.951     1.54944     2292.25     63.6704           0
         G95     603.939     1.65921     3337.59     80.5287           0
         G96      646.03     1.55936      2753.3     56.4827           0
         G97     545.247     1.24738     3539.76      104.15           0
         G98     432.116     1.17615     3680.63     104.587           0
         G99     647.031     1.30819     3782.39     116.971           0
        G100     495.812      1.6663     2520.61     73.5863           0
        G101      650.29     1.92469     3992.13     78.8118           0
        G102     441.677     1.26985     3152.26     73.7892           0
        G103     499.526     1.58811     3557.95     98.8739           0
        G104     377.261     1.34161     2189.99     72.3643           0
        G105     534.352     1.52822     3502.88     86.3503           0
        G106     446.736     1.60588     2673.89     79.4169           0
        G107     365.497      1.1995     2354.56     65.0175           0
        G108      393.77     1.41082     2223.67     64.7404           0
        G109     518.986     1.70421     3832.07     105.071           0
        G110     600.765     1.53584     3989.48     113.217           0
        G111     390.379     1.29087     2274.36     76.0903           0
        G112     584.398     1.55611     2001.02     49.9781           0
        G113     524.528     1.20921     2744.56     74.9071           0
        G114      512.02     1.42927     3268.47     89.8354           0
        G115     530.971     2.75434     2425.44     66.7811           0
        G116     519.274      3.3423     2377.03     65.8922           0
        G117     368.976     3.63986     2385.59     59.0552           0
        G118     451.418     3.13309     1876.14      48.212           0
        G119     513.464     3.13608     1746.22     50.2219           0
        G120     368.447     2.50562     2474.54     60.1925           0
        G121     627.117     2.04461     2832.82     58.8748           0
        G122     673.059     1.84465     1893.46     42.6529           0
        G123     640.482      1.8589     2612.67     58.9167           0
        G124     664.884     1.70138     2131.26     50.3653           0
        G125     540.339     1.74733     1921.43     46.2377           0
        G126     585.138     1.41437     3181.59     84.7652           0
        G127     413.498     1.26706     2315.97     51.1917           0
        G128     309.645      1.2657      2281.8     59.0519           0
        G129     463.309     1.11858     1772.15     40.9033           0
        G130     245.379     1.37919     2323.37     62.1123           0
        G131     396.947     1.66207     2932.65     59.9461           0
        G132     444.513     1.27821     2970.71     79.2725           0
        G133     469.588      1.2412     2024.89     52.3406           0
        G134     266.694     1.49187     1681.19     56.8422           0
        G135     495.641     1.12667     2278.11     59.2007           0
        G136     257.293      1.2161     2567.66     69.2306           0
        G137     247.236      1.4505     2160.23     61.5051           0
        G138     314.591     1.19512      3545.1     87.2079           0
        G139     318.902     1.39583     1999.06      64.275           0
        G140     363.578     1.52447     2181.85     54.8686           0
        G141     371.608     1.21952     2739.68     82.0988           0
        G142     291.897     1.16287     3261.52      90.489           0
        G143     272.432     1.53829     3018.57     79.8717           0
        G144     473.548     1.19119     2036.89     50.6705           0
        G145     461.233     3.59923     2814.54     79.3235           0
        G146     620.541     3.26591     4296.66     129.537           0
        G147     591.859     3.67132     2540.43     79.9916           0
        G148       366.5     3.14107      2386.4     78.9188           0
        G149     440.473      3.2696     3545.23     90.9357           0
        G150     324.854     2.60687     2674.35     72.0479           0
        G151     618.132      1.7246     3627.84      101.27           0
        G152     609.981     1.58233     1962.14     49.2286           0
        G153     442.816     1.95393     1939.45     61.4537           0
        G154     322.603     1.87783     3349.01     87.4883           0
        G155      271.08     1.87662     3049.64     88.1497           0
        G156     544.708     1.72126      1841.7     45.8045           0
        G157     408.952     1.13108     3554.18      92.718           0
        G158     507.674     1.33351     3211.22     82.9001           0
        G159      448.84     1.43699     2337.03     59.1684           0
        G160     698.113     1.46535     2626.49     63.5464           0
        G161     459.962       2.285     2853.06     81.0272           0
        G162     434.323     2.01362     1806.74     58.1144           0
        G163     383.111     1.19671     2317.58       60.38           0
