    REF_GAIN    0.453006     1.09613    0.232047           3
          G1     623.037     1.78159     3118.07     77.5244           0
          G2      664.06     1.65902     3086.41     87.0988           0
          G3     679.618      1.8103     4526.09      113.36           0
          G4     591.564     1.49988     3392.27     88.2198           0
          G5     538.475     1.31374     3482.47      107.44           0
          G6     510.302     1.51212     2955.81     88.0758           0
          G7      537.16     1.61428     2362.23     68.7763           0
          G8     544.283     1.51968     4618.11     104.787           0
          G9     644.153     1.51086     3197.92     71.1393           0
         G10     599.403      1.6014     3486.42     76.9289           0
         G11     452.451     1.68277     3703.29     88.9047           0
         G12     512.327     1.75298     2531.96     69.9763           0
         G13     608.116      1.7725     2139.13     63.3605           0
         G14     435.496     1.65658      1996.5     53.8028           0
         G15     528.834     1.59266     3739.62     76.8816           0
         G16     379.038     1.59366     2955.94     77.0222           0
         G17     310.908     1.86095        3840     125.121           0
         G18     381.388     1.51115     3198.77     123.276           0
         G19     563.248      1.8856     3189.29     87.7999           0
         G20     444.448     1.82241     2605.42     79.1046           0
         G21     471.456     1.79625     3187.42     75.1135           0
         G22     532.621     1.72912      4473.5     96.8158           0
         G23     393.167     1.66739     802.139     28.7479           0
         G24     523.283     1.50641     3324.51     85.8701           0
         G25      371.87     3.26556     3250.85      86.917           0
         G26     390.925     3.47647     4046.37     96.1767           0
         G27     413.525     3.87931     2122.17     78.1146           0
         G28     517.818     3.12286     1867.51     74.1304           0
         G29     331.029      2.5838     3837.42      134.93           0
         G30     431.551     3.04856     3475.81      88.615           0
         G31     539.683     1.51159     2211.22     78.6969           0
         G32     557.537     1.52591     3215.07     73.2985           0
         G33     731.324     1.48467     2383.66      50.566           0
         G34      645.43     1.60267     1099.97     33.2278           0
         G35     705.879     1.75746     3253.92     65.9563           0
         G36      625.03     1.32517     2365.21     60.3888           0
         G37      491.35     1.46198     2599.38      71.244           0
         G38     347.815     1.37754     2500.85     81.5032           0
         G39     469.344     1.34279     3038.39      91.046           0
         G40     462.743     1.55243     3914.19     133.661           0
         G41     291.901     1.36087     3631.13     101.882           0
         G42     378.656     1.60742     2695.81     87.1316           0
         G43     381.903     1.69426     2930.62      75.742           0
         G44      256.07     1.20402        1116     55.0576           0
         G45     323.966     1.47592     2110.44     67.1017           0
         G46     320.618       1.567     2748.88     69.8494           0
         G47     236.082     1.15116      2506.1     78.0929           0
         G48     208.323     1.24822      4572.1     161.696           0
         G49      430.37     1.69789     2154.18     58.0659           0
         G50     344.914     1.53481      3619.9      88.466           0
         G51     380.084     1.67383     2708.58     77.2903           0
         G52     539.447      1.6459     2268.38      66.827           0
         G53     326.661     1.31277     3000.28     93.5444           0
         G54     378.099      1.4224     1590.59     43.7561           0
