    REF_GAIN           0     1.08945    0.227287           3
          G1     622.905     1.79286     3103.53     77.0602           0
          G2     663.971     1.62001      2940.7     82.1112           0
          G3     679.436     1.79144     4375.87      104.46           0
          G4      591.26     1.51747     3341.08      83.481           0
          G5     538.283     1.32796     3388.93     101.446           0
          G6      509.93     1.48724     2932.36     83.8259           0
          G7      537.03     1.63369     2356.32     67.9975           0
          G8     543.907     1.53863     4415.19     100.126           0
          G9     644.245     1.48123     3175.11     68.0496           0
         G10     599.339     1.58644     3442.76     72.9933           0
         G11     452.286     1.63954     3577.21     83.5675           0
         G12     512.317     1.77123     2535.28     68.5483           0
         G13     607.877     1.83165     2134.33     62.6787           0
         G14     435.333     1.71321     1984.68     52.0494           0
         G15     528.675       1.611     3607.87     72.5336           0
         G16     378.962     1.57155      2815.5     68.6004           0
         G17     310.985     1.88013     3744.53     114.412           0
         G18      381.35     1.52037     3154.32     117.386           0
         G19     563.161     1.75804     3040.73      80.032           0
         G20     444.535     1.65859     2619.56     77.0246           0
         G21     471.548     1.61227     3109.61     69.0725           0
         G22     531.904      1.7668     4177.25     87.9212           0
         G23     392.512     1.68719     798.252     28.9993           0
         G24     522.826      1.5044     3237.12     82.1332           0
         G25     372.039     3.19987      3180.2     82.3491           0
         G26     391.059     3.43579      3868.2     88.0431           0
         G27     413.893       3.841     2102.67     75.4231           0
         G28     518.204      3.0978     1838.61     68.9425           0
         G29     331.025     2.56608      3726.8     129.789           0
         G30     431.801     3.02189     3428.97     83.9036           0
         G31     539.722     1.49387     2201.09      77.894           0
         G32     557.488     1.51611     3153.42     70.5822           0
         G33     731.025      1.4886     2359.81     48.7357           0
         G34     645.294     1.60479     1096.89     33.5784           0
         G35      705.84     1.74412     3220.63     64.5185           0
         G36     624.844     1.30277     2354.39      58.752           0
         G37     491.299     1.47221     2575.39     68.7697           0
         G38     347.484     1.39377     2483.24     76.9309           0
         G39     469.308     1.39362     2940.09     82.9154           0
         G40     462.671     1.54137     3797.54     128.653           0
         G41     291.876     1.36046     3465.92     95.4019           0
         G42     378.515      1.6117     2646.98     83.8671           0
         G43     381.747     1.71909        2874     74.4354           0
         G44     255.829     1.26651     1108.68     54.0922           0
         G45      323.67     1.52201     2110.35     65.3979           0
         G46     320.597     1.58656     2730.31     68.4295           0
         G47     236.068     1.14457     2446.49     73.9546           0
         G48     208.274      1.2426     4405.98     147.648           0
         G49     430.543      1.5056     2128.82     56.5809           0
         G50     344.967     1.44023     3559.57     82.6346           0
         G51       380.3     1.52334     2648.79     73.7892           0
         G52     538.916     1.64289     2256.17      64.117           0
         G53     326.335      1.3126     2869.24     83.5457           0
         G54     377.687     1.40754     1590.46     42.9653           0
         G55     231.767     3.31879     1689.15     57.9201           0
         G56     391.175     3.21373     2599.43     80.4861           0
         G57     604.167     2.97307      995.15     29.6145           0
