    REF_GAIN    0.453841     1.09736    0.229091           3
          G1     622.724     1.77923     3093.92     75.6605           0
          G2     663.776     1.65007      3136.4     90.8846           0
          G3     679.432     1.82839     4585.45     117.391           0
          G4     591.434     1.51073     3367.92     90.8762           0
          G5     538.407     1.31582     3495.56     109.279           0
          G6     510.389     1.50641     2936.88     87.3804           0
          G7     537.066     1.62261     2350.16     68.4088           0
          G8     544.017     1.57019     4630.63     109.104           0
          G9     644.229     1.47779     3107.22      70.124           0
         G10     599.176     1.60499      3467.5     76.1362           0
         G11      452.21     1.68891     3673.92      88.731           0
         G12      512.23     1.77167     2484.95      68.771           0
         G13     608.062     1.77279     2099.29       61.43           0
         G14     435.459     1.65244     1986.31     52.7721           0
         G15     528.775     1.62959     3671.31     76.1337           0
         G16     378.907     1.54279     2991.44     77.1525           0
         G17     310.812     1.86011     3865.38     122.404           0
         G18     381.184     1.49389     3195.44     124.418           0
         G19     562.952      1.9112     3228.93     92.1492           0
         G20     444.103     1.85234     2600.92     79.0474           0
         G21     471.186     1.80709     3122.25     72.9775           0
         G22     532.467     1.73269     4551.37      103.34           0
         G23      392.96     1.68533     797.723     28.2814           0
         G24     522.954     1.49909     3274.43     85.9811           0
         G25     371.542       3.314     3200.88     88.7104           0
         G26     390.556     3.49935     4073.53     94.3253           0
         G27     413.149     3.95928     2135.82     81.6438           0
         G28     517.274     3.17546     1873.04     73.7219           0
         G29     330.794     2.65144     3833.57     135.204           0
         G30       431.5     3.15334     3465.78     88.1449           0
         G31     539.572     1.49204     2206.68      76.412           0
         G32     557.509     1.53538      3199.2     74.5128           0
         G33     731.123     1.47328     2333.64     49.0891           0
         G34     645.195     1.57854     1098.04     34.1805           0
         G35     705.618     1.73062     3231.43     65.1334           0
         G36     624.901     1.33571     2301.47     59.0573           0
         G37     491.268     1.49072     2604.53     72.3359           0
         G38     347.669     1.38469     2556.54     85.5845           0
         G39     469.425     1.37797     3070.32     91.8263           0
         G40      462.46     1.53946      3953.9     132.625           0
         G41     291.867     1.35292     3653.88     102.756           0
         G42     378.563     1.61665     2705.94     89.9607           0
         G43     381.838     1.71071      2931.9     80.1387           0
         G44     256.153     1.22933     1119.84     54.9826           0
         G45      324.09     1.52606     2094.69     66.8089           0
         G46     320.512     1.57529     2741.84     68.9447           0
         G47     236.108       1.123     2497.81     78.6843           0
         G48      208.31     1.29123     4604.58     163.218           0
         G49     430.066     1.73574     2148.05     58.2315           0
         G50     344.724     1.56484     3628.49     87.1208           0
         G51     380.082     1.71929     2710.84      77.846           0
         G52      539.19     1.63242     2262.64     67.7149           0
         G53     326.815     1.29112     3041.76     95.4423           0
         G54      378.17     1.45169     1576.28     43.2101           0
         G55     231.211     3.39354     1677.08     59.8113           0
         G56     390.242     3.32086     2609.33     82.9189           0
         G57     604.125      3.0369     997.166     29.5387           0
         G58     580.688     3.62901     1857.39     72.1485           0
         G59     601.233      3.4204      3396.3     89.6871           0
         G60     507.078      2.9318     3138.53     105.593           0
         G61     492.894     1.31462      2588.3     79.6713           0
         G62     482.932      1.3323     4391.27     127.257           0
         G63     527.925     1.46667     2891.62     74.9921           0
         G64     576.516     1.12426     3791.76     97.7478           0
         G65     682.413     1.88933     4286.23      110.49           0
         G66     590.207     1.65484     4287.04     93.2619           0
         G67     394.783     1.20454     2550.17     66.6657           0
         G68     370.069     1.24321     2403.19     57.5074           0
         G69     525.866     1.32361     4365.85     105.685           0
         G70     459.574     1.33094     3756.17     79.2728           0
         G71     364.153     1.42443     2548.24     69.9691           0
         G72     455.943     1.27571     2571.27      68.496           0
         G73     310.701     1.25987     3322.31     94.4478           0
         G74     295.381     1.37104     3607.14     142.655           0
         G75     389.116     1.31524      2577.9     67.5017           0
         G76     261.298     1.18434     4360.07     136.889           0
         G77     253.582     1.29981     5767.05     206.282           0
         G78     369.309     1.41507     2643.79     87.2648           0
         G79     372.026      1.6522     2364.94     70.5274           0
         G80     524.493     1.29227     2407.59     66.5113           0
         G81     614.351     1.57054     2313.32     52.5729           0
         G82     500.623     1.29404     4520.35     103.403           0
         G83     335.852     1.39226     2983.28     94.9572           0
         G84     562.156     1.29168     4171.89     95.8613           0
         G85     371.357     3.10506     2737.06     73.5003           0
         G86     360.749     3.69174     2368.53     90.8736           0
         G87     498.624     3.35219     2156.22     65.6635           0
         G88     475.171     2.46618     2853.92     89.4308           0
         G89      627.71     3.01939     3270.75     131.468           0
         G90     545.545     2.70358      2414.6     66.1233           0
         G91     645.342     1.79271     3424.14     83.4089           0
         G92     642.976     1.69771     2998.21     90.6247           0
         G93     569.272     1.81184     2314.34     68.3879           0
         G94     604.912     1.56132     2295.73     64.5889           0
         G95     603.913     1.62795     3380.82     82.1165           0
         G96         646     1.55955     2764.02     58.5382           0
         G97     545.314     1.28185     3573.17     105.208           0
         G98     432.322     1.14759      3710.8     108.729           0
         G99     647.126     1.27676     3792.91      119.29           0
        G100       495.9     1.67916     2525.16     73.5364           0
        G101     650.274     1.91086     4014.52     81.0198           0
        G102     441.726     1.25052     3181.89     73.7094           0
        G103     499.567      1.5745     3580.53     99.5235           0
        G104     377.208     1.35331     2192.96     71.0712           0
        G105     534.289     1.54802     3517.85     89.5206           0
        G106     446.771     1.54421     2676.77     78.4987           0
        G107     365.475     1.14744      2358.9     64.8276           0
        G108     393.822     1.35691     2227.98     64.7115           0
        G109      518.73     1.85693     3859.09     104.317           0
        G110     600.604     1.64271     4044.93     115.735           0
        G111      390.43     1.40094     2290.92     76.8138           0
        G112     584.451     1.53062     2006.95     48.8492           0
        G113     524.565     1.21052     2751.32       76.81           0
        G114     512.009     1.39226     3279.61     89.4669           0
        G115     530.995     2.69259     2428.73     67.1028           0
        G116      519.36     3.24508     2381.43     65.8905           0
        G117      368.96     3.62108     2399.17     60.5425           0
        G118     451.425     3.08114     1883.24     49.2838           0
        G119     513.437     3.06827     1747.07     50.7778           0
        G120     368.486     2.47128     2485.95     59.8461           0
        G121     627.078     2.03511     2852.58     60.6055           0
        G122     673.039     1.84558     1895.83     42.6941           0
