    REF_GAIN           0     1.09724    0.228905           3
          G1     622.737     1.77668     3099.04     75.7292           0
          G2     663.849     1.63249     3101.74     89.1235           0
          G3     679.539     1.78317     4553.74     116.756           0
          G4     591.567     1.49063     3366.36     88.2762           0
          G5      538.44     1.34489     3477.94     104.586           0
          G6     510.565     1.48415     2916.45     86.9099           0
          G7     536.914     1.62255     2341.55     68.2959           0
          G8     544.065     1.54828     4596.07     104.507           0
          G9     644.137     1.48595     3105.95      69.086           0
         G10     599.202     1.58561     3461.26     76.2352           0
         G11     452.216     1.63905     3654.96     86.6758           0
         G12     512.273     1.76113     2468.12     71.3161           0
         G13     608.037     1.79407     2109.14     60.9332           0
         G14     435.421     1.70781     1984.22     52.6664           0
         G15     528.731     1.62246     3678.87     75.7916           0
         G16     378.835     1.55874      2961.7     76.8435           0
         G17     310.784     1.91064     3846.79     120.942           0
         G18     381.174     1.54222     3183.58     123.203           0
         G19     562.962     1.87422     3193.16     90.9886           0
         G20     444.225     1.77649     2617.95      79.069           0
         G21     471.223     1.75615     3129.82     72.9396           0
         G22     532.286     1.76563     4478.08     98.7855           0
         G23      392.85     1.66567     796.195     28.6939           0
         G24      522.88     1.52567     3274.85      84.849           0
         G25     371.517     3.27469     3209.99     86.7034           0
         G26     390.522     3.52989     4013.67     94.6214           0
         G27     413.173      3.9264     2133.02      77.031           0
         G28     517.349     3.16423     1861.98     74.7399           0
         G29     330.894      2.6171     3817.39     138.362           0
         G30     431.621      3.0715     3451.58     89.5222           0
         G31     539.577     1.51314     2206.78     77.3761           0
         G32     557.571     1.51422     3194.38     73.1902           0
         G33     731.267     1.48551     2343.77     49.5764           0
         G34     645.246     1.58047     1098.07     33.5397           0
         G35     705.581     1.72735     3240.52     66.5665           0
         G36     624.904     1.29959     2325.56     59.6211           0
         G37     491.085     1.48603     2602.85     72.6652           0
         G38     347.628     1.38988     2561.88     81.6029           0
         G39     469.314     1.38245     3047.05     89.9457           0
         G40     462.536     1.54711     3922.59     133.575           0
         G41     291.858     1.35868     3597.19     101.971           0
         G42     378.504     1.61118     2697.65     87.6793           0
         G43     381.787     1.69639     2920.69     79.1489           0
         G44     256.069     1.21015     1116.18      55.637           0
         G45     323.966     1.47947     2098.71     66.4161           0
         G46     320.494     1.57627     2745.06     69.8991           0
         G47     236.066     1.13999     2491.74     77.1736           0
         G48     208.241     1.32122     4567.17     159.984           0
         G49     430.094     1.67312     2147.15     57.6608           0
         G50     344.931     1.52745     3619.34     87.6492           0
         G51     380.128     1.67534     2706.64     76.3613           0
         G52     539.129     1.65619     2260.62     65.3132           0
         G53     326.644     1.32001     3011.39     92.6569           0
         G54     378.187     1.40906      1577.1     42.2029           0
         G55     231.445     3.40293     1678.17     59.4223           0
         G56     390.352      3.2708     2599.64      83.998           0
         G57     603.994     2.96733     998.584     29.0145           0
         G58     580.688     3.57531     1849.81     70.6343           0
         G59     601.173     3.39587      3393.9     89.8386           0
         G60      507.07     2.85994     3127.11     101.046           0
         G61     492.985     1.34324     2579.38     78.3985           0
         G62     483.069     1.33105     4311.46     121.764           0
         G63     527.962     1.42244     2903.32     73.9856           0
         G64     576.462     1.11348     3767.35     95.3136           0
         G65     682.451     1.90746     4259.04     110.334           0
         G66     590.138     1.65554     4250.21      90.922           0
         G67     394.859     1.23398     2553.76      67.119           0
         G68     370.017     1.24183      2411.9     57.2416           0
         G69     525.716     1.29062     4354.23     104.658           0
         G70      459.41     1.35013     3732.73     77.9494           0
         G71     364.135     1.45022     2549.75     70.6393           0
         G72     455.965     1.25839     2569.56     66.8755           0
         G73      310.65     1.29597     3308.66     92.7714           0
         G74     295.231     1.42073     3605.14     142.842           0
         G75     389.046     1.32576     2580.03     67.8973           0
         G76     261.301     1.24699     4288.76     130.746           0
         G77     253.605     1.34605     5677.75      200.68           0
         G78     369.266     1.42519     2660.39     89.1279           0
         G79     372.061     1.61009     2366.98     70.2411           0
         G80     524.596     1.28799     2413.37     67.2785           0
         G81     614.569     1.53389     2311.74     52.5967           0
         G82     500.657     1.31377     4462.26     100.933           0
         G83      335.87      1.3888     2988.35     94.8799           0
         G84     562.012     1.32811     4148.02     96.5072           0
         G85     371.353     3.07797     2749.08     73.2611           0
         G86     360.733     3.62459     2369.02     91.0621           0
         G87     498.782     3.26934     2161.25     65.0271           0
         G88     475.272     2.41395     2845.81     88.0979           0
         G89     627.658      3.0147     3256.71     129.411           0
         G90     545.481      2.7477     2405.15     67.2441           0
         G91     645.393      1.7885     3406.48     82.5932           0
         G92     643.128     1.68644     2993.79     89.3514           0
         G93     569.427      1.8148     2320.24     67.6567           0
         G94     605.084     1.53045     2296.61     66.2058           0
         G95     604.015     1.63824     3342.72     79.5656           0
         G96     646.117      1.5442     2771.34     57.5252           0
         G97     545.183     1.24436      3537.8     102.448           0
         G98     432.069     1.18846      3685.2     105.283           0
