    REF_GAIN    0.451293     1.08703    0.226745           3
          G1      622.87      1.7791     3078.65     74.6384           0
          G2     663.958     1.62512     3005.07      82.536           0
          G3      679.46     1.80358     4461.56     110.339           0
          G4     591.412     1.48413     3328.42     84.2852           0
          G5     538.392     1.28747     3420.74     102.948           0
          G6      510.18     1.48167     2922.71     84.1519           0
          G7     536.969     1.60635     2351.69     68.1094           0
          G8     544.041     1.53913     4455.96     98.6845           0
          G9     644.306     1.48697      3124.6     67.7044           0
         G10     599.339      1.6178     3444.71     72.5237           0
         G11     452.315     1.67535        3592     83.3467           0
         G12     512.286     1.76556     2507.84     68.9164           0
         G13     608.096     1.76353     2113.11      60.455           0
         G14     435.566     1.67157      1983.2     52.7917           0
         G15     528.757     1.59171     3596.71     73.0324           0
         G16     378.879     1.54671     2871.93     71.5408           0
         G17     310.864       1.865     3782.25     117.318           0
         G18     381.167     1.50014      3155.8     119.756           0
         G19     563.447     1.76551     3109.92      85.097           0
         G20     444.595     1.72782     2605.22     77.6528           0
         G21     471.497     1.64327      3089.2     71.6138           0
         G22     531.808     1.76928     4294.51     94.3515           0
         G23     392.452     1.69425     795.761     28.9904           0
         G24     522.667     1.47791     3231.47     82.7513           0
         G25     371.968      3.2615     3170.57     84.7841           0
         G26     391.025     3.53429     3934.14     91.0134           0
         G27     413.813     3.99197     2112.76     77.2769           0
         G28     518.096     3.16571     1850.53     71.3573           0
         G29     330.949     2.59228     3736.78     130.244           0
         G30     431.841     3.11475     3422.96     84.8941           0
         G31     539.748     1.49059     2199.99     76.9708           0
         G32     557.524     1.52526     3147.01     71.4223           0
         G33     731.155     1.46648     2341.75     50.5624           0
         G34       645.3     1.58376     1097.72     33.3986           0
         G35     705.799     1.73466     3209.71     64.5461           0
         G36     624.943     1.30393     2303.96     59.1264           0
         G37     491.415     1.47578     2585.65     70.4827           0
         G38     347.642     1.39448     2500.46     78.6636           0
         G39      469.34     1.36782     2989.09     85.8068           0
         G40     462.641     1.54589        3848     128.326           0
         G41     291.925     1.37039     3534.79     98.3907           0
         G42     378.538     1.63623     2672.18     85.6006           0
         G43     381.875     1.68637      2887.7     77.0327           0
         G44     255.997     1.22043     1115.95     54.9001           0
         G45     323.858     1.47462     2088.32     66.4665           0
         G46     320.495     1.54278      2725.6     69.0593           0
         G47      236.04     1.10336     2462.45     75.4407           0
         G48     208.227     1.22734     4481.33     153.115           0
         G49     430.415     1.62098     2135.83      58.308           0
         G50      345.13       1.427     3585.78     84.3446           0
         G51     380.479     1.55192     2666.21     74.9885           0
         G52     538.932     1.63145     2257.48     65.7987           0
         G53     326.323     1.29332     2927.93     86.8095           0
         G54     377.718     1.37243     1577.13     43.6597           0
         G55     231.795     3.40688     1682.18      58.079           0
