    REF_GAIN    0.520449     1.22985    0.246675           2
          G1     501.636     1.63337     5284.07     131.353           0
          G2     649.694     1.53578     4686.69     133.305           0
          G3     452.955     1.72328     6834.23     169.604           0
          G4     513.633     1.44169     5501.13     135.594           0
          G5     304.625     1.18107     5434.18     167.946           0
          G6     421.352     1.37555     5138.43     142.653           0
          G7     539.553      1.5319     4210.48     123.086           0
          G8     547.471     1.54737     7344.11     162.084           0
          G9     645.305     1.30664      5538.7     119.712           0
         G10     598.098      1.5495      6041.9     123.993           0
         G11     451.326     1.63197     6210.28     139.211           0
         G12     512.797     1.62685     4783.29     126.511           0
         G13     610.728     1.75036     3668.39     116.442           0
         G14     438.908     1.76335     3356.83     92.0287           0
         G15     530.993     1.57761     6164.75      122.67           0
         G16     384.674     1.49981     8573.95     218.635           0
         G17     315.947     1.72163     6698.36     196.395           0
         G18      384.03     1.43278     5676.37     203.809           0
         G19     562.629     1.57838     4968.62     139.226           0
         G20     447.153     1.53746     4652.48     137.759           0
         G21     473.623     1.50637     5359.01     118.261           0
         G22     540.436     1.58328     6775.75     152.376           0
         G23     394.316     1.68704     1179.81     54.9277           0
         G24     525.179     1.46857     5601.72     139.941           0
         G25     374.064     2.93345     5640.29     141.079           0
         G26     396.662     3.09511     6686.18     149.454           0
         G27      417.44     3.68159     3605.92     131.026           0
         G28     518.653     2.93361     2974.06     110.919           0
         G29     336.058     2.31994     6553.94      217.05           0
         G30     436.155     2.77351     6041.02      143.08           0
         G31     383.209     1.37146      3629.5     143.825           0
         G32     358.322     1.42319     5242.46     120.718           0
         G33      466.48     1.46465     3547.41     84.8917           0
         G34     509.907     1.51978     1420.99      68.082           0
         G35     519.222     1.72076     5356.02     109.665           0
         G36     516.497      1.2895     3699.59     102.651           0
         G37     495.069      1.4014     4375.77     120.425           0
         G38     355.033     1.35578     4149.42     126.947           0
         G39     474.039     1.22733     4817.43     138.859           0
         G40     470.273     1.47607     6632.43      215.23           0
         G41     291.654     1.36138     5698.63     154.327           0
         G42      382.22     1.55099     4565.58     138.272           0
         G43     384.737     1.64478     4829.29     119.425           0
         G44     260.748     1.15603     1861.82     92.4679           0
         G45       324.5      1.3772     3701.79     114.408           0
         G46     325.517     1.49495     4877.72     119.377           0
         G47     239.092     1.09161      4552.4     130.409           0
         G48     212.027     1.25485     7683.37     241.742           0
         G49     431.982     1.38426     3794.11     103.398           0
         G50     347.934     1.26722     6161.19      139.95           0
         G51     378.725     1.37145     4462.64     123.653           0
         G52     542.313     1.55066     3686.03     104.603           0
         G53     328.362     1.29226     4889.97     143.735           0
         G54     378.651     1.36411     2766.98     79.4837           0
         G55     235.682     3.03893      3018.7     101.315           0
         G56     393.508     2.98607     4676.28     144.204           0
         G57     590.973     2.62045     1372.19     59.7102           0
         G58     580.054     3.22093     2803.13     106.924           0
         G59     600.494      3.2239     5784.45     148.472           0
         G60     509.189     2.57658     5196.37     165.001           0
         G61      376.35     1.24948     4369.22       129.6           0
         G62     297.921     1.30999     6716.73     192.517           0
         G63      434.79     1.37974     5013.13     131.885           0
         G64      495.27     1.14244     6196.78     159.213           0
         G65     370.849     1.75218     6635.08     176.187           0
         G66     462.855     1.51166     6624.94     142.388           0
         G67     397.265     1.14348     4536.28     112.104           0
         G68     374.039     1.21921     4206.43     94.1537           0
         G69     525.977     1.19051     7361.26     168.945           0
         G70     461.559     1.25729     6280.69     126.609           0
         G71     363.847     1.43099     4416.96     115.426           0
         G72      445.81     1.24417     4409.34     112.195           0
         G73     313.828     1.18207     5813.62      153.89           0
         G74     300.454     1.31329     6129.54     226.306           0
         G75     390.344     1.40472     4522.04      116.53           0
         G76     266.247     1.93593     6181.15     197.064           0
         G77     258.949     1.21867     7621.49     270.993           0
         G78     370.579     1.51862     4543.29      143.57           0
         G79     373.369     1.26161     4120.39     121.902           0
         G80     524.858     1.07167     4112.71     114.954           0
         G81      601.53     1.30694     3723.75     81.7345           0
         G82     500.884     1.26941     7604.69     161.287           0
         G83     340.853      1.3817      5217.1     157.545           0
         G84     560.359     1.19979     7081.52     157.089           0
         G85     378.898     2.74931     4677.86     121.812           0
         G86     367.274     3.33411     3961.99     146.192           0
         G87     501.876     2.97457     3656.75     116.847           0
         G88     478.953     2.22641     4807.43      148.13           0
         G89     625.954     2.71662     5260.68     204.062           0
         G90         544     2.46589      3981.9     113.649           0
         G91     419.212     1.61628     5428.79     130.933           0
         G92     544.321     1.50341     4853.89     145.995           0
         G93     328.933     1.73296     3759.39      124.57           0
         G94     383.398     1.43832     3517.67     110.707           0
         G95     404.225     1.54559     4951.94     122.977           0
         G96     499.936     1.39493     4504.14     95.3213           0
         G97     533.311     1.20829     6049.14     165.121           0
         G98     437.051     1.09125     6016.74     160.032           0
         G99     646.281     1.16508     5909.96     181.109           0
        G100     492.396     1.69579     4236.25     122.888           0
        G101     643.657     1.82674     6788.88      130.78           0
        G102     442.288      1.3222     5552.32     119.939           0
        G103     482.922     1.69693     6136.83     161.293           0
        G104     376.878     1.29048     3911.84     129.744           0
        G105     531.321     1.50733     5909.85     142.047           0
        G106     434.586     1.58087     4835.47     141.169           0
        G107     365.628      1.1459           0           0           2
        G108     390.943     1.35949     3819.16     113.191           0
        G109     515.401     1.40364     6257.13     165.125           0
        G110     598.877     1.33847     6235.02     181.077           0
        G111     387.801     1.09651     3817.25     122.493           0
        G112     569.971     1.59631     3438.64     90.5188           0
        G113     525.354     1.19643     4869.15     135.524           0
        G114       509.8     1.29556     5770.92      147.19           0
        G115     529.477     2.33192     4142.69     123.097           0
        G116     513.769     2.84855     4157.67     116.006           0
        G117     368.964      3.4073     4119.88     99.3466           0
        G118     448.981     2.77186     3221.86     87.7195           0
        G119     510.171     2.86336     2898.22     93.9247           0
        G120     364.929     2.29224     4493.92     104.818           0
        G121     520.791     1.75834     4464.63     99.2314           0
        G122     365.885     1.67682     2704.22     79.4636           0
        G123     454.205     1.77684     4131.46      98.227           0
        G124     439.459     1.61803     3199.17     85.9646           0
        G125     290.255     1.60868     2999.34     82.4769           0
        G126     416.852     1.34597     5343.63     144.845           0
        G127     413.669     1.18838     4156.11     91.4005           0
        G128     318.761     1.15082     3959.62     101.357           0
        G129     464.437     1.00724     3070.47     73.9551           0
        G130     258.488     1.30958      4071.7     98.6834           0
        G131     399.317     1.54955     5458.42     107.782           0
        G132     447.072     1.23162     5136.24     127.246           0
        G133     474.073     1.22181     3474.37     94.1875           0
        G134     273.068     1.32244      2868.9     92.9761           0
        G135     496.294     1.07399     3601.02     93.1377           0
        G136     264.982     1.16648     4609.43     113.811           0
        G137     255.522     1.28896     3925.55     107.891           0
        G138     314.464     1.14519     5874.78     138.979           0
        G139     326.709     1.13407     3157.22     95.7515           0
        G140     365.997     1.28274      3822.8      92.322           0
        G141     375.279     1.02987     4583.41     132.665           0
        G142      296.28     1.16476     5165.81     142.557           0
        G143     280.838     1.59535     4957.82     123.905           0
        G144     475.428     1.09413     3470.32     89.3005           0
        G145       465.4      3.2793     4401.71     122.157           0
        G146     617.783     2.91428      7087.6     211.269           0
        G147     591.709     3.44225      4192.2     131.543           0
        G148      364.56      3.1113     4070.65     126.504           0
        G149     441.792     3.01294     5870.03     148.334           0
        G150     324.489     2.40815     4803.97     123.318           0
        G151     399.792      1.5979     5506.75     152.407           0
        G152     490.053     1.42652     2912.65     81.9424           0
        G153     438.616      1.8779     3332.45      110.27           0
        G154     324.072      1.8559     6148.28     152.458           0
        G155     277.743     1.91067     5027.13     138.591           0
        G156     544.663     1.70501     3160.18      85.327           0
        G157     411.115     1.09071     5811.77     143.759           0
        G158     505.321     1.24871     5711.15     140.681           0
        G159     447.644      1.4436     4076.41     103.589           0
        G160     698.931     1.36062     4398.92     109.528           0
        G161     459.135     2.38001     4794.73      128.79           0
        G162     433.347     2.01331     3059.74      100.83           0
        G163     387.936     1.20676     4120.63     101.984           0
        G164     409.845     1.88066      3498.1     95.7699           0
        G165     455.548     1.72931     4072.08     119.766           0
        G166     271.726     1.20166     4284.59      113.64           0
        G167     337.191     1.51015     5130.66     134.082           0
        G168     362.066     1.60828     4832.09     118.435           0
        G169       339.4     1.12302     4655.23     111.086           0
        G170     515.816     1.88643      2926.4      87.578           0
        G171     526.364     1.97838      4513.1     106.311           0
        G172     344.739     1.26471     4661.26     119.409           0
        G173     477.709     1.54985     4041.02     115.914           0
        G174     606.035     1.42301     4261.23     123.387           0
        G175     353.636     3.36058      4572.6     117.139           0
        G176     321.763     2.65929     4034.86     116.098           0
        G177     556.166     3.16938        3269     142.307           0
        G178      443.66     3.00995     5583.83     138.394           0
        G179     443.003     3.35002     3642.87     123.515           0
        G180     461.625     2.41004     3501.58     91.4386           0
        G181     565.358     1.77762     4049.68      106.33           0
        G182     263.334     1.72877     3262.02     79.5967           0
        G183     469.138     1.76402     3146.64      97.762           0
        G184     404.934     1.70914     4649.28     108.177           0
        G185     621.428     1.66529     3520.16     100.994           0
        G186     597.626     1.70678     2853.98     85.8924           0
        G205     478.563      2.9486     5614.54     132.979           0
        G206     430.179     3.24424      4886.7     113.089           0
        G207     428.265     2.59061     5738.22     161.487           0
        G208     480.888     2.69715     3765.28     105.108           0
        G209     644.775     2.45708     4143.28     119.453           0
        G210     620.363     2.38465     3897.13     118.954           0
        G211     656.983     2.03377     2504.86     53.5127           0
        G212     463.009     1.59153     4788.74     136.676           0
        G213     379.113     1.83127     5069.76     120.886           0
        G214     329.863     1.63987      3807.9     102.346           0
        G215     346.284     1.63888     4777.39      130.44           0
        G216     456.985     1.51671     2806.98     87.7353           0
        G235     598.457     3.26345     4529.17     136.192           0
        G236     545.251     2.59578     2869.11     95.2333           0
        G237     416.457     3.08228     2302.01     93.6618           0
        G238     398.021     2.77699     4864.46     138.627           0
        G239     455.876     2.60131     4024.01     113.477           0
        G240     463.431     2.13731     4368.59     156.183           0
        G241     530.723     2.20273     3630.13     86.1796           0
        G242     471.862     2.03735     3793.55     103.581           0
        G243     445.196     2.08144     4725.69     115.549           0
        G244     565.062     1.95282     3393.16      87.172           0
        G245     391.417     1.99672     4019.46     96.6273           0
        G246     514.866     2.32431     4612.38     150.473           0
        G265     557.259     2.02152     4281.25     106.789           0
        G266     515.386     2.38239        1410     59.8092           0
        G267     520.092     2.99483      3541.7     116.054           0
        G268     559.595     2.06789     1658.45     73.1659           0
        G269     439.624     1.71073     4193.22     146.167           0
        G270      450.13     2.43511     5772.79     149.692           0
        G271     402.309     1.90707      3927.6     82.2967           0
        G272     419.417     1.87149     3531.25     83.6955           0
        G273     451.996      2.1197     3213.09     79.3948           0
        G274     510.887      2.1195     3129.97     79.3981           0
        G275     568.575     3.49328     3141.26     96.6765           0
        G276     408.527     3.32444     3945.03     106.081           0
        G295     467.295     2.60902     5190.36     114.732           0
        G296     470.497     2.99405      5098.6     120.962           0
        G297     587.624     2.21924      6260.6     167.094           0
        G298     631.619     2.82382     4634.93     163.428           0
        G299     465.545     2.37606     4430.85     103.847           0
        G300     548.228     2.38586     4036.38     117.366           0
        G301     617.283     3.22823     4747.79     95.7267           0
        G302     482.976     3.04109     2934.37     106.257           0
        G303     307.909     2.90701     3131.14     89.3389           0
        G304     432.967     2.76607      2081.7     72.3197           0
        G305     392.054     2.92269     3129.15      80.837           0
        G306     434.809     2.49065     2734.07     80.1133           0
        G325     523.035     1.97372     5570.71     156.779           0
        G326     557.986     3.01518     4079.76     121.283           0
        G327     424.376     2.30902     4294.59     106.552           0
        G328     369.969     2.31607     4230.33     121.801           0
        G329     399.657       2.671     5013.02     128.784           0
        G330     429.619     2.29516     6099.55     141.468           0
        G331     450.111      2.8562     4697.18     109.303           0
        G332     482.238     2.80975      2939.6     92.1002           0
        G333     640.754     2.88903     3663.45     84.1021           0
        G334     526.862     2.46901     2878.95     75.2298           0
        G335     383.147     2.59138     3410.19     87.2085           0
        G336     326.169     2.63871     2408.93     91.0268           0
        G355     584.452     2.76761     5026.78     112.943           0
        G356      525.67      2.9071     7175.11     158.371           0
        G357     621.559     2.30913     5480.43     142.388           0
        G358     531.123     2.61233     4512.94     182.599           0
        G359     400.066     2.07992     3098.71     125.187           0
        G360     359.117     2.40345      4108.3     112.921           0
        G361      430.24     2.68538     3721.34     99.0826           0
        G362     499.805     2.69301     3444.53      92.564           0
        G363     596.071     3.43488     2148.63      70.218           0
        G364     572.041     3.10634     3083.42     134.578           0
        G365     461.076      3.4479     3154.07     93.1249           0
        G366     391.333     3.12688     3246.55        77.7           0
        G385     416.751     2.63609     3981.96     128.795           0
        G386     436.918       2.856     738.699     36.2273           0
        G387      549.13     3.20527     3839.36     112.322           0
        G388     549.157     3.55594     5278.09     112.361           0
        G389     581.227      2.4145     4426.05     134.595           0
        G390     595.144     2.69211     3237.29     104.829           0
        G391     491.108     3.18035     3295.69     91.7242           0
        G392     328.317     3.00013     3369.71     102.212           0
        G393     485.321     2.76736     3576.57      133.11           0
        G394     401.038     2.44811     3372.32      88.157           0
        G395     517.387     3.29917     3295.92     71.3132           0
        G396     500.654     2.91617     4273.04     91.8781           0
        G415      490.23     3.38465     6422.79     169.788           0
        G416     487.074     3.27747     5114.05     128.002           0
        G417     479.216     2.74413        4063     137.789           0
        G418     502.816      3.1539      4128.5     112.505           0
        G419     521.902     2.64424     4598.25     133.035           0
        G420     516.454     2.58176     5727.87     122.275           0
        G421     508.604     2.88597      6395.7     138.628           0
        G422     615.415     2.45146     4725.11     102.962           0
        G423     355.853     2.83528     3966.84     102.171           0
        G424     429.956     2.71039      3338.2     85.5016           0
        G425     449.253     2.50491     3493.98     81.6318           0
        G426     473.972     2.56212     2500.59     59.1257           0
        G445     504.169     2.77835     5300.68     113.524           0
        G446     491.775     3.52312     5248.21     150.641           0
        G447     390.596     2.93405     4534.62     114.608           0
        G448     426.813     3.16327     3861.21     124.695           0
        G449     455.636     2.63698      4664.2      116.08           0
        G450     449.467     2.75232      4705.5     156.877           0
        G451     600.473      1.6853     3286.13     81.1567           0
        G452     483.301     1.68069     4682.27     114.365           0
        G453     647.265     1.53559     3758.85     89.0062           0
        G454     665.687      1.5074     4604.74     102.405           0
        G455     509.428     1.42854     5340.82     99.0345           0
        G456     386.833     1.40383     3861.63     95.6612           0
        G475     515.056     3.00495     6160.52     148.921           0
        G476     481.468     2.92081     5614.92     184.838           0
        G477     499.333     2.53504     4166.85     139.272           0
        G478     482.803     3.10368     3964.32     144.175           0
        G479     294.786     2.61235     2137.01     95.7413           0
        G480     440.857     2.81237     4344.88     132.958           0
        G481     491.876     1.47367     3619.56     102.085           0
        G482     302.104     1.30474     3998.74     94.5025           0
        G483     502.086     1.68134     2274.35     65.2658           0
        G484     623.622     1.49944     3808.63     92.1887           0
        G485     618.437     1.30716     3266.19     78.3023           0
        G486     396.131     1.26191     2118.72     58.3085           0
        G505     378.037     1.11303     5859.97      141.58           0
        G506     311.182     1.58908     6712.89     144.577           0
        G507     596.363     2.03329     1769.98     70.5224           0
        G508     386.091     1.75898     3789.53     110.615           0
        G509      419.65     1.48208     4523.66     126.525           0
        G510     532.949     1.50489     4770.85     133.009           0
