    REF_GAIN    0.455125     1.09556    0.229124           3
          G1     622.677     1.78306     3119.83      77.448           0
          G2     663.803     1.65247        3053     87.0593           0
          G3     679.447     1.82613     4495.99      113.23           0
          G4     591.401     1.53369     3393.47     88.4385           0
          G5     538.342     1.32099      3480.2     108.757           0
          G6     510.304     1.49295     2941.15     86.1621           0
          G7       537.1     1.62328     2358.84     68.5198           0
          G8     544.012     1.54561     4592.27     107.219           0
          G9     644.488     1.45551     3205.67     70.4583           0
         G10     599.255     1.59776     3486.26     75.8743           0
         G11     452.337     1.67762     3683.89     89.3068           0
         G12     512.314      1.8042      2514.3     70.0836           0
         G13     607.998     1.78372     2145.07      63.403           0
         G14     435.395     1.69982     1995.42     53.3335           0
         G15     528.713     1.59793     3742.88     77.8287           0
         G16     378.901     1.56347     2930.42     75.7311           0
         G17     310.871     1.87441     3828.82     118.637           0
         G18     381.258     1.50794     3179.24     124.531           0
         G19     563.164     1.83272     3154.89     87.5363           0
         G20      444.25     1.74312     2595.57     77.7767           0
         G21     471.321     1.67101     3191.19     75.1198           0
         G22     532.305     1.76977     4412.17     102.376           0
         G23     392.953       1.682     799.619     28.9232           0
         G24     523.058     1.51734     3316.54     85.3021           0
         G25     371.626     3.24637      3249.1     86.5844           0
         G26      390.69     3.47656     4003.19     94.5357           0
         G27     413.392     3.90711     2129.48     78.8607           0
         G28     517.534     3.12871     1858.83     73.3927           0
         G29      330.95     2.58112      3833.1     135.772           0
         G30     431.623     3.06708     3491.22     88.4169           0
         G31     539.557     1.49396     2212.67     78.8743           0
         G32      557.44     1.51069     3206.95     72.4797           0
         G33     731.092     1.48495     2392.12     50.6843           0
         G34     645.239     1.60556     1098.37     33.8656           0
         G35     705.628     1.74079     3262.57     65.8579           0
         G36     624.907     1.33545     2374.09     60.8066           0
         G37     491.421     1.46327     2597.11     69.9586           0
         G38     347.783     1.39591     2503.44     79.5599           0
         G39     469.417     1.36587     3024.85     88.7864           0
         G40     462.665     1.55613      3873.6     127.638           0
         G41     291.913     1.35664     3583.28     101.615           0
         G42     378.551     1.63833     2691.63     87.2383           0
         G43     381.759     1.73058      2928.5      77.152           0
         G44     256.037     1.23382     1114.41     54.4251           0
         G45     323.961      1.5038     2111.79     67.7104           0
         G46     320.572     1.58107     2749.93      70.962           0
         G47     236.115      1.1358      2497.4     78.0374           0
         G48     208.306     1.24107     4533.29     159.104           0
         G49     430.279     1.60638     2154.89     57.5618           0
         G50      344.86     1.50272     3609.25     87.0935           0
         G51     380.223     1.60484     2702.31     76.5679           0
         G52     539.191     1.66653     2266.47     66.7928           0
         G53     326.713      1.3243     2968.82     90.1297           0
         G54     378.127     1.44302      1583.2     42.7086           0
         G55     231.397     3.37402     1695.89     59.7212           0
         G56     390.456     3.29098     2605.68     83.3014           0
         G57     604.115     2.99585     1001.26     30.1421           0
         G58     580.704     3.56733      1847.7     70.0693           0
         G59     601.355     3.38806     3427.38     91.1697           0
         G60      507.19     2.88065     3137.99     102.797           0
         G61     492.793     1.33001     2588.35     78.6492           0
         G62     482.842     1.34439     4222.04     121.227           0
         G63     527.882      1.4717     2940.74     76.8006           0
         G64     576.504     1.13549     3750.05     96.9285           0
         G65     682.268     1.90456     4267.76     111.381           0
         G66     590.182     1.64456     4225.88     90.9202           0
         G67     394.794     1.21247     2574.97     66.5042           0
         G68     370.097      1.2535     2462.22     59.0434           0
         G69     525.812     1.31665     4378.99     105.668           0
         G70     459.403       1.344      3740.5     77.6488           0
         G71     364.306     1.47425     2545.17     70.0607           0
         G72     455.964     1.27557     2572.29     67.0788           0
         G73     310.646     1.28839     3308.54     93.4716           0
         G74     295.287     1.44975     3625.22      143.22           0
         G75      389.06     1.29068     2579.36     68.9051           0
         G76     261.298       1.214      4198.7     130.867           0
         G77     253.577     1.31175      5565.2     194.134           0
         G78     369.326     1.43659     2693.24     87.8547           0
         G79     372.118     1.51814     2375.04     71.0269           0
         G80      524.63     1.21029     2420.77      66.535           0
         G81     614.591     1.50719     2307.32     53.3136           0
         G82     500.711      1.3034     4422.68     100.462           0
         G83     335.914     1.37188     3014.31     97.5572           0
         G84     562.008     1.31946     4138.92      96.621           0
         G85     371.466     3.03432     2754.34     73.7084           0
         G86     360.785     3.64453     2405.31     90.2531           0
         G87     498.811     3.27082     2178.39     67.1364           0
         G88     475.261     2.45703     2843.58     88.4537           0
         G89     627.626     3.00527     3241.16     126.999           0
         G90     545.589     2.70581     2418.19     66.7665           0
         G91     645.254     1.80986     3390.28     81.2198           0
         G92     642.854     1.66293     2983.74     88.1212           0
         G93     569.139     1.82428     2327.56     68.1073           0
         G94      604.84     1.53654     2319.56     65.1882           0
         G95     603.847     1.61384     3306.31     78.8357           0
         G96     645.942     1.56145     2810.94     59.2488           0
         G97     545.305     1.28428     3539.16     102.486           0
         G98     432.125     1.18925     3665.16     103.281           0
         G99     647.128     1.31696     3776.69     115.665           0
        G100     495.935     1.66915     2532.85     73.6778           0
        G101     650.355     1.95266     3988.48     78.0384           0
        G102     441.784     1.26222     3209.94     73.8182           0
        G103     499.483     1.58243     3578.19     98.9146           0
        G104     377.161     1.34006     2196.77      73.028           0
        G105     534.265     1.51276     3484.53     86.4885           0
        G106     446.828     1.56684      2698.9     78.5604           0
        G107     365.527     1.20531     2389.71     65.4751           0
        G108     393.819     1.34715     2226.51     64.6557           0
        G109      519.01      1.6823     3851.93       104.1           0
        G110     600.862     1.46496     3967.69     113.031           0
        G111     390.461     1.25862      2297.8     76.7063           0
        G112     584.254      1.5252     2036.25     50.9845           0
        G113     524.561       1.223     2760.76     78.5855           0
        G114     511.957      1.4001     3270.64     87.5362           0
        G115     531.074     2.66426     2437.21     66.1086           0
        G116     519.386     3.25366     2378.27     64.9126           0
        G117      368.91     3.56536     2435.61     60.7015           0
        G118     451.378     3.05041     1916.61      48.574           0
        G119     513.486     3.03381      1753.3     50.8122           0
        G120     368.483     2.48474     2516.92      61.596           0
        G121      627.01     2.06256     2821.45     59.5284           0
        G122     672.988     1.85961     1908.05     42.6791           0
        G123     640.397     1.85466     2622.18     57.9994           0
        G124     664.722     1.75357     2152.26     50.8488           0
        G125     540.153     1.74329      1944.6     47.8229           0
        G126     584.964      1.3936        3189     86.3537           0
        G127     413.497     1.24282     2348.16     52.4811           0
        G128     309.438     1.25905     2285.54     59.3377           0
        G129     463.326     1.12331     1800.56     41.1898           0
        G130     245.541      1.3438     2306.29     61.7977           0
        G131     397.018     1.64919     2970.11     61.2149           0
        G132     444.482     1.26853     2998.02     79.6143           0
        G133     469.465     1.26066     2046.52     53.0818           0
        G134     266.583     1.49886     1688.05      56.633           0
        G135     495.521     1.11254     2273.11      59.255           0
        G136     257.328     1.18127     2588.62     69.4181           0
        G137      247.26     1.41985     2209.43     63.8546           0
        G138     314.602     1.15513      3497.6      86.971           0
        G139     318.944     1.34681     1970.17     62.2486           0
        G140     363.533     1.53243     2213.21     56.9207           0
        G141     371.641     1.20334     2714.83     83.1973           0
        G142     291.966     1.17876     3197.45     88.7017           0
        G143     272.635     1.53666     3001.81     80.4572           0
        G144     473.552     1.18107     2057.02     51.0792           0
        G145     461.305     3.59409     2797.37     78.4519           0
        G146     620.526     3.20265     4249.47     126.729           0
        G147     592.017     3.67893     2593.39      82.039           0
        G148     366.507     3.15037     2416.71       81.79           0
        G149     440.346     3.25108     3510.58     90.3077           0
        G150     324.774     2.58466     2680.75     71.3403           0
        G151     617.871     1.75146     3643.24     99.3519           0
        G152     609.942     1.56904      1975.4     49.4289           0
        G153     442.808     1.98238     1938.46     61.9412           0
        G154     322.465     1.86582     3337.21     88.3259           0
        G155     271.068     1.88798     3008.99     87.7709           0
        G156     544.648     1.72112     1864.09     46.3915           0
        G157     408.954     1.16654     3523.72     90.3741           0
        G158     507.656     1.31024     3203.21     83.2628           0
        G159     448.801     1.43671     2373.95     60.5248           0
        G160     698.143     1.44989      2651.8     64.6644           0
        G161     459.975     2.25547     2841.18       81.16           0
        G162     434.377     1.98159     1823.93     58.9102           0
        G163     383.018     1.19326     2342.52     59.5697           0
        G164     409.083     1.83993     1996.77     54.7034           0
        G165     450.701     1.66547      2518.2     76.9439           0
        G166     267.067     1.21053     2408.76     67.0836           0
        G167     337.633     1.53944     2845.85     80.9613           0
        G168     362.147     1.53149     2818.74     75.6505           0
        G169     337.176     1.24948     2874.22     69.4693           0
        G170     515.849     1.92887     1799.05     47.2008           0
        G171     526.692     1.65423     2704.34     65.2677           0
        G172     342.708     1.33715     2563.71     69.1708           0
        G173      478.68     1.56481     2497.83     70.7206           0
        G174     605.895     1.58921     2642.75     73.7624           0
        G175     353.598     3.70853     2528.96     68.7645           0
        G176     297.521     2.91575      2298.7     68.9705           0
        G177     559.137     3.45179     1994.01     80.3386           0
        G178     443.004     3.26124     3264.24      83.589           0
        G179      443.41     3.65156     2276.06     74.7471           0
        G180     462.733     2.69418     2331.96     58.6026           0
        G181     565.821     1.87203     2445.76     63.7458           0
        G182     259.345     1.80949     1820.38     45.6125           0
        G183     466.641     1.83886     1889.08     54.7819           0
        G184      404.53     1.79193     2908.55     70.5089           0
        G185     634.505     1.83719     2242.66     61.4731           0
        G186      597.82     1.86061     1802.38     48.4724           0
        G205     478.895     3.25477     3379.38     82.6631           0
        G206     429.395      3.5977     2850.52      67.659           0
        G207       427.1     2.87259     3469.66     99.2583           0
        G208     480.996     2.99115     2458.42     68.4916           0
        G209     662.405     2.76362     2653.41      76.472           0
        G210     623.323     2.62075      2579.6     80.5752           0
        G211     659.286     2.13896      1584.5     28.4473           0
        G212     462.651     1.66189     2880.54     85.5091           0
        G213     369.071     1.90005     3011.82     72.8293           0
        G214     324.418     1.81961     2359.02     68.7445           0
        G215     341.309     1.67029     2983.85     80.4705           0
        G216     453.162     1.63268     1756.01     55.8197           0
        G235     601.323     3.57233     2811.95     84.6275           0
        G236     545.661     2.79464     1778.59     53.9579           0
        G237     412.557     3.39192     1424.43     52.4027           0
        G238      392.59     2.95363     2845.01     88.9515           0
        G239     452.518     2.88598     2489.08     71.4891           0
        G240     460.886     2.40042     2586.96     98.0269           0
        G241     530.881     2.28086     2227.62     52.2772           0
        G242     472.772     2.12294     2254.13     61.8195           0
        G243     448.756     2.16936     3094.44     76.1751           0
        G244     569.851     1.99465     2068.79     48.5735           0
        G245     389.598     2.01443     2322.12     57.1422           0
        G246     516.643     2.30153     2699.42     87.3704           0
        G265     559.497     2.15519     2518.67      62.852           0
        G266     516.499     2.59363     981.558     31.1851           0
        G267     523.601     3.29618     2148.54     68.7606           0
        G268     564.754     2.42577     1150.21     37.8992           0
        G269     438.909     1.86982     2734.72     96.8736           0
        G270      452.39     2.67993     3522.08     96.4776           0
        G271     404.939      1.9154     2241.22     50.5937           0
        G272     421.995     1.90927     2026.86     49.1782           0
        G273     448.428     2.23668     1954.37     46.8445           0
        G274     508.323     2.31253      1963.9     48.6546           0
        G275     568.061     3.30977     1954.22     55.1192           0
        G276     404.093     3.19835      2334.1     63.4539           0
        G295     471.296     2.78744     3042.37     69.6402           0
        G296     473.177     3.29908     3038.55     73.4615           0
        G297      587.58      2.4374     3976.68     106.622           0
        G298      633.53     3.19018     2811.37     99.3063           0
        G299     464.943     2.65315     2572.48     63.2259           0
        G300     547.984     2.67572     2389.92     67.2571           0
        G301     615.144     3.32281     2871.43     60.1868           0
        G302     481.393     2.74995     1824.01     60.6456           0
        G303     304.727      2.9917     1745.79     49.6877           0
        G304     432.746       2.827     1261.09     37.4341           0
        G305     389.865     2.78386     1780.85     46.4361           0
        G306     433.076     2.53284     1672.71     47.5107           0
        G325     522.149     2.12751     3399.44     96.6065           0
        G326     558.383     3.36094      2703.1     77.0163           0
        G327     425.582     2.45557     2604.79     65.6441           0
        G328     368.311     2.62702     2509.95     75.6865           0
        G329     396.948     2.93545     2898.79     78.3177           0
        G330     428.624     2.51816     3690.58     89.8692           0
        G331     463.126     2.89897      2787.7     68.5064           0
        G332     481.154     2.82506     1804.35     53.8625           0
        G333     643.428     2.98418     2254.98       48.77           0
        G334     526.262     2.59899     1784.21     43.1289           0
        G335     382.376     2.73622     1930.49     47.8652           0
        G336     320.539     2.68171      1457.7     51.8011           0
        G355     599.856      2.9938     3054.93     68.5478           0
        G356      525.84     3.18237     4294.13     101.618           0
        G357     623.351     2.60147     3338.73     90.9622           0
        G358     530.527     2.86546     2603.58     104.311           0
        G359     394.007     2.27729     1919.54     77.3638           0
        G360     353.436     2.62876     2524.05     75.2095           0
        G361     427.506     2.70189     2117.52     58.9003           0
        G362     499.822     2.67544     2027.74     51.6747           0
        G363      599.37     3.46379     1428.33      38.235           0
        G364     573.069     2.99898      1724.7     67.8503           0
        G365     463.637     3.45732     1828.27     51.3675           0
        G366      392.13     3.06938     1920.84     45.7337           0
        G385     413.418     2.85463     2346.08      75.177           0
        G386      433.65     3.24859     583.919     18.2215           0
        G387      551.08     3.67438     2392.21     67.4175           0
        G388     551.424     4.04412     3159.59     70.5842           0
        G389     586.897     2.74488     2778.76     85.6266           0
        G390     601.757     3.04137     2018.67     57.0041           0
        G391     490.633     3.12829      2026.1     54.0522           0
        G392     328.433     3.02837     1862.63     57.1117           0
        G393     488.797     2.69317     2193.44     79.6308           0
        G394     405.447     2.53189     1937.55     50.3905           0
        G395     515.638     3.28014     2050.22     44.0779           0
        G396     498.231     2.89195     2522.98     55.7019           0
        G415     492.997     3.73394     4057.29     111.008           0
        G416     488.953     3.68312     2914.02     75.5982           0
        G417     484.501     3.08384     2399.43     80.5017           0
        G418     507.303     3.55898      2505.1     69.1401           0
        G419     521.319     3.01802     2796.94     82.2364           0
        G420     517.264     2.94634     3469.94     77.5533           0
        G421     508.132     3.05242     3640.49     85.4294           0
        G422     618.547     2.51471     2827.22     63.1996           0
        G423     354.006      2.9103     2234.71     58.9466           0
        G424     428.011     2.81033     2036.31     51.2781           0
        G425     450.334     2.55216     2219.47     54.1197           0
        G426     474.433     2.54971     1555.95     32.4436           0
        G445      504.38     3.12782     3232.67     70.7712           0
        G446      494.43     3.93006      3234.9     98.0511           0
        G447     388.725     3.18609     2637.07     72.0662           0
        G448     427.617     3.48806     2283.85      75.867           0
        G449      454.76     2.90039     2797.37     74.1852           0
        G450     448.362     3.09271     2885.99     97.4417           0
        G451     698.138     1.73748     2067.24     45.0383           0
        G452     674.759     1.45176     2921.65      65.853           0
        G453     685.779     1.50427     2346.57      51.696           0
        G454      689.18     1.49581     2795.82     62.4901           0
        G455     583.313     1.32879     3205.53     58.8879           0
        G456     578.103     1.38984      2352.6     54.2486           0
        G475     514.963     3.26743      3917.7     100.276           0
        G476     480.731     3.07486     3611.04     125.702           0
        G477     501.737     2.75538     2251.28     76.9661           0
        G478     485.229     3.35248     2401.49     89.3124           0
        G479     291.997     2.83129     1269.54     54.0825           0
        G480     439.422     3.06576     2555.75     82.7381           0
        G481     362.805     1.50321     2013.27     61.2096           0
        G482     580.573     1.29751     2621.21     58.7124           0
        G483      657.53     1.68972     1584.37     34.6397           0
        G484     662.849     1.44864     2273.11     53.1196           0
        G485     633.323     1.32334     2020.34     45.7481           0
        G486     643.147     1.35435      1497.7     29.9997           0
        G505     381.137     1.10594     3379.64     87.0751           0
        G506     316.102     1.61423     3862.26     93.8759           0
        G507     604.856     1.93634     1213.66     36.3826           0
        G508     387.878     1.85483     2229.87     66.6507           0
        G509     422.611     1.50599      2590.8     73.2638           0
        G510     536.606     1.48765     2806.89     77.9338           0
        G511      527.92     1.37536     2044.19     54.6392           0
        G512     531.162     1.28894     2354.55     52.3311           0
        G513     565.577     1.28207     1820.67     44.4936           0
        G514      561.99     1.10347     2193.81     62.3089           0
        G515     656.986     1.51965     2453.71     64.2409           0
        G516      616.64     1.47142      1765.3     37.6006           0
        G535     346.186     1.43936     2682.06      84.304           0
        G536     438.573      1.6064     2780.04     75.1397           0
        G537     428.982     1.61725     3506.97     84.1342           0
        G538      338.39     1.53999      2775.1      102.09           0
        G539     475.894     1.64249      3061.5     71.0149           0
        G540     565.769     1.52575     2028.19      63.037           0
        G541     654.846     1.58572     2517.36     61.1022           0
        G542     637.893     1.37435     2316.46     60.0162           0
        G543     520.616     1.44097     2524.86     61.3368           0
