    REF_GAIN    0.520648     1.23259    0.246509           2
          G1     501.581     1.63645     5300.18     134.441           0
          G2     649.665     1.56315     4700.86     134.672           0
          G3     452.919     1.74209     6859.06     170.932           0
          G4     513.575     1.44092     5515.36     139.012           0
          G5     304.573     1.17633     5451.14      166.54           0
          G6     421.297     1.37852     5151.55     142.965           0
          G7     539.726     1.54884     4222.12     122.619           0
          G8     547.765     1.52604     7378.02     168.574           0
          G9     644.883     1.34276     5562.06     118.321           0
         G10     598.137      1.5416     6059.83      124.01           0
         G11     451.338     1.65567     6231.61     141.266           0
         G12     512.821     1.67172     4801.72     128.835           0
         G13     610.687     1.74902      3680.5     117.257           0
         G14     438.865     1.74568     3364.38     92.5108           0
         G15     530.927     1.56378     6200.28     121.045           0
         G16     384.684     1.42541     8620.61     221.686           8
         G17     315.957     1.68845     6718.34     194.226           0
         G18     383.958     1.41349     5699.37     203.441           0
         G19     562.735     1.56587     4990.47     142.969           0
         G20      447.23     1.54647     4662.96     138.693           0
         G21     473.695     1.44574     5383.37     118.809           0
         G22     540.354     1.57501     6813.46     154.135           0
         G23     394.303     1.64392     1179.85     56.0846           0
         G24     525.132     1.42304     5624.12     142.085           0
         G25     374.153     2.86896     5663.34     142.717           0
         G26     396.733     3.10819     6711.67     151.847           0
         G27       417.4     3.65343      3616.9     129.276           0
         G28     518.764     2.95051     2977.34     115.509           0
         G29     336.188     2.32245     6578.81     220.449           0
         G30     436.153     2.76741     6062.77     143.813           0
         G31     383.208     1.36738      3636.9     141.339           0
         G32     358.316     1.43219     5256.88     119.528           0
         G33      466.42     1.48704     3562.47     84.8791           0
         G34     509.933     1.55421     1420.64     66.8617           0
         G35     519.213     1.72294     5372.59      110.33           0
         G36     516.481     1.27364     3714.58      101.04           0
         G37     495.276     1.41727     4385.66     118.851           0
         G38     355.153     1.37017     4167.81      128.77           0
         G39     474.204     1.24176     4837.18     137.787           0
         G40     470.368     1.47287     6653.59      216.12           0
         G41     291.689     1.34015     5723.52     158.718           0
         G42     382.228     1.54947     4583.18     142.055           0
         G43     384.734     1.63594     4838.09     120.498           0
         G44       260.7     1.18936     1868.88     92.6086           0
         G45     324.331     1.38904      3709.4     115.008           0
         G46      325.51     1.45716     4882.14     118.149           0
         G47     239.101     1.04136     4570.16     132.854           0
         G48     212.037     1.18598     7710.88     247.818           0
         G49     432.083     1.37685     3801.43     102.399           0
         G50     347.965     1.24544      6181.3     136.152           0
         G51     378.764     1.35511     4475.64     123.584           0
         G52     542.254     1.54014     3694.55     104.391           0
         G53     328.348     1.23868     4912.84     148.478           0
         G54     378.589     1.34994     2773.77     78.5315           0
         G55     235.758     3.05882     3028.15     103.941           0
         G56     393.519     3.01603        4679     144.686           0
         G57     590.986     2.66349     1371.37      60.597           0
         G58     580.114     3.23859     2810.34     108.671           0
         G59     600.562     3.18752     5807.43     149.224           0
         G60      509.21     2.61126     5219.85     164.564           0
         G61     376.292     1.26701     4382.38     129.868           0
         G62      297.95     1.27817     6743.83     195.124           0
         G63      434.74     1.41078     5027.78     131.625           0
         G64     495.256     1.13491     6219.09     160.574           0
         G65     370.863     1.76819     6663.59     177.514           0
         G66     462.813     1.52531     6656.33     144.904           0
         G67      397.37     1.15859     4549.84     112.149           0
         G68     374.167     1.23949      4224.4     98.5425           0
         G69     526.142      1.1792     7392.47     168.822           0
         G70      461.66     1.23257     6306.68     127.628           0
         G71      363.87      1.4241     4431.81     114.996           0
         G72     445.695     1.25587     4421.79     112.882           0
         G73     313.789     1.18669      5835.9     155.248           0
         G74     300.437      1.3454     6167.41     227.349           0
