    REF_GAIN    0.518018     1.22819    0.251719           2
          G1     501.548     1.67185     5426.23     136.719           0
          G2     649.605     1.55392     4906.02     142.119           0
          G3     452.859     1.73997     7169.37     179.877           0
          G4     513.512     1.43931     5711.65     144.942           0
          G5     304.607     1.19546      5660.3     174.471           0
          G6      421.32     1.39814     5367.42     148.862           0
          G7     539.661     1.54224     4356.91     129.816           0
          G8     547.662     1.53623     7694.18     166.096           0
          G9     645.075     1.31963     5779.52     124.774           0
         G10     598.024     1.55939     6245.88     130.048           0
         G11     451.236     1.66859     6524.55     144.613           0
         G12     512.805     1.64904        5013     134.687           0
         G13      610.76      1.6985     3820.33     122.565           0
         G14     438.898     1.66543     3459.52     96.2361           0
         G15     530.941      1.5396     6496.32      126.61           0
         G16     384.605     1.44782     8973.22     122.886           8
         G17     315.972     1.67584     6943.62     204.163           0
         G18     383.968     1.38359     5944.26     218.385           0
         G19     562.708     1.62662     5243.22     146.541           0
         G20     447.169     1.64517     4829.19      141.48           0
         G21     473.635     1.54916     5609.76     122.676           0
         G22     540.195     1.54645     7228.12     162.253           0
         G23     394.184     1.65221     1191.58     55.6418           0
         G24      525.15     1.43526     5855.48     148.812           0
         G25     374.123     2.87558     5869.71     147.775           0
         G26     396.731     3.08275     7054.04     156.304           0
         G27     417.381     3.58272     3703.83      136.71           0
         G28     518.736     2.86959     3078.95     120.323           0
         G29     336.037     2.32207     6793.58     226.506           0
         G30     436.252     2.75725     6217.21      152.34           0
         G31     383.169     1.36219     3699.25     146.292           0
         G32     358.261     1.41117     5426.27     123.821           0
         G33     466.346     1.45532     3708.68      89.303           0
         G34     509.912     1.55243     1436.19     69.6091           0
         G35     519.138     1.69328     5514.61     112.744           0
         G36     516.458     1.29359     3827.56     105.037           0
         G37     495.116     1.39571     4492.19     123.939           0
         G38     355.205     1.31504     4309.09     136.282           0
         G39     474.099     1.22774        5042     144.943           0
         G40     470.251      1.4897     6965.52      220.44           0
         G41     291.709     1.36934     6174.55     169.066           0
         G42     382.167     1.52672     4773.25     147.959           0
         G43      384.71     1.57942     4997.44     123.293           0
