    REF_GAIN           0     1.09742    0.229149           3
          G1     622.713     1.80028     3104.33     75.0236           0
          G2     663.721     1.67015     3122.03     91.0501           0
          G3     679.503     1.81101     4569.37     116.928           0
          G4     591.527      1.5028     3373.39     89.0038           0
          G5     538.421     1.32919      3491.6     106.894           0
          G6     510.527     1.48868     2923.15     87.0384           0
          G7     537.018     1.61095     2344.55     68.5126           0
          G8     544.111     1.48403     4620.68     107.975           0
          G9     644.272     1.47111     3108.11     69.6364           0
         G10     599.185     1.60786     3466.31      75.818           0
         G11     452.212      1.6809     3672.99     88.6257           0
         G12     512.313      1.7605     2473.19     70.8351           0
         G13     608.093      1.7908     2106.87      61.135           0
         G14     435.461     1.71184     1985.82     52.2681           0
         G15     528.762     1.64728     3684.39     77.0334           0
         G16     378.838     1.56936     2979.36     77.5744           0
         G17     310.784     1.85944     3858.77     123.122           0
         G18     381.193     1.49941     3195.65     123.215           0
         G19     563.008     1.94934      3210.9     91.0812           0
         G20     444.208     1.89653     2617.29     79.3387           0
         G21     471.226     1.83058     3136.82      73.477           0
         G22     532.394     1.76248     4514.81     101.019           0
         G23     392.946      1.6666     797.115     28.8736           0
         G24     522.925     1.50461     3280.94     85.2493           0
         G25     371.485     3.24276     3210.97     88.0237           0
         G26     390.437      3.4377     4039.23     95.4035           0
         G27     413.134     3.90098     2136.88     78.3625           0
         G28     517.308     3.13836     1863.65     73.3997           0
         G29     330.941     2.54825     3833.21     138.896           0
         G30     431.612     3.08671     3462.03     87.5813           0
         G31     539.569     1.49305     2208.12     77.5736           0
         G32     557.519     1.54607     3204.33     75.0708           0
         G33      731.26     1.49091     2340.23      50.388           0
         G34     645.234     1.60236     1098.01     33.7645           0
         G35     705.635     1.72903     3242.69     66.5684           0
         G36     624.936     1.33677     2323.18     59.6661           0
         G37     491.171     1.45058     2605.21      71.232           0
         G38     347.632     1.36333      2566.9     82.5237           0
         G39     469.393     1.34989      3059.4      90.176           0
         G40     462.486     1.51138     3934.55     134.726           0
         G41     291.876     1.36495     3621.82     102.405           0
         G42     378.584     1.54311     2700.44     89.9695           0
         G43     381.833     1.74023     2929.78     79.2291           0
         G44     256.109     1.22078     1118.07      55.067           0
         G45     324.123     1.48188     2100.55     66.2448           0
         G46     320.505     1.59944     2748.28     69.4222           0
         G47     236.113     1.15279     2496.35     77.9494           0
         G48     208.262     1.21645     4580.29     165.229           0
         G49     430.155     1.75055      2149.2     59.4946           0
         G50     344.863     1.61351     3622.97     86.8685           0
         G51     379.995     1.75706      2712.7      77.322           0
         G52     539.195     1.62693     2261.41     67.8423           0
         G53     326.874     1.32198      3027.1      93.682           0
         G54     378.235     1.42729     1578.03     42.9785           0
         G55      231.31     3.36934     1677.18     58.4713           0
         G56     390.226     3.29455     2601.18      82.345           0
         G57     603.922     2.98286     997.941     29.7121           0
         G58     580.641     3.55259        1853      70.409           0
         G59     601.154     3.36545     3400.09     90.7015           0
         G60      507.02     2.87768     3132.04     101.959           0
         G61     492.958      1.3424     2583.17     77.9915           0
         G62      483.04     1.33645     4348.42     123.974           0
         G63     527.907     1.44039     2904.51     74.7499           0
         G64     576.458      1.1265     3781.34     96.4547           0
         G65     682.402     1.88353        4278     110.601           0
         G66     590.107      1.6259      4273.8     91.8042           0
         G67     394.903     1.17305     2558.96     66.6381           0
         G68     370.058     1.22303     2410.44      57.785           0
         G69     525.809     1.30289     4361.14     103.171           0
         G70     459.573     1.33432     3747.48     78.1615           0
         G71     364.299     1.42983     2551.76     70.0894           0
         G72     455.952     1.25274     2570.59     68.6226           0
         G73      310.69     1.29447     3317.34     94.0529           0
         G74     295.298     1.38808     3607.09      146.22           0
         G75     389.055     1.32667     2580.96     68.1852           0
         G76     261.296     1.18074     4329.48     134.727           0
         G77     253.574     1.27581     5728.98     200.029           0
         G78     369.263     1.45923     2657.59     88.2837           0
         G79     372.113     1.66469     2368.49     70.4918           0
         G80      524.61      1.3379     2415.67     65.3637           0
         G81     614.397      1.5875     2313.39     52.4706           0
         G82     500.696     1.31096     4483.13     102.423           0
         G83     335.938     1.38647     2994.62     100.343           0
         G84     562.177     1.30216     4161.61     97.3315           0
         G85      371.33     3.01447     2753.13     75.0911           0
         G86      360.69      3.6097     2370.74     92.1098           0
         G87     498.742     3.25764     2162.22     66.8977           0
         G88     475.243     2.42288     2854.54     88.7897           0
         G89     627.656     3.00013     3258.75     130.416           0
         G90     545.349     2.72227     2409.76     66.3675           0
         G91     645.305     1.78923     3414.14     82.8284           0
         G92     643.105     1.71014     2999.45     91.5487           0
         G93     569.313     1.83744     2321.99     67.9708           0
         G94     604.963     1.56529     2297.45      64.422           0
         G95      603.92     1.61855      3358.4     79.6985           0
