    REF_GAIN           0     1.08917    0.227041           3
          G1     622.887     1.79204     3061.91     75.4232           0
          G2     663.899     1.65431     2958.39      81.606           0
          G3     679.414      1.8137     4403.99     107.748           0
          G4      591.28     1.49534     3299.54     86.5169           0
          G5     538.328     1.34073     3378.25     101.459           0
          G6     509.936     1.51465     2914.87     83.3754           0
          G7     536.989     1.58042     2347.75     68.4559           0
          G8      543.99     1.48795     4367.92     95.8762           0
          G9     644.248     1.47473     3098.17     66.6429           0
         G10      599.38     1.61212     3417.72     73.4494           0
         G11     452.308     1.69395     3530.33      81.702           0
         G12     512.318     1.80722     2511.16      67.903           0
         G13      608.05     1.80495     2103.67     60.9511           0
         G14     435.468     1.68325     1978.43     52.0185           0
         G15      528.76     1.62929     3520.35     72.3013           0
         G16     378.962     1.52795     2819.57     68.9144           0
         G17     310.928     1.83176     3738.99     116.164           0
         G18     381.315     1.45423      3133.7     116.617           0
         G19     563.242     1.86559     3064.35     82.7273           0
         G20     444.525     1.84519     2612.05      76.149           0
         G21     471.462     1.74346     3039.03     68.5488           0
         G22     531.775     1.77113     4188.21     90.1619           0
         G23     392.548     1.67009     795.417      28.711           0
         G24     522.693     1.49222     3183.96     79.0923           0
         G25     372.105     3.22101     3128.64     80.8236           0
         G26     391.211     3.45457     3871.94     89.8779           0
         G27      413.98     4.01079     2097.68     75.7247           0
         G28     518.225      3.1497     1840.42     68.9454           0
         G29     331.012     2.55709     3681.14     124.716           0
         G30     431.908     3.09721     3393.53     83.6967           0
         G31     539.736     1.48408     2192.69     77.1563           0
         G32     557.467     1.48848     3111.29     70.3068           0
         G33     731.073     1.48932     2319.88     48.2905           0
         G34     645.326     1.60817     1097.01     33.6584           0
         G35     705.872     1.74211     3186.13     62.1187           0
         G36     624.865      1.3177     2282.49      57.833           0
         G37     491.183     1.44698     2574.84     69.6027           0
         G38     347.353     1.34951     2489.39     76.7302           0
         G39     469.282     1.34529     2948.41     82.9264           0
         G40     462.738     1.59519     3810.31      125.11           0
         G41      291.89     1.37023     3482.33     94.4263           0
         G42     378.516     1.65682     2648.25     83.9398           0
         G43     381.822     1.72537     2859.05     74.0709           0
         G44     255.932     1.22605     1111.66     54.7366           0
         G45      323.86     1.47765     2083.03     65.3659           0
         G46     320.547     1.55386     2708.77     68.7552           0
         G47     236.015     1.11725     2436.81     74.3787           0
         G48     208.239     1.23579     4422.21     149.896           0
         G49     430.423      1.6936     2123.65     56.7101           0
         G50     345.098     1.55131     3562.06     85.1047           0
         G51      380.31     1.70685     2638.78      74.298           0
         G52     538.888     1.61181     2250.59     64.8885           0
         G53     326.487     1.30327      2882.5     84.9898           0
         G54     378.047     1.42565     1576.53     42.1442           0
         G55     231.754     3.35434     1676.81      58.534           0
         G56     391.111     3.28601     2597.15     81.3326           0
         G57     604.285     2.96425     991.597     28.9909           0
