    REF_GAIN           0     1.09718    0.229109           3
          G1     622.779     1.80192     3080.39     75.9054           0
          G2     663.744     1.68572     3090.89     88.2922           0
          G3     679.474     1.83952     4545.89     113.612           0
          G4     591.463     1.51407     3346.32     86.6413           0
          G5     538.456      1.3395     3474.72     105.136           0
          G6     510.546     1.50659     2911.33     86.1563           0
          G7     537.054     1.64654     2341.13     68.7379           0
          G8     544.013     1.53728     4570.38     107.404           0
          G9     644.229     1.51011     3094.14     67.6977           0
         G10     599.168     1.61272      3451.1     74.6407           0
         G11     452.265     1.67668     3636.28     86.0382           0
         G12     512.251     1.82153     2470.59      69.311           0
         G13     608.125     1.81222     2102.32     61.2372           0
         G14     435.438      1.7085     1985.07     54.2689           0
         G15     528.764     1.65454     3645.69     76.0912           0
         G16     378.891     1.57512     2953.99     77.3951           0
         G17     310.864     1.88942      3835.3      121.39           0
         G18     381.216      1.4877     3175.76     122.922           0
         G19     562.974     1.83219     3188.48     89.4685           0
         G20     444.244     1.79084     2603.71     78.7069           0
         G21     471.254     1.72486     3104.29     72.8383           0
         G22     532.239     1.75722     4464.77     103.776           0
         G23     392.886     1.70172     795.743     29.3533           0
         G24     522.864     1.51954     3254.15     83.8504           0
         G25     371.526     3.24995     3190.61     84.1732           0
         G26     390.568     3.47909     4010.85     94.5263           0
         G27     413.218     3.95677      2126.3      80.463           0
         G28     517.328     3.17586     1862.06     73.7685           0
         G29     330.839     2.55954     3795.33     136.033           0
         G30     431.613     3.06407     3439.26      87.004           0
         G31     539.596     1.50177     2204.45     77.8143           0
         G32      557.57     1.55891     3173.61     73.6206           0
         G33     731.239     1.51094     2335.38     49.4878           0
         G34     645.224     1.62416     1097.58     33.2563           0
         G35     705.649      1.7593     3226.25     64.9378           0
         G36     624.918     1.34818     2297.28     59.4258           0
         G37     491.161     1.49223     2600.03     72.4618           0
         G38     347.686     1.40641     2553.91     82.1309           0
         G39     469.394     1.36623     3044.42     89.9146           0
         G40      462.46     1.55921     3912.14     136.443           0
         G41     291.838     1.37845     3602.87      102.63           0
         G42     378.513     1.61392     2689.16     87.7773           0
         G43     381.828     1.75555     2915.72     77.7491           0
         G44     256.139     1.24658     1117.93     56.1332           0
         G45     324.124     1.51796     2087.79      65.304           0
         G46     320.495     1.60851     2737.78      70.104           0
         G47     236.123     1.13468     2487.35     78.2425           0
         G48     208.283     1.22748     4556.71     159.728           0
         G49     430.202     1.67014      2144.5      59.996           0
         G50     344.928     1.50178     3614.18     87.6971           0
         G51     380.149     1.62593     2698.34     77.1349           0
         G52     539.088     1.65739     2260.16     66.5414           0
         G53     326.653     1.34456     3006.16     91.6388           0
         G54     378.133      1.4498     1570.05     42.7208           0
         G55     231.294     3.34788      1675.8     57.4323           0
         G56     390.246     3.30598     2599.01     83.7512           0
         G57     604.046     2.94796     996.521     29.5234           0
         G58     580.681     3.58373     1847.08     70.1398           0
         G59     601.292     3.38423     3379.17     90.0325           0
         G60       507.1     2.87406     3122.21     102.113           0
         G61     492.979     1.37585      2576.2      77.059           0
         G62     483.027      1.3358     4304.32     124.384           0
         G63      527.98     1.46687     2889.75     74.8955           0
         G64     576.505     1.15488     3750.74     93.9715           0
         G65     682.397     1.88312     4239.83     109.145           0
         G66     590.129     1.64416     4231.77      90.694           0
         G67      394.79     1.22316     2540.79     66.5969           0
         G68     370.055     1.24199     2397.83      57.149           0
         G69     525.755     1.33306     4340.28     103.936           0
         G70     459.591     1.33326     3714.99     79.4034           0
         G71     364.121     1.46447     2546.02     70.2136           0
         G72     455.944     1.27142     2562.01     68.6386           0
         G73     310.694     1.29161      3298.3     92.3517           0
         G74      295.34     1.42405     3576.86     143.929           0
         G75     389.085     1.32251     2576.69     68.7784           0
         G76     261.291     1.19092     4272.49     138.697           0
         G77     253.647      1.3065     5671.24     206.173           0
         G78      369.28     1.41889     2636.74     87.2318           0
         G79     372.042     1.53239     2361.34     69.8711           0
         G80     524.828     1.26442     2401.48     66.0273           0
         G81      614.51     1.51463     2312.06     54.1026           0
         G82     500.592     1.32306     4462.92     102.082           0
         G83     335.849     1.41473     2971.23     94.5056           0
         G84     562.016     1.31148     4139.86     97.5111           0
         G85     371.393     3.02494     2726.01      73.054           0
         G86     360.791     3.61505     2358.68     89.3931           0
         G87     498.834     3.24284        2150     64.8239           0
         G88     475.277     2.45682     2833.29     86.8491           0
         G89     627.771     3.00249     3247.25     127.494           0
         G90     545.489     2.72727     2399.32     66.4596           0
         G91     645.296     1.80577     3405.37     81.3903           0
         G92     642.944     1.65401     2987.26     89.4069           0
         G93      569.31     1.82726     2312.21     68.4571           0
         G94     604.959     1.52712     2292.55     66.6457           0
         G95     603.961     1.63425     3335.18     82.1929           0
         G96     646.061     1.55095     2755.94     57.9641           0
         G97     545.212     1.27217     3536.59     100.902           0
         G98     432.144     1.19607     3677.81     106.462           0
         G99     647.003     1.28966      3778.9     118.833           0
        G100     495.886     1.67825     2519.48     75.6691           0
        G101     650.165      1.9242     3990.51     79.8881           0
        G102     441.739     1.26346     3150.96     74.0512           0
        G103      499.44     1.63064     3558.05     100.042           0
        G104      377.19     1.36125     2188.29     72.9721           0
        G105     534.325     1.49561     3501.76      88.818           0
        G106      446.81     1.57854     2673.21     79.0992           0
        G107     365.517     1.18019     2359.23     64.5548           0
        G108     393.735     1.33198     2221.92     65.1983           0
        G109     519.032     1.73688     3832.28     103.535           0
        G110     600.722     1.53037     3983.47     115.078           0
        G111      390.47      1.3014     2275.68     76.5834           0
        G112     584.293     1.54376     2001.12     50.2116           0
        G113     524.481     1.21276     2743.73      74.942           0
        G114     511.902     1.42757     3272.13     88.6757           0
        G115     531.017     2.66721     2423.74     65.6782           0
        G116     519.322     3.24977      2378.9     64.0492           0
        G117     369.041     3.62566     2385.17     59.0749           0
        G118     451.485     3.06777     1878.11     48.2068           0
        G119     513.512     3.05788     1745.74     50.1318           0
        G120     368.402     2.46244     2474.19     60.0289           0
        G121     627.052     2.04986     2831.15     61.4336           0
        G122      673.03     1.84924     1892.53     43.0461           0
        G123     640.437     1.86728     2612.31     58.2061           0
        G124     664.878     1.72509     2130.89     51.0229           0
        G125     540.219     1.71009      1921.1     46.7555           0
        G126     584.999     1.41422      3180.6     86.0322           0
        G127     413.601     1.30723     2316.72      51.728           0
        G128     309.719     1.27467     2280.12     60.3283           0
        G129     463.074     1.12724      1772.3     41.1164           0
        G130     245.497     1.36727     2335.98     62.1229           0
        G131     396.941     1.65792     2930.94     60.3997           0
        G132     444.555     1.26652      2972.6     77.9188           0
        G133     469.511      1.2859     2025.67       53.28           0
        G134     266.903     1.52308     1680.16      54.871           0
        G135     495.604     1.10923     2277.93       59.74           0
        G136      257.37     1.20538     2566.57     67.9943           0
        G137     247.305     1.39596     2161.67     61.7883           0
        G138      314.58     1.15258     3541.89     88.4936           0
        G139     319.012     1.37873     1999.05     63.0408           0
        G140     363.522     1.60043     2179.04       54.04           0
        G141     371.618     1.22411     2737.62     81.9707           0
        G142     291.835     1.18921     3257.43     91.2844           0
        G143     272.424     1.58146     3014.87     81.5392           0
        G144     473.482     1.16875     2037.59      50.811           0
        G145     461.392     3.62377      2811.2       79.92           0
        G146     620.644     3.26845     4294.01     129.591           0
        G147     591.926     3.70541      2543.5     80.5599           0
        G148      366.51     3.17174     2385.64     79.9362           0
        G149     440.534     3.25304     3540.27     92.9193           0
        G150     324.927     2.60117        2672     70.1381           0
        G151     617.989     1.77793     3623.52     98.9274           0
        G152      609.88     1.60153     1963.56      48.667           0
        G153     442.807     1.97911      1938.9     62.2952           0
        G154     322.445     1.83645     3340.89     88.1095           0
        G155     271.203     1.85215     3047.98     88.8482           0
        G156     544.675     1.71362     1842.87     45.4003           0
        G157     408.923     1.12196     3549.75      93.072           0
        G158     507.667     1.31943      3217.3     84.5391           0
        G159     448.871     1.45554     2337.07     59.6923           0
        G160      698.14     1.44377      2628.4     64.0251           0
        G161     459.787     2.25255     2847.36     78.4726           0
        G162     434.234     2.00413     1807.04     58.7541           0
        G163     383.061     1.22888     2317.61     59.9373           0
        G164      409.05     1.93154     1953.51     52.2257           0
        G165     450.125     1.71969     2530.45     76.4279           0
        G166     267.064      1.2265     2380.05      68.685           0
        G167     337.584     1.48729     2826.08     79.0546           0
        G168     362.126     1.53094     2802.76     76.1872           0
        G169     337.211     1.26095     2903.96     70.7571           0
        G170     515.833     1.89776     1786.44     47.8781           0
        G171      526.67     1.67227     2720.24     64.2392           0
        G172       342.7     1.34725     2525.59     68.2259           0
        G173      478.66     1.58577     2435.93     68.6699           0
        G174     605.957     1.60115     2606.81       74.34           0
        G175     353.638     3.71986     2521.64     69.4368           0
        G176     297.668     2.91727     2301.32     69.8365           0
        G177     559.229     3.43658     2002.01      80.726           0
        G178     443.008     3.23431     3237.46     85.7864           0
        G179     443.444     3.64688     2285.36     78.4118           0
        G180     462.815     2.66783      2370.6     62.1181           0
        G181     565.754      1.8807     2436.71     64.6356           0
        G182     259.511     1.84555     1776.04      44.826           0
        G183     466.782     1.84886     1871.57     54.0373           0
        G184     404.666     1.77722     2935.72     71.9618           0
        G185     634.472     1.83562     2244.42     63.5707           0
        G186     597.852     1.84456      1782.3     47.6563           0
        G205     478.917      3.2434     3356.06     82.5235           0
        G206     429.563     3.58363     2824.61     67.4678           0
        G207     427.158      2.8528     3492.89     104.786           0
        G208     481.068     2.99644     2496.68     69.2939           0
        G209      662.53     2.71057     2648.51     75.4464           0
        G210     623.416     2.61436        2597      80.442           0
        G211     659.358     2.15642     1573.82     27.6666           0
        G212      462.74      1.6651     2876.42     87.3801           0
        G213     369.254     1.86005     3014.27     73.7637           0
        G214     324.535     1.74506     2389.64     69.2675           0
        G215     341.355     1.67279     2997.05     82.8323           0
        G216     453.277     1.66015     1741.19     55.2344           0
        G235     601.395     3.51983     2807.23     85.7706           0
        G236     545.682     2.77285     1747.18     52.0356           0
        G237     412.627     3.37308     1415.19     52.0996           0
        G238     392.929     3.09341     2849.13     86.6995           0
        G239     452.558     2.90646     2462.82     70.9255           0
        G240     460.911     2.39635     2560.98      96.961           0
        G241     530.865     2.26902     2218.31      53.115           0
        G242     472.796     2.14282     2219.05     61.9906           0
        G243     448.761     2.12769     3145.39      79.101           0
        G244     569.868     1.98212     2037.79     48.7298           0
        G245     389.614      2.0468     2261.46     56.1162           0
        G246     516.757     2.27352     2704.55     89.5978           0
        G265     559.572      2.1183     2468.05     62.4648           0
        G266     516.591     2.60633     975.022     30.8166           0
        G267     523.713     3.26992     2131.14     66.3422           0
        G268      564.89     2.42222     1144.64     38.1169           0
        G269     439.005     1.88863     2771.19     99.3521           0
        G270     452.423     2.69586     3535.51     94.8406           0
        G271     404.986     1.92849     2190.34     49.8164           0
        G272     421.949     1.89145     1992.84     48.0885           0
        G273     448.368     2.16877     1934.25     46.4853           0
        G274     508.269     2.30192     1945.32     47.6471           0
        G275     567.988     3.33826     1943.22     54.7579           0
        G276      403.92     3.26496     2339.08     65.2555           0
        G295     471.331     2.79328     3032.09     69.9992           0
        G296     473.285      3.3252     3037.29      72.828           0
        G297     587.571     2.46831     4005.08     109.138           0
        G298     633.526     3.21936     2805.36     98.7187           0
        G299     465.101     2.69507     2560.92     63.2473           0
        G300     548.139      2.6548     2358.81      66.397           0
        G301     615.111     3.34377     2873.21     60.0942           0
        G302     481.309     2.74773     1814.34     60.1303           0
        G303     304.619     2.95793     1718.42     48.3301           0
        G304     432.514     2.85756     1242.43      37.482           0
        G305     389.843     2.75904     1757.18     44.3042           0
        G306     433.135     2.58939     1651.73     46.5253           0
        G325     522.259     2.10801     3404.03     98.2903           0
        G326      558.48     3.35788     2731.34     77.8786           0
        G327     425.615     2.46148     2567.41     65.5085           0
        G328     368.421     2.62619     2503.38     74.6819           0
        G329     397.019     2.99615     2834.63     76.6187           0
        G330     428.688     2.52459     3734.85     89.9172           0
        G331     463.084     2.89683     2805.59     67.3646           0
        G332      481.22     2.83391     1779.33      52.253           0
        G333     643.055     3.07365     2192.87     47.3445           0
        G334     526.304      2.6038     1764.96     42.5592           0
        G335     382.205     2.66345     1904.93     47.6423           0
        G336     320.466     2.64895     1442.97     51.9153           0
        G355     599.894     3.03353        3030     68.1469           0
        G356     525.911     3.16803     4277.16      99.934           0
        G357     623.475     2.59125     3348.45     91.0531           0
        G358     530.618     2.88434     2570.84     103.301           0
        G359     393.982     2.26343     1907.98     76.8606           0
        G360     353.379       2.622     2483.34     74.7106           0
        G361     427.429     2.66946     2121.15     57.9365           0
        G362     500.003     2.67336     2010.75     53.5115           0
        G363     599.146      3.4155     1419.43     37.8328           0
        G364     572.961     2.89716     1711.31      66.921           0
        G365     463.431     3.41111     1783.88     49.1183           0
        G366     391.977     2.92254     1893.17     45.6087           0
        G385     413.435     2.85738      2330.4     75.8349           0
        G386     433.658     3.25118     582.793     17.5982           0
        G387     551.131     3.70287     2367.99     66.8341           0
        G388     551.547     4.07495     3107.62     69.6779           0
