    REF_GAIN           0     1.09979    0.231488           3
          G1     623.795      1.7391     5684.12     143.803           0
          G2     664.406     1.63553        5164     150.227           0
          G3     679.489     1.82542     7776.25     185.011           0
          G4     591.172     1.56769     6023.43     156.209           0
          G5     538.282     1.33699     6187.59      186.14           0
          G6     508.845     1.54438      5512.2     156.444           0
          G7     536.966     1.66065     4370.71      136.98           0
          G8     543.757     1.58695     8102.59     181.484           0
          G9      644.42     1.50447     5910.23     130.283           0
         G10     599.178     1.63246     6420.67     136.734           0
         G11     452.231     1.72477     6811.78     152.532           0
         G12     511.875     1.80837     4900.45     135.997           0
         G13     608.003     1.78313     3802.89     127.482           0
         G14     435.358     1.69919      3479.6     101.002           0
         G15     529.033     1.62847     6805.45     133.592           0
         G16     378.695     1.55032           0           0           2
         G17     310.835     1.82629     7197.32     215.535           0
         G18     381.342     1.51036     6021.18     219.124           0
         G19     562.065     1.77205     5494.76      152.83           0
         G20     443.718     1.70833     4899.42     149.717           0
         G21     471.416     1.62496     5872.25     130.945           0
         G22     531.583     1.76905     7683.33     169.689           0
         G23     392.041     1.69509     1194.56     56.0106           0
         G24     523.196     1.49788     6065.51      151.04           0
         G25     371.448     3.11972     6093.21     154.429           0
         G26     390.687     3.29057     7280.69     163.542           0
         G27     413.857     3.83616     3863.31     146.235           0
         G28     517.904     3.07572     3178.97     127.818           0
         G29     329.988     2.47138     7192.75     239.926           0
         G30     431.416     2.93165     6504.55     157.379           0
         G31     540.125     1.45938     3875.56     151.058           0
         G32     557.659     1.57012     5834.91     130.415           0
         G33     730.211     1.46024     4014.47     94.9745           0
         G34     645.688     1.64648     1541.16      66.602           0
         G35     706.379     1.78492     5816.27     121.884           0
         G36     624.901     1.33336     4093.22     112.347           0
         G37     491.134     1.52284     4614.69     129.549           0
         G38      347.37     1.40606     4586.89     144.825           0
         G39     469.237     1.39064     5262.59     147.628           0
         G40     462.258     1.49172      7186.7     235.205           0
         G41     291.918     1.42303     6667.64     180.822           0
         G42     378.256     1.57792      4947.4      155.31           0
         G43     382.281     1.75307     5162.03     130.172           0
         G44     256.291     1.21049     1968.25     102.884           0
         G45     324.325     1.46226     3859.07     120.848           0
         G46     320.596     1.57123      5097.3     126.006           0
         G47     236.256      1.1107     4883.61     143.857           0
         G48     208.277     1.21113     8497.67     272.083           8
         G49     430.419     1.56542     4017.14     110.895           0
         G50     343.807     1.46915     6565.22      148.92           0
         G51     380.225     1.52589     4787.06     132.316           0
         G52     539.009     1.62309     3884.94     118.254           0
         G53      326.12     1.30478     5407.03     159.093           0
         G54     377.172     1.31834     2819.88     84.9648           0
         G55     231.775     3.19099     3152.37      110.45           0
         G56     391.873     3.12077     4824.07     156.541           0
         G57       602.2     2.86544     1420.05     62.3977           0
         G58     580.404     3.40332     3056.05     120.307           0
         G59     601.133     3.25667     6211.58     161.151           0
         G60     507.643     2.73652     5579.78     180.208           0
         G61     491.147     1.31708     4700.73     141.657           0
         G62     481.646     1.33041     7445.91     213.098           0
         G63     527.581     1.49509     5408.06     141.022           0
         G64     576.551     1.13877     6789.99      172.81           0
         G65     681.054     1.79081     7469.87     191.216           0
         G66     590.629     1.61895     7356.34     155.655           0
         G67     394.867     1.20697     4820.19     125.148           0
         G68     370.058     1.28229      4539.7     106.559           0
         G69     525.503     1.29087     7987.42     181.686           0
         G70     459.312     1.37682     6829.78     138.993           0
         G71      364.12     1.45358     4714.95     125.071           0
         G72     455.268     1.30214     4724.47     123.243           0
         G73     310.834     1.24877     6261.34     166.899           0
         G74      295.58     1.40037     6884.84     256.948           0
         G75     388.789     1.26428     4715.86     127.485           0
         G76     263.981     2.01782     7133.78     221.159           0
         G77      253.91       1.264     8575.35      292.11           8
         G78     369.153     1.41086     4947.49     160.639           0
         G79     372.543     1.45682     4325.86     132.757           0
         G80     525.054     1.19783     4382.34      126.71           0
         G81     611.138     1.46416     3961.05     92.2388           0
         G82     500.782     1.32246     8226.42     174.423           0
         G83     335.673     1.42172     5628.15     174.698           0
         G84     560.881     1.25756     7588.96     171.118           0
         G85     371.129     2.88329     5098.09     136.867           0
         G86     360.942     3.44728      4306.6     160.004           0
         G87     499.738     3.16135     3832.04     125.495           0
         G88     476.531     2.34344     5130.56      158.77           0
         G89     626.539     2.84405     5705.15     228.044           0
         G90     544.768     2.54817     4159.39     123.628           0
         G91     644.884     1.76464     6089.46     142.211           0
         G92     641.294     1.55734      5216.4     159.382           0
         G93     566.644     1.81926     4172.16     131.494           0
         G94     602.989     1.49535     3931.09     121.133           0
         G95     602.475     1.56485     5705.96     136.132           0
         G96     644.825     1.48559     4938.58     105.302           0
         G97     544.573      1.2031     6455.84     181.018           0
         G98     432.222     1.14733     6616.07     179.737           0
         G99     646.787     1.30611     6565.52     203.996           0
        G100     495.473     1.64372     4490.82     136.705           0
        G101     649.381     1.83823     7257.33     138.427           0
        G102     441.463     1.25778     6029.92     132.836           0
        G103     499.003     1.60674     6584.32     175.517           0
        G104     377.271     1.31634     4143.79     139.746           0
        G105     534.333     1.50695     6407.21     156.126           0
        G106     445.829      1.5512      5087.3     151.504           0
        G107      365.57     1.14267           0           0           2
        G108     393.601     1.31947     3997.89     122.005           0
        G109     518.039     1.61835     6967.22      182.33           0
        G110     600.048     1.43825     6899.06     200.021           0
        G111     390.969     1.22616     4123.75     135.974           0
        G112     582.417     1.59525     3668.76     100.763           0
        G113      524.31     1.23616     5066.18     145.511           0
        G114     511.431      1.3954      6039.8      159.93           0
        G115     530.747     2.49464     4262.24     130.163           0
        G116     519.301     3.04676     4400.54     123.962           0
        G117     368.112     3.51987     4439.39     107.932           0
        G118     450.661     2.87086     3362.61     97.5082           0
        G119     513.088     2.86625     2965.51     99.2099           0
        G120     368.614     2.38952      4779.6     117.378           0
        G121     627.392     2.00798     5035.16     108.206           0
        G122     672.487      1.8471     3130.63     86.1669           0
        G123      639.86     1.85959     4602.44     105.401           0
        G124     664.098     1.73621     3610.97     95.0298           0
        G125     539.367     1.71584     3460.77     90.9941           0
        G126     584.005     1.41069      5911.8     164.469           0
        G127     413.199     1.26406     4386.09     99.8356           0
        G128      309.34     1.27305     4204.08     109.412           0
        G129     463.211     1.15759     3246.83     80.8155           0
        G130     245.386      1.3466     4473.72     110.525           0
        G131     396.916     1.64433     5778.11     118.334           0
        G132     444.514     1.26498     5548.81     141.002           0
