    REF_GAIN           0     1.09711    0.229362           3
          G1     622.672     1.79799     3081.93     76.5988           0
          G2      663.79     1.67158     3132.54     93.4255           0
          G3     679.448     1.81819     4581.88     117.891           0
          G4     591.397     1.54315     3349.93     87.6313           0
          G5     538.402     1.31361     3492.75      107.96           0
          G6     510.418     1.50221     2929.92     86.7372           0
          G7      537.08     1.62419     2345.38     68.5009           0
          G8      544.11     1.50234     4611.62     106.664           0
          G9     643.686     1.50446     3081.16     68.3205           0
         G10     599.175     1.60223     3452.96      74.949           0
         G11     452.315     1.68795     3653.48     88.9704           0
         G12     512.262     1.81135     2477.29     69.1689           0
         G13     608.019     1.77022     2090.13     60.4135           0
         G14     435.415     1.68947     1984.77     52.7179           0
         G15      528.74     1.59863     3643.73     76.0412           0
         G16     378.865     1.53949     2986.01     77.2677           0
         G17     310.836     1.82241     3857.79     124.151           0
         G18     381.223     1.49471     3185.13       121.8           0
         G19     563.017     1.83782     3229.54     93.1715           0
         G20     444.237     1.72684     2599.86     79.6547           0
         G21     471.307      1.6986     3099.75     73.4267           0
         G22     532.422     1.75375     4544.12     101.531           0
         G23     392.916     1.66233      796.99     28.8763           0
         G24     522.876     1.48734     3254.39     84.8672           0
         G25     371.537     3.23868     3183.91     86.5147           0
         G26     390.534     3.51256     4062.92     95.6088           0
         G27     413.113     3.89187     2131.42     78.9727           0
         G28     517.281     3.12493     1870.28     74.1245           0
         G29     330.886     2.59409     3816.99     134.806           0
         G30      431.54     3.08303     3455.07     88.2699           0
         G31     539.568     1.50082     2203.61     76.8513           0
         G32      557.45     1.51256      3183.4     74.3493           0
         G33      731.09     1.51198     2323.37     48.8983           0
         G34     645.176      1.6252     1097.51      32.942           0
         G35     705.628     1.72932     3222.88     68.0951           0
         G36     624.883     1.32363     2285.19     59.0713           0
         G37     491.196     1.50207      2602.8      72.573           0
         G38     347.709     1.36294      2558.1     83.6991           0
         G39     469.468     1.37799     3066.99     91.4641           0
         G40      462.57     1.55518     3947.39     133.762           0
         G41     291.872      1.3804     3647.58     103.813           0
