    REF_GAIN    0.520461     1.23011    0.247435           2
          G1     501.572     1.66519     5296.22     132.996           0
          G2     649.691     1.55848     4748.59     135.287           0
          G3     452.916      1.7515     6928.64     170.202           0
          G4     513.563     1.43034     5522.73     138.309           0
          G5     304.576     1.20116     5475.89      167.38           0
          G6     421.395     1.39622     5175.12     144.737           0
          G7     539.728     1.52718     4239.09     123.483           0
          G8     547.754     1.51803     7395.36      160.55           0
          G9     644.822     1.31199     5531.27     117.778           0
         G10     598.102     1.56553     6069.25      124.44           0
         G11     451.343     1.63466     6238.73     138.749           0
         G12     512.781     1.62725      4813.3     128.784           0
         G13     610.688     1.78556     3671.16     114.539           0
         G14     438.869     1.77086     3373.82     92.5572           0
         G15     530.977     1.58591     6172.08      117.99           0
         G16      384.69      1.4328      8686.7      215.58           8
         G17     315.984     1.70262     6758.72      200.06           0
         G18     384.005     1.41604     5725.79     204.767           0
         G19     562.775      1.5296     5035.94     139.322           0
         G20      447.28       1.525     4696.35      137.01           0
         G21      473.71     1.45444     5365.61     118.878           0
         G22     540.467     1.55184     6882.32     150.018           0
         G23     394.343     1.64786     1179.15     56.0796           0
         G24     525.218     1.42325     5621.99     140.526           0
         G25     374.173     2.91375     5653.69     142.447           0
         G26     396.747     3.07219     6759.72      149.06           0
         G27     417.426     3.64936     3641.52     131.294           0
         G28     518.733     2.91952     3001.86     113.681           0
         G29     336.092     2.34967     6589.21     217.688           0
         G30     436.211      2.7715     6068.18     143.042           0
         G31     383.211     1.37165     3636.61     143.134           0
         G32     358.305     1.42675     5263.74     123.092           0
         G33     466.372     1.48351     3547.86     85.3932           0
         G34     509.914     1.54907     1423.65     67.5485           0
         G35     519.189      1.7132     5370.01     110.519           0
         G36     516.511     1.27318     3679.12     102.046           0
         G37     495.161     1.42647     4404.79     119.986           0
         G38     355.137     1.32322     4191.93     129.614           0
         G39     474.232     1.24799     4874.07     140.177           0
         G40      470.27      1.4449     6710.13     217.333           0
         G41     291.715     1.37681     5794.07     156.004           0
         G42     382.191     1.51872     4611.54     139.098           0
         G43      384.76      1.6415     4858.26     118.922           0
         G44     260.701     1.16303     1881.53     92.8147           0
         G45     324.288     1.37802     3717.77     113.516           0
         G46     325.543     1.48307     4888.69      118.91           0
         G47     239.144     1.04802     4587.91     133.027           0
         G48     212.008     1.19485     7786.73     251.207           0
         G49     432.057     1.38186      3814.4     102.009           0
         G50     348.019     1.24299     6217.73     141.866           0
         G51     378.747     1.37247     4493.79     122.109           0
         G52     542.333     1.53608     3705.44     105.307           0
         G53     328.483     1.21367     4958.14     146.393           0
         G54     378.661     1.35806     2781.39     80.0125           0
         G55     235.835     3.05009     3031.51     105.478           0
         G56     393.648     2.96878     4705.25     144.544           0
         G57     591.093     2.65089     1370.31     59.5988           0
         G58     580.138     3.20637     2832.73     106.808           0
         G59     600.565     3.18696     5809.56     145.448           0
         G60     509.284     2.58241     5237.26     167.818           0
         G61     376.298     1.27976     4398.22     134.033           0
         G62         298     1.29548     6825.41     193.709           0
         G63     434.743     1.38607     5020.86     132.671           0
         G64     495.233     1.12565     6245.81     158.174           0
         G65     370.765     1.78423     6677.27     178.116           0
         G66      462.72     1.54051     6689.42     139.531           0
         G67     397.407     1.15658     4546.03     114.752           0
         G68     374.166     1.22072     4208.25     96.0628           0
         G69     526.123     1.17652     7398.05     169.407           0
         G70     461.705     1.25808     6322.53     126.176           0
         G71     363.798     1.41729     4452.86     117.806           0
         G72     445.762     1.25897      4437.8     114.835           0
         G73     313.757     1.20019      5861.7     154.006           0
         G74     300.355     1.33183     6266.68      232.44           0
         G75     390.418     1.37317     4532.59     115.426           0
         G76     266.312     2.01806     6286.39     197.512           0
         G77     258.977     1.19028     7730.02     272.429           0
         G78     370.588     1.47031     4557.64     141.394           0
         G79     373.316     1.25899     4140.58     122.581           0
         G80     524.839     1.08121     4127.69     116.341           0
         G81     601.818     1.28756     3756.12     84.6767           0
         G82       500.9     1.22182     7702.77     161.965           0
         G83     340.853     1.36518     5229.39     157.319           0
         G84     560.418     1.17721     7132.91     157.608           0
         G85     379.026     2.74784     4696.73     121.813           0
         G86     367.362     3.36342     3977.33     143.842           0
         G87      501.94     2.95208     3659.59     118.519           0
         G88     479.028     2.21774     4831.69     148.536           0
         G89     626.079     2.70051     5313.62     204.457           0
         G90     544.107     2.43403     4004.64     115.544           0
         G91     419.259     1.61362     5492.27     129.798           0
         G92     544.336     1.55398     4892.38     145.301           0
         G93     328.769     1.73579     3777.32     122.468           0
         G94     383.323     1.48621     3529.06     111.738           0
         G95     404.187     1.57497     5019.23     121.785           0
         G96     499.895     1.40617     4514.45      94.849           0
         G97     533.468     1.20394     6105.03      161.67           0
         G98     437.218     1.10599     6069.27     167.314           0
         G99     646.429     1.17106     5950.43     183.586           0
        G100     492.352     1.69087     4255.52     126.086           0
        G101     643.495     1.81803     6831.49     130.279           0
        G102     442.368     1.26192     5590.39     116.438           0
        G103     482.885     1.69318     6170.19      161.13           0
        G104     376.854     1.29709     3933.79      130.31           0
        G105     531.241     1.48372     5954.95     145.149           0
        G106     434.641     1.51123     4844.63     138.552           0
        G107      365.63     1.11979           0           0           2
        G108     391.005     1.26941     3839.23     113.673           0
        G109      515.56     1.43232     6293.75     164.204           0
        G110     598.978     1.30451     6306.84      177.07           0
        G111     387.712     1.13795     3833.27     125.629           0
        G112      570.05      1.5299     3448.27     92.5209           0
        G113     525.401     1.18188      4894.5     134.675           0
        G114      509.78     1.28746     5808.53     150.589           0
        G115     529.596     2.31282     4141.54      122.44           0
        G116     513.823     2.80971     4179.37     114.106           0
        G117     369.112     3.36921     4134.36     100.939           0
        G118     449.121     2.78661     3216.82     89.9071           0
        G119     510.373     2.83365     2906.99     93.0314           0
        G120     365.021     2.27995      4504.5     107.418           0
        G121     520.594     1.75409     4516.85     96.7052           0
        G122     365.715     1.68456     2710.95     79.0105           0
        G123     453.982     1.74736     4154.95     98.0378           0
        G124     439.341     1.61767     3205.57     85.6664           0
        G125     289.842     1.56207     3011.94      83.331           0
        G126     416.642     1.34891     5379.32     146.624           0
        G127     413.881     1.20283     4167.82     92.1795           0
        G128      318.96      1.1461     3981.98     101.154           0
        G129     464.571     1.00761     3087.03     74.8714           0
        G130     258.532     1.29188     4113.01     98.0134           0
        G131      399.29     1.55702     5489.81     110.722           0
        G132      446.96     1.19841     5169.66     129.254           0
        G133      473.97     1.24586     3475.63     94.1002           0
        G134     273.119     1.36255     2884.32     94.4906           0
        G135     496.236     1.08598     3639.95       92.05           0
        G136     264.977     1.16135     4632.69     117.135           0
        G137     255.424     1.29019     3917.75     108.603           0
        G138     314.483     1.11441     5949.16      139.37           0
        G139       326.9     1.12269     3204.49       95.73           0
        G140     366.186     1.26628     3839.93      92.783           0
        G141     375.382      1.0247     4622.34     131.588           0
        G142     296.339     1.14448     5240.55      143.94           0
        G143       280.8     1.54489     5011.73     127.247           0
        G144     475.454     1.08208     3488.05      91.673           0
        G145     465.499      3.2742     4456.27     122.722           0
        G146     617.873     2.91714      7156.2     208.068           0
        G147     591.778     3.46695      4203.1     131.127           0
        G148     364.619     3.07226     4096.54     126.639           0
        G149     441.862     3.02253     5935.37     147.443           0
        G150     324.629     2.44005     4833.92     123.065           0
        G151     399.633     1.60902     5546.55     152.358           0
        G152     489.884     1.43537     2923.14      82.769           0
        G153      438.75     1.91934     3351.11      114.32           0
        G154     323.989     1.92549     6172.76     150.088           0
        G155     277.687     1.90255     5092.77     139.836           0
        G156     544.596     1.75004     3160.64      86.393           0
        G157     411.245     1.08334     5877.42      144.76           0
        G158     505.564     1.26966      5756.4     142.226           0
        G159     447.881     1.41724     4082.88     102.761           0
        G160     698.879     1.36589     4418.85     111.612           0
        G161     459.241     2.40374     4837.21     128.885           0
        G162     433.401      2.0299     3073.45      102.69           0
        G163     387.916     1.22214     4143.96     103.436           0
        G164      409.72     1.86929     3507.31     97.5328           0
        G165     455.568     1.69202     4117.86     120.066           0
