    REF_GAIN           0     1.09818    0.229423           3
          G1     623.498     1.80051     3130.29      75.849           0
          G2     664.751     1.64796     3178.79     91.7001           0
          G3     680.505     1.81725     4598.87      121.65           0
          G4     592.555     1.48155      3418.3     90.3111           0
          G5     538.791     1.34074     3545.33     111.982           0
          G6     511.178     1.48866     2929.91     88.0681           0
          G7     537.156     1.63573     2350.39     68.5728           0
          G8     544.121     1.54394     4757.09      113.57           0
          G9     644.566     1.44624     3178.35     70.9041           0
         G10     599.405     1.58032     3495.57     78.8238           0
         G11     452.721     1.66035     3760.48     93.2224           0
         G12     512.444      1.7666     2474.64     69.4663           0
         G13     608.464      1.8236     2131.34     62.7476           0
         G14     435.687     1.73505     2000.67     53.0571           0
         G15     529.511     1.62262      3828.7     80.2173           0
         G16     379.018     1.54927     3033.73     81.2758           0
         G17     311.035     1.82438     3898.27     125.466           0
         G18     381.756     1.47722     3201.97     126.151           0
         G19     562.857     1.79398     3268.52     95.5434           0
         G20      444.28     1.68214     2597.81     80.6088           0
         G21     471.565     1.61816     3230.85     77.2147           0
         G22      532.25     1.77828     4663.26     105.257           0
         G23     392.687     1.70972     797.147     29.0998           0
         G24     523.087     1.55524     3360.42     89.8582           0
         G25      371.81     3.22756      3281.2     89.3548           0
         G26     390.929     3.47267      4130.7     98.2447           0
         G27     413.942     3.88871     2146.99     78.9618           0
         G28     517.988     3.11657     1872.15     75.3066           0
         G29     330.906     2.60556     3914.98     140.656           0
         G30     431.647       3.067     3522.62     92.8581           0
         G31     540.102     1.49443     2220.28     78.8282           0
         G32     558.262     1.52648      3247.8     77.0179           0
         G33      731.37     1.50669     2392.65     51.4188           0
         G34      645.65     1.59644     1100.51     33.5522           0
         G35     706.179     1.77137     3284.01     68.4039           0
         G36     625.574     1.37857     2373.74     62.2978           0
         G37     491.479     1.49364     2609.71     72.5453           0
         G38     347.356     1.41236     2528.69     83.5726           0
         G39     469.212     1.37681     3092.05     92.5207           0
         G40     462.642      1.5594     3943.43     137.544           0
         G41     291.952     1.36577     3710.17     107.735           0
         G42     378.416     1.61766     2718.91      90.386           0
         G43     382.482     1.74785     2959.97     80.3301           0
         G44     256.454     1.22776     1116.73     55.9977           0
         G45     324.551     1.50029     2108.31     65.5191           0
         G46     320.911     1.57697     2761.93     72.2308           0
         G47     236.217      1.1254     2528.93     80.3273           0
         G48     208.315     1.23269     4652.58     167.526           0
         G49     430.562     1.58089     2164.62     59.8064           0
         G50     344.366     1.47051      3638.6     88.5179           0
         G51     379.998     1.52671      2743.2     78.8371           0
         G52     539.194     1.67046        2264     66.9551           0
         G53     326.368     1.33935     3075.87     100.294           0
         G54     377.561     1.41182     1572.03     43.9257           0
         G55     231.648     3.35048     1689.65     58.9475           0
         G56     390.965     3.26018     2600.52     84.9666           0
         G57      603.67     2.98614     1004.29     30.3511           0
         G58     580.824     3.55127     1870.49     72.9762           0
         G59      601.57     3.32384     3468.54     93.3181           0
         G60     507.628     2.84766     3169.09     106.231           0
         G61     492.838     1.35922     2589.39     80.5544           0
         G62     483.099     1.33457     4416.17     129.146           0
         G63      528.05     1.46175     2951.07     75.9469           0
         G64     576.665     1.14308      3856.5     99.3301           0
         G65     682.078     1.87555     4400.49     115.271           0
         G66     589.933     1.62203      4371.6     95.2092           0
         G67     394.988     1.20803     2591.48     68.3625           0
         G68     370.146     1.24551     2475.73     58.4087           0
         G69     525.699     1.30648     4465.16     109.674           0
         G70     459.397     1.32762     3845.13     81.3168           0
         G71     364.255     1.43945     2553.67     69.5635           0
         G72     455.109     1.27563     2610.84       71.12           0
         G73     311.139     1.29021     3352.98     96.2682           0
         G74     295.662     1.42084     3669.78     146.102           0
         G75      389.07     1.30832     2598.09     68.4395           0
         G76     261.755     1.21034     4485.26     140.882           0
         G77     253.934     1.25411     5890.49     210.551           0
         G78     369.471     1.45806     2721.03     93.4648           0
         G79     372.234     1.44067     2385.61     71.1923           0
         G80     524.819     1.15971     2438.37     67.3471           0
         G81     613.375     1.55259     2314.48      52.958           0
         G82     500.581     1.34841     4522.47      103.49           0
         G83     335.674     1.43078     3056.71     97.1788           0
         G84     562.067     1.32705     4227.21     99.2922           0
         G85     371.263     3.02351      2785.8      74.164           0
         G86     360.819     3.56966     2424.49     94.6846           0
         G87     498.954      3.2305     2189.84     67.4781           0
         G88     475.706     2.39109     2900.14     91.8371           0
         G89     627.454     2.96302     3286.75     136.254           0
         G90     545.275      2.7314     2420.09     66.8986           0
         G91     645.286     1.80526     3417.58     82.9912           0
         G92      643.13     1.66903     3022.72     90.3745           0
         G93     569.014     1.82322     2342.19     69.2644           0
         G94     604.758     1.52495     2324.41     66.5656           0
         G95     603.818     1.64501     3436.93     87.3155           0
         G96     646.027     1.54186     2823.81     59.9063           0
         G97     544.926     1.23895     3565.94     106.947           0
         G98     432.128     1.18021     3768.93     109.967           0
         G99     647.079     1.29759     3805.64     119.084           0
        G100     495.808     1.70316     2544.69     73.7877           0
        G101     650.058     1.93193     4048.54     83.0786           0
        G102     441.728     1.27986      3231.7     78.8472           0
        G103     499.366     1.58856      3635.6     102.941           0
        G104     377.585     1.34786     2225.48     74.4829           0
        G105     534.643       1.527     3586.41     90.5347           0
        G106     446.424     1.54599     2699.19     80.1946           0
        G107     365.923     1.17349     2395.09     66.2668           0
        G108     393.919     1.35318     2238.89     64.9764           0
        G109     518.498     1.62817     3934.85     109.047           0
        G110     600.606     1.41486     4133.92     121.323           0
        G111       390.5     1.24527        2325     78.7058           0
        G112     584.511     1.55816     2031.59     50.8956           0
        G113     524.592     1.23276     2763.02     77.9711           0
        G114     512.029     1.37221     3266.87     91.2087           0
        G115     530.998     2.68019     2446.49      66.851           0
        G116     519.315     3.21354     2387.57     66.3364           0
        G117      368.61     3.56478     2446.68     63.2578           0
        G118     451.186     3.01775     1919.11     48.4793           0
        G119     513.338     3.03153     1754.76     50.2782           0
        G120     368.445     2.48384     2528.14     60.6639           0
        G121     627.045     2.01126     2892.08     62.7461           0
        G122     673.071     1.80893     1911.92     44.4904           0
        G123     640.515     1.81913     2642.79      60.286           0
        G124     665.086     1.68828     2162.87     52.1034           0
        G125     540.662     1.72545     1956.78     47.7189           0
        G126     585.376     1.40631     3215.84     87.4919           0
        G127     413.477     1.29755     2355.76     52.2388           0
        G128     309.679     1.24427      2311.6     61.8716           0
        G129     463.272      1.1348     1799.61      40.959           0
        G130     245.356     1.35089     2363.12     63.2579           0
        G131     397.006     1.63176     2964.24     61.4337           0
        G132     444.747     1.30378     3019.65     79.0045           0
        G133     469.913     1.27892     2051.08     53.0659           0
        G134     267.391     1.49953     1693.32     56.8295           0
        G135     495.999     1.12185     2310.01     61.7063           0
        G136     257.331      1.1879     2605.21     71.6763           0
        G137     247.206     1.40306     2216.22      62.319           0
        G138     314.786      1.1531     3609.16     92.3602           0
        G139     318.141     1.30453     2005.23     63.4952           0
        G140      362.84     1.48851     2218.86     58.2343           0
        G141     371.376     1.19351     2757.28     85.1255           0
        G142     291.469     1.21003     3369.36     93.6131           0
        G143      271.99     1.61776     3093.23     83.6873           0
        G144      473.28     1.19555     2069.36     52.8405           0
        G145     460.897     3.58256     2902.16     82.6511           0
        G146     620.296     3.15016     4369.04      132.56           0
        G147     591.698     3.61768     2615.56     81.9016           0
        G148     366.335     3.02958     2440.37      84.468           0
        G149     440.105     3.19621     3612.93     95.7083           0
        G150     324.362     2.52395     2700.01     73.7387           0
        G151     618.326     1.74594     3730.12     103.503           0
        G152     610.143     1.55579     1992.17     50.0715           0
        G153      442.74     1.98832     1946.36     62.4325           0
        G154      323.07     1.81195     3340.85      88.492           0
        G155     271.474     1.82246     3108.93     92.7533           0
        G156     545.201     1.76817     1868.66     46.0988           0
        G157     409.005     1.15411     3658.02      95.074           0
        G158     507.644     1.30103     3222.74     85.2477           0
        G159      448.75     1.42569     2382.96      61.329           0
        G160     698.156      1.4331     2666.48      65.507           0
        G161     459.834     2.27427     2867.05     83.2818           0
        G162     434.286     1.97603     1830.21      60.087           0
        G163     383.482     1.19071     2355.99      61.765           0
        G164     408.991     1.84834     1978.44     54.7812           0
        G165     450.582     1.71716     2563.01     79.9433           0
        G166     267.207     1.20677     2423.01     68.7576           0
        G167     337.567     1.54991     2856.37     79.4512           0
        G168     361.945     1.55355     2826.75     75.9919           0
        G169     337.265     1.21668     2997.28     73.2283           0
        G170     514.972     1.89865     1806.28     47.7911           0
        G171      525.91     1.68274     2772.38     67.2545           0
        G172      342.39     1.34501     2570.89     67.9584           0
        G173     478.564     1.60467     2515.35     70.4726           0
        G174       605.9     1.59045     2679.91      78.093           0
        G175     353.056     3.59784     2539.01     70.2157           0
        G176     297.364     2.92666     2314.22     69.2584           0
        G177     559.327     3.41326     1988.24      79.203           0
        G178     442.851      3.2099     3300.96     88.3463           0
        G179     443.317     3.60538      2287.9     78.3338           0
        G180     462.762      2.6498     2436.44     65.2542           0
        G181     566.172     1.83257     2469.14      66.812           0
        G182     259.641     1.79276     1819.78     45.5891           0
        G183     466.889     1.85081      1897.8     56.3346           0
        G184     404.901     1.79521     3002.89     73.0795           0
        G185     634.301     1.79664     2285.47     63.3419           0
        G186     597.976     1.84524     1806.39     49.8955           0
