    REF_GAIN    0.521142     1.23063    0.246701           2
          G1     501.661     1.62494     5286.11     134.026           0
          G2     649.749     1.56626     4650.73     131.194           0
          G3     452.941     1.71984     6789.37     162.493           0
          G4     513.608     1.43549     5501.05     138.077           0
          G5     304.662      1.2145     5419.35     162.607           0
          G6     421.423     1.39847     5134.24     141.766           0
          G7     539.624     1.56003     4208.54     120.855           0
          G8     547.665     1.55222     7338.81     164.819           0
          G9     644.733     1.28648     5576.07     115.506           0
         G10     598.135     1.54595     6040.37     121.365           0
         G11     451.296     1.66899     6202.31     134.446           0
         G12     512.824      1.6504     4790.48     127.306           0
         G13     610.654     1.75728     3684.96      115.96           0
         G14     438.803     1.77354      3355.6     90.2453           0
         G15     530.893     1.57403     6198.82     119.526           0
         G16     384.698      1.4439     8543.88      220.88           0
         G17     315.967     1.68962     6675.67     192.723           0
         G18     384.023     1.40953     5666.67       202.2           0
         G19     562.617     1.53866     4946.65     137.498           0
         G20     447.209     1.54375     4647.27     134.302           0
         G21     473.629     1.44581     5381.86      117.93           0
         G22     540.347     1.54305     6740.71     146.059           0
         G23     394.232     1.66646     1180.48     56.3889           0
         G24     525.159     1.42431      5610.2     137.568           0
         G25     374.102     2.87346     5657.19     138.973           0
         G26     396.681     3.06593     6661.64     147.813           0
         G27     417.392     3.65681     3593.93     129.467           0
         G28     518.749     2.90924     2960.03     113.732           0
         G29     336.184     2.28351     6553.42      215.32           0
         G30     436.115     2.75924     6051.78     142.692           0
         G31      383.28     1.38653      3625.5     140.368           0
         G32     358.328     1.42603      5241.7     118.374           0
         G33     466.516     1.47412     3570.72     84.1716           0
         G34     510.026      1.5155     1422.78     67.2649           0
         G35     519.238     1.71048     5363.68     107.121           0
         G36     516.529     1.27464     3736.28     101.985           0
         G37     495.103     1.41722     4367.38     118.606           0
         G38     355.189      1.3523     4133.98     125.521           0
         G39     474.165     1.23567     4796.32     133.611           0
         G40     470.303      1.4771     6605.93     210.197           0
         G41     291.674     1.37179     5669.59     156.029           0
         G42     382.166     1.56394     4550.53     137.347           0
         G43     384.678     1.64115     4822.03     122.657           0
         G44     260.671     1.14227     1856.27     90.9686           0
         G45     324.306     1.38315     3706.34     111.923           0
         G46     325.567      1.4335     4868.24     116.731           0
         G47     239.059     1.07768     4546.07     133.617           0
         G48     211.983     1.22394     7639.18     243.267           0
         G49      432.02     1.36774     3789.04     103.604           0
         G50     348.005     1.26345     6140.38     135.837           0
         G51     378.676       1.382      4456.5     122.156           0
         G52      542.29     1.53321      3677.7     104.146           0
         G53     328.221     1.27888     4864.24     141.598           0
         G54     378.494     1.34791     2766.56     78.2051           0
         G55     235.795      3.0397     3024.32     103.747           0
         G56     393.525     3.00152     4669.08     144.935           0
         G57     590.899     2.65698     1374.05     59.9652           0
         G58      580.03     3.22519     2790.82     106.737           0
         G59      600.49     3.16107     5796.24     146.321           0
         G60     509.172     2.57949     5188.78     159.278           0
         G61     376.463     1.30595     4361.93     128.568           0
         G62     298.173     1.30141     6656.94     191.138           0
         G63      434.82     1.38593     5029.62      129.95           0
         G64     495.323     1.12347     6183.93     158.035           0
         G65     370.624     1.78503      6639.8     173.141           0
         G66     462.903     1.55143     6609.31     140.361           0
         G67     397.376     1.13114     4541.46     113.344           0
         G68     374.093     1.21619     4225.98     93.7721           0
         G69     526.048     1.20195     7366.93     164.467           0
         G70      461.61     1.28221     6280.46     123.511           0
         G71     363.856     1.45217      4407.3     112.457           0
         G72      445.72     1.25494     4396.22     112.329           0
         G73      313.74     1.19467     5809.24     149.566           0
         G74       300.4     1.32327     6194.67     225.964           0
         G75     390.503     1.38705     4527.44     117.885           0
         G76     266.444     2.01118     6139.65     186.348           0
         G77     258.947     1.20587      7579.7      269.04           0
         G78     370.533      1.4738     4560.46     144.759           0
         G79     373.263     1.24902     4117.79     121.051           0
         G80     524.881     1.05585     4116.05     115.736           0
         G81     601.646      1.2966     3714.24     82.6181           0
         G82     500.842     1.25961     7562.95     157.752           0
         G83     340.859     1.37701     5223.12     155.663           0
         G84     560.306     1.20027     7064.18      151.93           0
         G85      378.93     2.70235     4681.67     120.807           0
         G86      367.25     3.31669     3973.97     144.835           0
         G87     501.917     2.91718      3666.4     117.438           0
         G88     478.948      2.2145     4800.59     145.389           0
         G89      625.98     2.72733     5243.81     203.106           0
         G90     544.034     2.46814     3976.87     110.124           0
         G91     419.263     1.60652     5404.71     125.996           0
         G92     544.347     1.50795     4839.03     145.344           0
         G93     328.924     1.78107     3760.18     123.183           0
         G94     383.402     1.48385     3520.34      109.94           0
         G95     404.228     1.56311     4929.67     119.402           0
         G96     499.945     1.40111     4517.54     96.8675           0
         G97     533.394     1.19845     6033.56     163.998           0
         G98     436.897     1.09512     5998.66     165.971           0
         G99     646.362     1.17262     5894.55     182.045           0
        G100     492.366     1.72551     4229.39     123.698           0
        G101     643.437     1.78959     6768.58     129.955           0
        G102      442.31     1.30364     5562.13     118.547           0
        G103     482.841     1.68387     6130.44     160.178           0
        G104     376.848     1.29088     3906.64       127.1           0
        G105     531.211      1.5123      5891.5     142.101           0
        G106     434.567     1.55777     4842.84     137.989           0
        G107     365.599     1.12703           0           0           2
        G108     390.927     1.27155     3813.46     114.513           0
        G109     515.352     1.41677     6252.05     163.446           0
        G110     598.955     1.30717     6220.68     173.165           0
        G111     387.675     1.12584     3813.99     124.128           0
        G112     569.877     1.56401     3448.09     89.6836           0
        G113      525.35     1.20033     4866.87     134.472           0
        G114     509.752     1.30695     5762.08     149.049           0
        G115     529.501     2.32423     4139.89     121.591           0
        G116     513.781     2.81081      4149.3     111.362           0
        G117     369.015     3.40402     4131.75     98.5376           0
        G118     449.048     2.78336     3235.52     89.2997           0
        G119     510.245     2.85346     2899.73     93.7913           0
        G120     364.899     2.32008      4500.7     104.979           0
        G121     520.669     1.75782     4451.59     95.2815           0
        G122     365.858     1.66347      2711.6      78.634           0
        G123     454.174     1.76114        4125     98.9937           0
        G124     439.379     1.59346     3202.39     84.9988           0
        G125     290.075     1.61189     3001.75      79.796           0
        G126     416.792     1.34302     5332.86     141.549           0
        G127     413.799     1.19232     4164.87     90.9188           0
        G128     318.791     1.14577     3952.15     100.961           0
        G129     464.466    0.998365     3073.69     73.3584           0
        G130     258.414     1.29036     4051.83     98.2212           0
        G131     399.289     1.55778     5459.01     106.285           0
        G132     447.168     1.21949     5137.53     126.162           0
        G133     473.949     1.22284     3481.24      93.414           0
        G134      273.24     1.34394     2864.29       90.34           0
        G135     496.269     1.08744     3587.52     91.4205           0
        G136     264.946     1.16915     4606.84     112.765           0
        G137     255.443     1.30879     3950.29     108.945           0
        G138     314.413     1.09495        5842       136.5           0
        G139     326.767     1.11864     3135.57     94.3296           0
        G140     366.158     1.32306     3825.93     90.8641           0
        G141     375.298     1.00688     4562.13     127.688           0
        G142     296.208     1.16769     5132.59      137.34           0
        G143     280.538     1.58132     4939.11     125.061           0
        G144     475.434     1.09251     3476.96     87.3229           0
        G145     465.525     3.26814     4388.85     119.906           0
        G146     617.782      2.9577     7050.32     208.766           0
        G147     591.689     3.47001     4208.05     130.816           0
        G148     364.466     3.12493     4073.86     125.919           0
        G149     441.832     3.00713     5843.49     142.153           0
        G150     324.532      2.4472     4793.07     121.185           0
        G151     399.757     1.60073     5500.75     150.274           0
        G152     490.041     1.42772     2909.25     83.7755           0
        G153     438.791     1.90349     3327.15     111.002           0
        G154     324.225      1.9193     6131.86      148.15           0
        G155     277.792     1.95247     4994.87     135.948           0
        G156     544.703      1.7317     3168.45     85.8474           0
        G157     411.184     1.10147     5783.13     139.571           0
        G158     505.371     1.26729     5701.88     139.927           0
        G159     447.739     1.40219     4083.88     103.755           0
        G160     698.886     1.37833     4404.29     111.022           0
        G161     459.268     2.41317      4780.8     126.059           0
        G162     433.254     2.02551     3057.91     100.635           0
        G163     387.918     1.21844     4120.98     101.702           0
        G164     409.779     1.89095     3507.74     96.5485           0
        G165     455.634     1.72524     4057.62     119.422           0
        G166       271.7     1.18868     4289.45      112.94           0
        G167      337.19     1.58568     5122.15     135.372           0
        G168     362.069     1.63827      4830.7     118.682           0
        G169     339.448     1.09684     4632.16     105.753           0
        G170     516.019     1.78597     2926.43     87.3756           0
        G171     526.468     1.88576     4500.72     106.675           0
        G172     344.661     1.26286     4678.03     119.413           0
        G173     477.603     1.52715     4066.99     115.088           0
        G174     605.872     1.40402     4273.02     120.752           0
        G175     353.663     3.32194     4560.68      119.31           0
        G176     321.619     2.65019     4026.14     112.204           0
        G177     556.199     3.12553     3261.62     139.884           0
        G178     443.659      3.0246     5584.48     137.042           0
        G179     443.029     3.30968     3629.81     119.746           0
        G180     461.597     2.42877      3487.1     87.6777           0
