    REF_GAIN    0.521185     1.23055    0.247322           2
          G1     501.483     1.64175     5325.49     134.176           0
          G2      649.66     1.56993     4684.93     133.065           0
          G3     452.903     1.74247     6818.83     165.494           0
          G4     513.527     1.42615     5561.14     141.533           0
          G5     304.535      1.1855     5467.23     168.095           0
          G6     421.278     1.36846     5144.94     142.419           0
          G7     539.623     1.56302     4244.88     123.394           0
          G8     547.606     1.55596     7389.58     159.815           0
          G9     645.332     1.35011     5739.68     120.636           0
         G10     598.099      1.5658     6162.96     126.506           0
         G11     451.326      1.6528     6327.28     138.534           0
         G12     512.829     1.63199     4810.36     127.608           0
         G13     610.692     1.76004     3798.74     120.079           0
         G14     438.842     1.73763     3403.45     93.8718           0
         G15     530.977     1.56918     6379.06      123.34           0
         G16      384.71     1.41795     8613.38     216.279           8
         G17      315.94     1.68616     6715.49     198.477           0
         G18     383.984     1.40717     5686.99     204.801           0
         G19     562.713     1.62526     4987.58     135.117           0
         G20     447.154     1.61405     4634.84      135.86           0
         G21     473.649     1.53302     5535.03     119.541           0
         G22     540.387     1.57631      6811.9     147.263           0
         G23     394.394     1.65931     1186.25      56.676           0
         G24     525.223     1.44056     5731.89     139.361           0
         G25     374.114     2.89915     5784.35     145.638           0
         G26     396.651     3.13661     6725.24      144.83           0
         G27     417.358     3.61067     3622.06     127.417           0
         G28     518.773     2.89057     2965.72     112.412           0
         G29       336.1     2.35641     6639.24     212.898           0
         G30     436.169     2.78066     6143.53     144.333           0
         G31     383.169     1.36416     3648.13     140.873           0
         G32     358.362     1.41598     5275.36     122.011           0
         G33     466.064      1.4855     3688.96     87.2667           0
         G34     509.744     1.51929     1434.32      67.384           0
         G35     519.073     1.69125     5439.21     111.673           0
         G36     516.446     1.26306     3841.26      103.95           0
         G37     495.145     1.42357     4386.69     119.116           0
         G38     355.153     1.35021     4168.45     128.559           0
         G39     474.115     1.22807     4834.55     134.707           0
         G40      470.26     1.49793     6634.53     212.704           0
         G41     291.593     1.38044     6020.22      163.53           0
         G42     382.232     1.57291     4608.04     142.371           0
