    REF_GAIN           0     1.09755    0.229183           3
          G1     623.712     1.80483     3107.55     76.9592           0
          G2     664.965     1.65968     3115.97     86.8821           0
          G3     680.749     1.84107     4565.59     116.362           0
          G4     592.745     1.48269     3379.72      88.429           0
          G5     538.821     1.32889      3504.1     106.554           0
          G6     511.382     1.50385     2886.25      86.204           0
          G7     537.223     1.60261      2342.9     68.0574           0
          G8     544.194     1.53393     4615.26     105.874           0
          G9     644.645     1.44619     3111.08     67.5198           0
         G10     599.509     1.59204     3463.23      76.892           0
         G11     452.772     1.67855     3677.57     88.1676           0
         G12     512.407     1.75648     2452.54     69.4704           0
         G13     608.504     1.74763     2097.84     62.2195           0
         G14      435.67     1.67055     1991.57     53.4846           0
         G15     529.598     1.61767     3692.59     75.6188           0
         G16     379.083     1.52338     2969.84     76.4759           0
         G17     311.128     1.78901     3849.24     123.614           0
         G18     381.922     1.46852     3161.32     123.792           0
         G19     562.603     1.79577     3197.46     89.2268           0
         G20     444.152     1.69977     2588.78     78.8847           0
         G21     471.561     1.63735     3148.87     74.2959           0
         G22      532.34     1.79208     4494.94     99.8204           0
         G23     392.729     1.73804      792.81     28.1857           0
         G24     523.089     1.52274     3288.19     84.8332           0
         G25     371.774     3.25245     3207.41     85.0541           0
         G26     390.952     3.45811     4019.24     93.6782           0
         G27     413.928     3.82211     2136.45     79.8572           0
         G28     518.026     3.11034     1867.44     71.1945           0
         G29     330.808     2.56893     3819.27     134.909           0
         G30     431.686     3.03164     3450.73      88.212           0
         G31     540.286     1.49824     2209.18     78.6125           0
         G32      558.47     1.52812     3209.17     73.7847           0
         G33     731.359     1.50349     2345.98     50.1913           0
         G34     645.746     1.61874     1098.83     33.8729           0
         G35     706.324     1.76164     3251.52     65.9293           0
         G36     625.715      1.3778     2324.33     60.1834           0
         G37     491.459     1.50478     2603.78     71.6642           0
         G38     347.275     1.36865     2498.56     81.7885           0
         G39     469.266     1.35037     3052.66     91.0852           0
         G40     462.757     1.56082        3885     134.049           0
         G41      292.01     1.34545     3622.01     103.243           0
         G42     378.437      1.5962     2705.51     88.2119           0
         G43     382.575     1.75667     2928.76      79.153           0
         G44     256.484     1.18852      1115.4     56.3643           0
         G45     324.802      1.4787     2088.37      66.709           0
         G46     321.091     1.54524     2749.97     69.8484           0
         G47     236.208     1.10129     2491.23     78.2959           0
         G48     208.322     1.20863     4572.55     160.457           0
         G49     430.439     1.58275     2148.21      58.276           0
         G50     344.355     1.48343     3615.43     86.4675           0
         G51      379.96     1.52287     2712.52     77.2845           0
         G52     539.157     1.65721     2254.02     66.0568           0
         G53     326.439     1.37508     3009.87     92.5716           0
         G54     377.796     1.43256     1561.27     43.3246           0
         G55     231.721     3.35442     1674.45     57.9185           0
         G56     391.078     3.21844     2600.41      84.257           0
         G57     603.707     2.96501     998.437     29.3085           0
         G58     580.887     3.54835     1851.51     71.4768           0
         G59     601.578     3.29854     3406.06     87.4228           0
         G60     507.648     2.83604      3134.4     105.514           0
         G61     492.647      1.3392     2570.91     79.4767           0
         G62     482.994     1.32668     4328.17     122.814           0
         G63     528.103     1.44795     2911.34     74.5697           0
         G64     576.738     1.14179     3772.59     95.4102           0
         G65     682.047     1.89642     4271.56     109.908           0
         G66     589.872     1.65366        4264     90.3875           0
         G67     394.899     1.21942     2560.96     65.6093           0
         G68     370.153     1.23264     2421.77     57.8684           0
         G69     525.744      1.3326     4354.66     104.094           0
         G70      459.37     1.32699     3742.24     75.9644           0
         G71     364.329     1.46575     2536.93     70.6159           0
