    REF_GAIN           0     1.09723    0.229013           3
          G1     622.762     1.80157      3118.7     77.7694           0
          G2     663.864     1.65551      3121.8     87.6991           0
          G3     679.562     1.80846     4559.93     117.346           0
          G4     591.489     1.49334     3390.85     89.0733           0
          G5     538.484      1.3543     3495.52     109.327           0
          G6     510.593     1.51038     2933.14     88.2964           0
          G7     537.076      1.6089     2347.67     68.7981           0
          G8     544.193     1.52067      4637.7     107.431           0
          G9     644.347     1.47594     3133.41     69.9682           0
         G10     599.163     1.58418     3473.35     76.4157           0
         G11      452.25     1.64197     3689.52     90.3026           0
         G12     512.214     1.76711     2480.11      69.329           0
         G13     608.014     1.77793     2114.45     62.2839           0
         G14     435.433      1.6879     1987.72     53.9536           0
         G15     528.697     1.64705     3712.45     77.2628           0
         G16     378.853     1.54691     2977.71     76.9488           0
         G17     310.778     1.81556      3860.8     123.302           0
         G18     381.171     1.51933     3201.24     123.371           0
         G19      562.92     1.81371      3207.1     91.5873           0
         G20     444.169     1.71167      2621.8     79.6785           0
         G21     471.254     1.66465     3162.03     72.6547           0
         G22     532.385      1.7788        4513      100.93           0
         G23       392.9     1.68836     797.499     29.2292           0
         G24     522.907     1.51861     3298.81     85.8085           0
         G25     371.442     3.26928     3226.81     86.5827           0
         G26     390.454     3.49862     4037.85     94.8817           0
         G27      413.12     3.90836     2138.17     77.5086           0
         G28     517.265      3.1584     1863.26     74.8368           0
         G29     330.876     2.58748     3848.39     136.781           0
         G30     431.597     3.08317     3474.53     89.4498           0
         G31     539.599      1.5096     2211.16     77.5942           0
         G32     557.561      1.5001     3219.19       75.34           0
         G33     731.283      1.5054     2350.86     50.0281           0
         G34     645.286     1.57184     1098.82     34.0298           0
         G35     705.684     1.72029     3255.25      66.874           0
         G36     624.962     1.28986     2347.59     59.7343           0
         G37      491.37     1.50568     2602.89     71.6388           0
         G38     347.671     1.40574     2565.32      83.099           0
         G39     469.353     1.39305      3058.5     92.4959           0
         G40     462.442      1.5475     3930.65     134.857           0
         G41     291.809     1.32785     3621.81     102.803           0
         G42     378.409     1.56203     2697.79     89.3252           0
         G43     381.785     1.74884     2937.54     78.7597           0
         G44     256.038     1.24084     1116.84     55.8854           0
         G45     323.973     1.48357      2110.3     67.2412           0
         G46     320.545     1.57716      2753.4     68.4126           0
         G47     236.069     1.13407      2500.4     77.3746           0
         G48     208.283      1.2421     4578.39     163.528           0
         G49     430.163     1.60938     2151.43     58.0602           0
         G50     344.867     1.49071        3625     88.7915           0
         G51     380.076     1.56822     2717.07     76.9343           0
         G52     539.205     1.64662     2265.79     68.0153           0
         G53     326.847     1.29003     3022.26     93.7151           0
         G54     378.155     1.42794     1582.58     42.9629           0
         G55     231.318     3.38133     1681.53     58.9007           0
         G56     390.254     3.25501      2602.4     80.9608           0
         G57     604.014     3.00119     999.341     29.2385           0
         G58     580.643       3.592     1855.01     71.4133           0
         G59     601.168     3.41537     3414.42      91.923           0
         G60     507.047     2.89836     3138.57     100.616           0
         G61     492.994     1.35916     2588.11     78.9457           0
         G62     483.039     1.33477      4341.8     124.464           0
         G63     527.995     1.45297     2919.45      74.672           0
         G64     576.515     1.12041     3790.59     98.5443           0
         G65     682.443      1.8815     4292.23     111.796           0
