    REF_GAIN           0     1.09662    0.228996           3
          G1      622.75     1.82681     3125.43       78.11           0
          G2     663.761      1.6606     3107.42     89.6536           0
          G3     679.437     1.78907     4542.54     117.278           0
          G4     591.441     1.50581     3403.81     90.7156           0
          G5     538.415     1.33888     3502.96     108.454           0
          G6     510.498     1.47339     2948.84     87.5785           0
          G7     536.953      1.6242     2354.63     68.5754           0
          G8     543.937     1.52696     4659.08     108.931           0
          G9     644.238     1.46843     3187.48     69.5377           0
         G10     599.127     1.62047     3489.53     75.6308           0
         G11      452.21     1.66629     3711.49     89.0649           0
         G12     512.299     1.77173     2503.01     70.0217           0
         G13     608.075     1.78171     2140.73      63.012           0
         G14     435.424      1.6881     1994.99     53.7175           0
         G15     528.818     1.59083     3766.32     78.3202           0
         G16     378.855     1.57445     2975.34     78.3264           0
         G17     310.831     1.88849     3862.54     125.972           0
         G18     381.171     1.52935     3203.93     123.689           0
         G19     562.971     1.85893     3202.64     89.7153           0
         G20      444.17     1.75576     2617.39     79.5073           0
         G21     471.275     1.67235     3199.63     74.2339           0
         G22     532.377     1.77141     4510.95     104.243           0
         G23     392.878     1.71871     799.955     28.1973           0
         G24     522.874     1.51577     3329.97     87.1828           0
         G25     371.497     3.27291     3259.87     86.9766           0
         G26     390.556     3.51093     4049.87     97.3929           0
         G27      413.18     3.92905     2133.63     79.5028           0
         G28     517.294     3.18058     1865.52     72.7017           0
         G29     330.788     2.59463     3872.36     135.635           0
         G30     431.518     3.11392     3501.36     89.3879           0
         G31     539.542     1.49379     2215.86     75.9448           0
         G32     557.465     1.50534      3225.4     74.0431           0
         G33     731.231     1.47986     2384.13     50.0678           0
         G34      645.23     1.58886     1099.52     34.2941           0
         G35     705.616     1.72346     3267.19     66.5996           0
         G36     624.882     1.32734     2376.78     61.5013           0
         G37      491.17     1.50674     2604.49     71.7053           0
         G38     347.609     1.37454     2559.24     83.1989           0
         G39     469.358      1.3967     3056.33      90.215           0
         G40     462.449       1.575     3928.22     132.021           0
         G41     291.849     1.36716        3624     103.502           0
         G42     378.498     1.60385     2701.78     89.6671           0
         G43     381.852     1.69675     2941.85     78.2707           0
         G44     256.072     1.22151     1116.36     55.2984           0
         G45     324.172     1.47156     2118.12      67.253           0
         G46     320.489     1.58983     2758.77     70.7779           0
         G47     236.124     1.15828     2509.25     78.9637           0
         G48     208.319       1.252     4577.67     164.568           0
         G49      430.19     1.66585     2158.21     59.6112           0
         G50     344.802     1.51126     3626.14     88.5412           0
         G51     380.021     1.58591     2718.64     78.1951           0
         G52     539.132     1.63347     2268.77     67.1761           0
         G53     326.589     1.31549     3018.01     93.6771           0
         G54     378.026     1.44847     1586.63     42.6858           0
         G55     231.239     3.39164     1691.91     58.5853           0
         G56     390.219     3.33852     2602.36     83.5503           0
         G57     604.085     2.99913      1001.6     30.1099           0
         G58     580.574     3.61176     1857.34      71.567           0
         G59      601.23     3.39677      3438.1     91.4828           0
         G60      507.03     2.92665     3148.81     103.898           0
         G61     492.944     1.35473     2597.12     78.2337           0
         G62     482.999      1.3182     4308.36      123.87           0
         G63      527.97      1.4626     2939.99     75.7758           0
         G64     576.456      1.1278      3795.2      95.777           0
         G65     682.434     1.91218     4316.71     112.324           0
         G66     590.154     1.65886     4284.17      91.472           0
         G67     394.718     1.20624     2583.07     66.9966           0
         G68     370.047     1.23806     2460.38     59.1643           0
         G69     525.726      1.3332      4408.1     107.835           0
         G70     459.513     1.32192      3779.5     79.3663           0
         G71     364.226     1.47158     2557.77     70.7889           0
         G72     456.094     1.27652     2572.34     66.3654           0
         G73     310.685     1.27316     3330.05     92.6973           0
         G74     295.334     1.40643     3636.58     141.548           0
         G75     389.057     1.30169     2598.14     68.3462           0
         G76     261.297     1.22948     4312.94     139.357           0
         G77     253.661      1.3475      5694.1     200.478           0
         G78     369.264     1.45818     2702.79      88.902           0
         G79      372.02     1.51453     2377.96     71.0556           0
         G80     524.531     1.21847     2428.73     65.5816           0
         G81     614.406     1.48807     2311.65     51.8779           0
         G82     500.672     1.31033     4477.68     102.988           0
         G83     335.858     1.41101     3031.15     98.7225           0
         G84     562.025     1.32273     4174.39     96.9723           0
         G85     371.326     3.07454     2769.22     74.7932           0
         G86     360.697     3.63508     2408.75     93.1977           0
         G87     498.651     3.30062     2182.18     67.8819           0
         G88     475.234     2.44318     2867.72     89.1886           0
         G89     627.685     3.02245     3263.66     129.104           0
         G90     545.506     2.74375     2423.78     65.4769           0
         G91     645.377     1.81355      3408.1     82.7248           0
         G92     642.971     1.67956     3001.49     90.6833           0
         G93      569.31     1.84568     2332.75     67.3848           0
         G94     604.955     1.54902     2314.44     66.3339           0
         G95     603.952     1.67005     3358.21      81.978           0
         G96     646.043     1.54697     2814.02      59.053           0
         G97     545.177     1.27587     3560.59     102.599           0
         G98     432.051     1.18274     3707.44     107.716           0
         G99      646.95     1.31295     3792.51     117.979           0
        G100     495.832     1.69246     2540.72     74.2773           0
        G101     650.214     1.96049     4012.14     81.4249           0
        G102     441.728     1.29049     3220.71     75.9743           0
        G103     499.481     1.60578     3598.89     100.658           0
        G104     377.241     1.34758     2201.26     72.7236           0
        G105     534.326     1.53815      3512.5     88.8319           0
        G106     446.802     1.56722     2701.84     79.8746           0
        G107     365.503     1.17568     2397.96     65.6808           0
        G108     393.765     1.33656     2231.51     64.7232           0
        G109     518.947     1.69637     3879.28     106.477           0
        G110     600.639     1.49787     4034.23      115.33           0
        G111     390.458      1.2686     2310.11      76.018           0
