    REF_GAIN    0.518573     1.22807    0.246709           2
          G1     501.426     1.65385     5174.89     130.919           0
          G2     649.725      1.5554     4654.16     132.285           0
          G3     452.957     1.70377      6775.4     167.588           0
          G4     513.611     1.43219     5393.91     137.325           0
          G5      304.51     1.18707     5349.83     160.712           0
          G6     421.311     1.39474     5009.97     139.912           0
          G7     539.668     1.53939     4150.17      121.34           0
          G8     547.808     1.53101     7163.36     159.759           0
          G9     645.407     1.34685     5384.68     115.569           0
         G10     597.965     1.59352     5958.88      121.18           0
         G11      451.34     1.68477     6079.57     134.285           0
         G12     512.747     1.64381     4636.97     123.212           0
         G13     610.755     1.73957     3582.92     113.029           0
         G14     438.882     1.70964      3331.3     90.3654           0
         G15     531.012     1.55186     6021.17     115.561           0
         G16     384.656     1.47576     8475.84     217.858           0
         G17     315.908     1.73592      6611.6     192.576           0
         G18     384.017     1.46056     5539.39     205.076           0
         G19     562.715     1.63386     4942.53     139.826           0
         G20     447.212     1.62195     4565.04     134.842           0
         G21     473.727     1.53033     5241.71     114.294           0
         G22     540.401     1.53136        6678     146.758           0
         G23     394.266      1.6446     1172.11     55.4803           0
         G24     525.195     1.43041     5497.48     135.022           0
         G25     374.006     2.85954     5555.46     138.705           0
         G26     396.607     3.04939     6591.01     148.592           0
         G27     417.397     3.62034     3573.49     128.958           0
         G28      518.72     2.91176     2945.47     111.825           0
         G29     336.024     2.33048     6427.13     212.721           0
         G30     436.111     2.74218     5926.69     138.714           0
         G31     383.238     1.36282     3596.42     139.963           0
         G32     358.372     1.44465     5137.11     116.291           0
         G33     466.002     1.46324     3484.33     82.8678           0
         G34     509.678     1.50093     1414.54     66.6208           0
         G35     519.024     1.66444     5295.54     107.751           0
         G36     516.453     1.23756     3599.89     98.1739           0
         G37     495.293     1.42562     4349.03     118.384           0
         G38     355.354     1.36285     4137.96     126.642           0
         G39     474.213     1.23159     4765.22     132.584           0
         G40     470.229     1.49007      6539.8     210.686           0
         G41     291.627     1.37808      5793.7     152.076           0
         G42     382.215     1.52925      4515.8     134.627           0
         G43     384.719     1.59207     4763.86     117.315           0
         G44     260.729     1.15226     1852.07     89.5297           0
         G45     324.358     1.36805     3613.59     109.684           0
         G46     325.521     1.48826     4821.67     113.642           0
         G47     239.121     1.08629     4496.05     128.932           0
         G48     211.992       1.288     7585.35     239.082           0
         G49     432.087     1.43195     3756.33     101.864           0
         G50     347.977     1.34448     6109.62     136.726           0
         G51     378.651     1.46227        4421     118.043           0
         G52     542.295     1.53077     3636.67     105.149           0
         G53     328.366     1.26449      4841.2     143.214           0
         G54     378.413     1.36092     2695.17      76.983           0
         G55     235.758     3.00761     2986.18     100.602           0
         G56     393.539     2.91928      4631.8     142.851           0
         G57     590.893     2.60314     1366.66     59.8645           0
         G58     579.987     3.17291     2761.24     104.098           0
         G59      600.47     3.15494     5698.21     142.212           0
         G60     509.245     2.57396      5142.1     161.579           0
         G61     376.239      1.2628     4308.46      127.97           0
         G62     297.883     1.29292     6622.15     192.116           0
         G63     434.655     1.39359     4945.12     127.722           0
         G64     495.177     1.12909     6101.67     152.783           0
         G65     370.547     1.77542     6512.35     171.281           0
         G66     462.525     1.54087     6521.48     135.725           0
         G67     397.491     1.15077     4462.92     108.902           0
         G68     374.198     1.22825      4133.9     91.4508           0
         G69     526.106      1.1532     7280.15      162.48           0
         G70     461.649     1.27946     6161.72     121.857           0
         G71     363.829     1.46092     4375.63     112.142           0
         G72     445.723     1.24551     4363.38     111.857           0
         G73     313.844     1.19972     5700.32     147.502           0
         G74     300.405     1.30694     6286.45     229.993           0
         G75     390.295      1.3669     4451.37      114.88           0
         G76     266.075     1.85563     6118.47      188.42           0
         G77     258.939     1.19841     7592.46     268.791           0
         G78     370.566      1.5297     4453.93     142.294           0
         G79     373.418     1.33936     4083.82     120.444           0
         G80     524.857     1.12191     4068.72     113.975           0
         G81     601.533     1.37111     3696.87     80.9892           0
         G82     500.928      1.2386     7522.07      156.16           0
         G83     340.902     1.37347     5128.79      153.43           0
         G84      560.27     1.19893     6994.69     153.641           0
         G85     378.929     2.71791     4618.08     119.766           0
         G86     367.228     3.29624     3889.79     143.128           0
         G87     501.862     2.92763     3597.82     112.309           0
         G88     478.997     2.19851     4743.06     146.101           0
         G89     625.852     2.65622     5204.67     200.742           0
         G90     544.016     2.43782     3905.78     109.636           0
         G91     418.911     1.59473     5364.96       125.9           0
         G92     544.126     1.51965     4803.24     142.218           0
         G93     328.564     1.75028     3726.61     122.446           0
         G94     383.211     1.44876     3483.73     108.988           0
         G95     403.924     1.55356     4885.89     118.131           0
         G96     499.687     1.40968      4417.9     92.7067           0
         G97     533.343     1.20388     5956.23     159.544           0
         G98     437.074     1.11001     5938.53     159.636           0
         G99     646.408      1.1484      5836.4     179.296           0
        G100     492.329      1.6771     4182.99     124.396           0
        G101     643.556     1.81412     6714.34     126.584           0
        G102     442.301     1.29568     5414.08     113.774           0
        G103     482.837     1.68972     6052.31     159.262           0
        G104     376.903     1.28846      3876.2     124.261           0
        G105     531.165     1.49762      5939.3     139.505           0
        G106     434.507     1.55575     4771.57     138.057           0
        G107     365.631      1.1359           0           0           2
        G108     390.878     1.36092     3788.74     115.042           0
        G109     515.408     1.50574     6194.47     160.297           0
        G110     598.938     1.39725     6135.91     171.913           0
        G111     387.699     1.18586     3779.48     120.737           0
        G112     569.798     1.54185      3379.2     89.9445           0
        G113     525.329     1.20426     4800.87      132.25           0
        G114     509.743     1.28502     5697.05     146.554           0
        G115     529.396     2.27155     4097.92     122.371           0
        G116     513.666     2.75485     4122.65     113.441           0
        G117     368.831     3.37176     4033.34     95.8851           0
        G118     448.836      2.6817     3168.94     87.7003           0
        G119     510.104     2.77753     2875.51     90.5041           0
        G120     364.831     2.25213     4414.44     103.002           0
        G121      520.35     1.72003     4435.54     96.2387           0
        G122     365.646     1.67718     2676.86     77.0345           0
        G123     453.817     1.76505     4085.27     96.7257           0
        G124     439.134     1.60962     3156.74     85.3201           0
        G125     289.806     1.56377     2950.85     80.3604           0
        G126     416.628     1.32464      5271.7     141.416           0
        G127     413.646     1.18793     4096.58     89.4477           0
        G128     319.138     1.14269     3909.42      98.617           0
        G129     464.546      1.0028      3022.4     71.6203           0
        G130     258.398     1.26856     4018.43     96.4712           0
        G131     399.245     1.55234     5347.26     105.627           0
        G132     447.601     1.21419     5053.74     127.364           0
        G133     473.995     1.22267      3431.9     94.5227           0
        G134     273.293     1.32807     2830.82     91.3362           0
        G135      496.33     1.06691     3548.11     89.7541           0
        G136     264.997     1.19701     4546.44      111.47           0
        G137     255.483     1.30458     3847.29     104.524           0
        G138     314.427     1.18095     5845.61     136.662           0
        G139     326.739     1.21795     3156.63     96.8756           0
        G140     366.122     1.36105     3759.47     90.6898           0
        G141     375.245     1.06381     4564.02     130.155           0
        G142     296.336     1.15152     5117.47     140.599           0
        G143     280.735     1.57347     4919.42     125.538           0
        G144     475.509     1.09944     3433.46     90.4601           0
        G145     465.216     3.23337     4343.58     120.449           0
        G146     617.646     2.91276      7037.9     205.444           0
        G147     591.498     3.43576     4116.11     128.458           0
        G148     364.447     3.11427     3997.96     121.385           0
        G149     441.694     3.00926     5822.63     141.485           0
        G150     324.438     2.40512      4747.2     119.706           0
        G151      399.56     1.59456     5429.66     146.628           0
        G152     489.882     1.40492      2880.7     82.3884           0
        G153     438.755     1.86757     3314.41     112.229           0
        G154     323.927     1.87634     6110.45     150.384           0
        G155     277.777     1.88363     4990.68     135.242           0
        G156     544.518     1.70112     3146.38     84.5961           0
        G157     411.281     1.11182     5734.58     138.351           0
        G158      505.44     1.26341     5673.77     138.597           0
        G159     447.907      1.4076     4010.88     101.134           0
        G160     698.842     1.33746     4349.76     108.006           0
        G161     459.101     2.44241     4723.26     125.017           0
        G162     433.192     2.00247     3027.92     99.6759           0
        G163     387.987     1.21339     4063.16     99.9421           0
        G164     409.733     1.84287     3437.09     94.3568           0
        G165     455.424     1.72256     4031.58     118.923           0
        G166      271.76      1.1937      4210.2     110.354           0
        G167     337.135     1.53371      5039.2     129.951           0
        G168     361.967     1.63342      4782.4     118.266           0
        G169     339.239     1.13498     4610.64     107.921           0
        G170      515.74     1.96875     2899.53     84.6718           0
        G171     526.996     2.20879     4473.36     104.164           0
        G172     344.816     1.26167     4594.41     116.187           0
        G173     477.562     1.52694     3982.83     109.649           0
        G174      605.95     1.40168     4213.23     121.369           0
        G175     353.586     3.31292     4528.76     118.935           0
