    REF_GAIN    0.518419     1.22792    0.251298           2
          G1     501.595     1.64151     5417.13     140.989           0
          G2     649.662     1.55943      4923.6     156.639           0
          G3     452.981     1.71402     7171.49     194.535           0
          G4     513.609     1.42982     5696.42     152.173           0
          G5     304.573     1.18069     5651.35     185.757           0
          G6     421.337      1.3749     5356.86     156.053           0
          G7     539.703     1.53474     4349.88      129.19           0
          G8     547.828      1.5188     7684.65     192.732           0
          G9     644.831     1.30996      5741.1     131.315           0
         G10     598.126     1.54164     6235.94     134.891           0
         G11     451.318      1.6608     6508.81     160.919           0
         G12      512.82     1.64492     4987.85      140.31           0
         G13     610.714     1.74213     3790.91     121.228           0
         G14     438.873      1.7421     3444.16     95.8241           0
         G15     530.909     1.52992     6457.47     145.356           0
         G16     384.657     1.41722      8950.9     148.314           8
         G17     315.976      1.7001     6943.11     215.743           0
         G18     383.982      1.4079     5932.87     220.332           0
         G19     562.703     1.60525     5242.93     160.599           0
         G20     447.171     1.65918     4814.56     146.144           0
         G21     473.617     1.56292     5590.74     130.256           0
         G22     540.433      1.5581     7227.13      193.61           0
         G23     394.312      1.6408     1191.34     56.6426           0
         G24     525.067        1.42     5837.93     153.513           0
         G25     374.137     2.90636     5844.45     154.932           0
         G26     396.722     3.07366     7042.44      175.82           0
         G27     417.327     3.61319     3702.58     139.884           0
         G28     518.757      2.9025     3082.78     124.251           0
         G29     335.905     2.33808     6783.22     233.831           0
         G30     436.176     2.73922     6196.66     155.676           0
         G31       383.2     1.38482     3690.96      147.25           0
         G32     358.279     1.40905     5420.21     132.127           0
         G33     466.523     1.47014     3682.15     91.9546           0
         G34     509.925     1.48821     1431.53     68.2792           0
         G35     519.211     1.66932     5501.88     118.379           0
         G36     516.469     1.24434     3800.03      107.88           0
         G37     495.198     1.40974     4495.52     126.256           0
         G38     355.158     1.35337     4310.73     140.313           0
         G39     474.164     1.22892     5037.46      153.79           0
         G40     470.351      1.4705     6954.59     236.756           0
         G41     291.882     1.52313     6148.42     181.057           0
         G42     382.223      1.5338     4766.81     152.981           0
         G43     384.693      1.6194     4998.76     131.983           0
         G44     260.687     1.13435     1929.29     100.518           0
         G45     324.465     1.34731      3815.5     120.246           0
         G46     325.571     1.45888     4971.68     123.628           0
         G47     239.067     1.03286     4735.49      144.72           0
         G48     211.969     1.19604     8115.49     276.246           0
         G49     431.883     1.45857     3908.97      110.03           0
         G50     347.968      1.3241     6373.51     150.285           0
         G51     378.529     1.50869     4615.99     131.459           0
         G52     542.267     1.52726     3805.57     115.122           0
         G53      328.39     1.26132     5166.77     167.065           0
         G54     378.719     1.35701     2851.91     84.2199           0
         G55     235.717     3.05204     3081.77     108.661           0
         G56     393.465     2.95917     4728.08     150.781           0
         G57     591.394     2.63593     1361.41     59.2011           0
         G58     580.127     3.17086     2937.74     118.719           0
         G59      600.57     3.18282     5983.09     161.207           0
         G60     509.249     2.55754     5387.69     175.127           0
         G61     376.289      1.2487     4511.48      140.99           0
         G62     298.028     1.27298     7107.22     227.535           0
         G63     434.758     1.37303     5153.13     138.502           0
         G64      495.25     1.13378     6471.47     176.408           0
         G65      370.88     1.75091     6929.58     197.605           0
         G66     462.782      1.5114     6948.16     163.992           0
         G67     397.342     1.15393     4665.12     122.583           0
         G68     374.115     1.22577     4373.05     107.388           0
         G69     526.123     1.19048     7640.14      182.87           0
         G70     461.538     1.23908     6568.13     147.193           0
         G71     363.797     1.42177     4570.83     124.417           0
         G72     445.955     1.25297     4588.12     120.821           0
         G73     313.725     1.17539     6060.87     170.269           0
         G74     300.506     1.31031     6534.89     244.018           0
         G75      390.32     1.37599     4599.82     123.987           0
         G76     266.358     1.98695     6607.56     226.795           0
         G77     258.924     1.19672      8064.9     305.633           0
         G78     370.567     1.45756     4731.73     158.235           0
         G79     373.259     1.38566     4225.57     130.148           0
         G80     524.704     1.15853     4212.03     126.827           0
         G81     601.919     1.32962     3846.15     90.3178           0
         G82     500.837     1.22734     7994.01     188.446           0
         G83     340.875     1.37427      5398.4     169.449           0
         G84     560.313     1.19843     7348.52     173.835           0
         G85     379.025     2.73477     4841.14     134.564           0
         G86     367.275     3.31123     4110.24     156.594           0
         G87     501.931     2.94037     3739.24     125.307           0
         G88     478.932      2.1822     4960.72     159.188           0
         G89     626.187     2.70056     5415.28     220.622           0
         G90     544.176     2.45074     4105.29     123.702           0
         G91     419.277     1.57429     5664.62     145.129           0
         G92       544.3     1.50544     5026.12     157.537           0
         G93     328.869     1.74688     3856.35     130.568           0
         G94     383.382     1.43441     3605.96     116.653           0
         G95     404.271     1.53413     5255.57     150.338           0
         G96       499.9     1.38557     4639.98     103.574           0
         G97     533.457     1.22722     6274.24     179.201           0
         G98     437.137     1.11313     6279.93     183.756           0
         G99     646.446     1.16652     6090.94     190.746           0
        G100     492.414     1.67557     4366.06     131.935           0
        G101     643.531     1.83066     7015.38      145.68           0
        G102     442.305     1.29636     5850.67     141.602           0
        G103     482.905     1.68327     6329.23     170.434           0
        G104      376.77     1.25231     4021.35     136.964           0
        G105     531.199     1.51297     6103.55      156.19           0
        G106     434.682      1.5523     4903.32     148.197           0
        G107     365.575     1.10819           0           0           2
        G108      391.02     1.28865     3897.49     121.253           0
        G109     515.537     1.52629      6482.9     176.314           0
        G110     598.907     1.40586     6571.25     202.304           0
        G111     387.522     1.20071     3947.61     130.757           0
        G112     569.984     1.53122     3553.58     98.7851           0
        G113     525.357     1.21084      4992.3     143.549           0
        G114     509.785     1.29631     5940.92     160.534           0
        G115     529.656     2.30569     4136.29     123.077           0
        G116     513.844     2.79576     4276.35     120.058           0
        G117     369.131      3.3819     4247.61     110.911           0
        G118      449.19     2.73572     3256.45     93.3346           0
        G119     510.394     2.84583     2944.93     97.9764           0
        G120     365.021      2.3051     4615.46     114.422           0
        G121     520.813     1.72247     4687.01     112.458           0
        G122      365.81     1.64641     2752.33      83.082           0
        G123     454.043     1.75154     4260.86     105.905           0
        G124     439.435     1.61075     3281.01     91.9147           0
        G125     289.955     1.56799     3085.59     88.9406           0
        G126     416.669     1.32269     5526.44     155.953           0
        G127     413.783     1.19304     4271.15     96.5787           0
        G128     318.922     1.12502     4079.93     108.126           0
        G129     464.455    0.992774     3187.06     82.2576           0
        G130     258.536     1.27185     4275.83     118.765           0
        G131     399.296     1.54105     5646.71     118.024           0
        G132     447.042     1.22304     5329.07     143.937           0
        G133      473.92      1.2174     3525.35     100.497           0
        G134     272.974     1.30802     2952.72     99.6487           0
        G135     496.204     1.07822     3781.33     104.403           0
        G136     264.995     1.14036     4743.67     124.269           0
        G137     255.493     1.26292     3992.35     112.175           0
        G138     314.458     1.09173     6142.55     158.251           0
        G139     326.783     1.21062     3338.38     110.477           0
        G140     366.068     1.39363     3966.67     102.233           0
        G141     375.294     1.05145     4730.65     143.825           0
        G142     296.382     1.18461     5454.29     165.716           0
        G143     281.078     1.60003     5208.46     143.631           0
        G144     475.441     1.07386     3604.31     97.9109           0
        G145     465.671     3.25453     4619.24     141.034           0
        G146     617.922     2.89467     7291.75     222.312           0
        G147     591.735     3.43517     4329.12     140.495           0
        G148     364.615     3.08328     4223.59     139.487           0
        G149      441.87     2.97062     6119.23     166.067           0
        G150     324.657     2.40889     4958.32     131.024           0
        G151      399.67     1.55239     5748.01     171.019           0
        G152     489.876     1.39515     2987.29     88.8553           0
        G153     438.699     1.86484     3404.21     118.243           0
        G154     323.904     1.90567     6318.31     161.466           0
        G155     277.742     1.93951     5268.68     157.312           0
        G156     544.518     1.72346     3216.61     88.4433           0
        G157     411.213     1.09197     6089.84     167.718           0
        G158     505.506     1.27157     5860.57     150.555           0
        G159     447.838     1.44934     4183.93     111.397           0
        G160      698.89     1.40051     4554.91     120.791           0
        G161     459.262     2.37104     4974.19     140.027           0
        G162     433.394     2.00202     3164.49     109.068           0
        G163     387.843     1.20254      4238.8     111.754           0
        G164     409.715       1.798      3635.5     99.7637           0
        G165     455.519     1.72353     4261.96     134.623           0
        G166     271.816     1.17347     4462.78     124.806           0
        G167     337.271     1.59322     5313.53     144.736           0
        G168     362.108     1.60697     5015.28     131.396           0
        G169      339.48     1.18433     4917.08     130.266           0
        G170     516.163     1.88073     2964.93     92.2863           0
        G171     526.775     1.95035     4715.86     117.941           0
        G172     344.766     1.26614     4780.78     127.192           0
        G173     477.763     1.52988     4178.44     124.205           0
        G174     606.153     1.41511     4436.76     129.713           0
        G175     353.761     3.34598     4657.83     126.534           0
        G176     321.763     2.60802     4171.93     122.205           0
        G177     556.271     3.16572     3313.87     148.906           0
        G178     443.703     2.96173      5714.7     151.923           0
        G179     443.043     3.28414     3762.64     132.986           0
        G180     461.618     2.38186     3713.02      110.53           0
        G181     565.297     1.81154     4207.37     117.257           0
        G182     263.274     1.70123     3347.47     84.1625           0
        G183      469.11     1.77938     3202.48     101.077           0
        G184     404.913     1.68308      4894.2     127.517           0
        G185     621.439     1.65885     3641.36     111.971           0
        G186      597.65     1.65649     2890.66     88.5833           0
        G205      478.63      2.9416     5805.83     148.449           0
        G206     430.139     3.24649      5049.5     124.423           0
        G207     428.258     2.57577     5928.04     182.409           0
        G208     480.951     2.68539     3983.15     122.517           0
        G209     644.885     2.40854     4326.35     134.285           0
        G210     620.478      2.3648     4081.09     135.529           0
        G211     657.035     2.01211     2534.61     56.0248           0
        G212     462.918     1.58275     4995.76     153.848           0
        G213     379.105     1.73855     5297.21     132.733           0
        G214     329.813     1.67519     3999.57     117.878           0
        G215     346.268     1.62136     5069.88     150.286           0
        G216     456.984     1.56658     2884.86     95.3139           0
        G235     598.404     3.22824     4654.44     146.759           0
        G236     545.239     2.57527     2949.03     99.1721           0
        G237     416.458     3.06787     2357.57     96.5299           0
        G238     398.071     2.74725      5027.4      151.99           0
        G239      455.94     2.56166      4196.6      125.49           0
        G240     463.494     2.15818     4533.17     168.917           0
        G241     530.718       2.112     3796.13     97.9974           0
        G242     471.903     1.98737     3895.48     110.366           0
        G243     445.244     2.01442     5026.87     139.077           0
        G244     564.962     1.98565      3471.9     94.6846           0
        G245     391.408     1.97802     4153.13     105.053           0
        G246     514.869     2.27368     4780.34     159.087           0
        G265     557.285     2.02276     4394.44     116.025           0
        G266      515.42     2.39034     1418.43     60.4651           0
        G267     519.993     2.97279     3583.13     121.358           0
        G268     559.574     2.07731     1655.87     72.8617           0
        G269     439.644     1.72679     4402.03     162.566           0
        G270     450.171     2.42306     6017.87      174.13           0
        G271     402.358     1.92213     4067.13     92.7727           0
        G272     419.414      1.8592     3645.25      92.234           0
        G273     452.067     2.16427     3334.34     86.8271           0
        G274     510.964     2.03342     3235.11     83.9578           0
        G275     568.551      3.3487     3210.71     100.523           0
        G276     408.568     3.29206     4095.45     116.075           0
        G295     467.308     2.56344     5346.14     126.073           0
        G296     470.525     2.93545     5254.69     132.001           0
        G297     587.619     2.18502     6546.73     190.798           0
        G298     631.575     2.80614     4744.77     174.359           0
        G299     465.666     2.39475     4583.55     116.888           0
        G300     548.215     2.36738     4133.42     123.548           0
        G301     617.269     3.20332     5002.28     115.918           0
        G302     483.012     2.94877     2967.18     109.524           0
        G303     307.756     2.89789     3224.99     94.8619           0
        G304     433.005     2.73616     2113.45     76.5353           0
        G305     392.017     2.93103     3196.16     88.3061           0
        G306     434.776      2.5001     2786.66      84.122           0
        G325     522.935     1.95899     5722.49     167.713           0
        G326     557.832     2.99791     4266.58     135.704           0
        G327     424.465      2.2772     4451.01     117.199           0
        G328     370.037     2.32691      4343.5     134.791           0
        G329     399.622     2.65657     5170.96     137.213           0
        G330     429.604      2.2827     6390.14     161.866           0
        G331     450.087     2.80045     4900.78     124.872           0
        G332     482.178     2.76592     2998.45     95.8305           0
        G333     640.828     2.83732     3788.52     91.2619           0
        G334     526.935     2.44145     2926.66     77.4789           0
        G335     383.088      2.5235     3513.13     93.6782           0
        G336     326.118      2.6123     2468.71     95.2481           0
        G355     584.657     2.74025     5176.23     126.341           0
        G356     525.756     2.88068     7473.03     183.583           0
        G357     621.566     2.31748     5684.78     159.939           0
        G358     531.072     2.55938     4638.34     191.515           0
        G359     400.218      2.0089     3187.24     128.899           0
        G360     359.181     2.35568      4318.1     130.089           0
        G361     430.259     2.70972      3828.2     107.327           0
        G362     499.854     2.67763      3550.3      99.603           0
        G363     596.023     3.56592     2153.88     71.8497           0
        G364     572.066     3.11005     3113.29     140.686           0
        G365     461.055     3.47263     3227.46     98.3016           0
        G366     391.363     3.21719     3327.74     83.6427           0
        G385     416.807      2.5819     4088.79     135.877           0
        G386     436.953     2.81733     742.149     36.9295           0
        G387      549.26     3.20457     3940.77     119.241           0
        G388     549.181     3.56104     5477.91      125.39           0
        G389     581.213     2.42363     4589.07     146.705           0
        G390     595.175      2.6757     3260.55      108.75           0
        G391     491.148      3.2228     3395.12      101.04           0
        G392     328.419     3.02985     3439.24     108.289           0
        G393     485.343      2.8718      3686.9     142.429           0
        G394     400.945      2.4362     3478.88     96.9114           0
        G395     517.427     3.25911     3362.68     77.6914           0
        G396     500.701     2.94261     4405.46     103.183           0
        G415     490.324     3.36546     6692.22     188.958           0
        G416     487.114     3.30069     5311.55     136.157           0
        G417     479.093     2.73787        4138     143.361           0
        G418     502.828     3.13779     4278.25     123.274           0
        G419     521.935     2.65422     4764.26     139.839           0
        G420     516.494     2.55508     6009.31     142.802           0
        G421     508.635     2.86767     6602.27     153.986           0
        G422     615.314     2.46729     4823.74     110.196           0
        G423     355.851     2.83414     4066.78     108.932           0
        G424     429.984     2.73656     3429.15     93.7171           0
        G425     449.277     2.45571        3674     94.3934           0
        G426     473.941     2.58665     2509.85      60.646           0
        G445     504.189     2.75465     5530.59      127.04           0
        G446     491.752     3.49652     5433.02     166.671           0
        G447     390.556     2.88078     4735.73      130.49           0
        G448     426.757     3.13861     3952.86     130.549           0
        G449     455.622     2.62454      4821.8     127.238           0
        G450     449.442      2.7539     4875.37     167.652           0
        G451     600.521     1.64993     3390.36     85.8913           0
        G452     483.285     1.66023     4820.92     123.162           0
        G453     647.259     1.52945      3903.7     99.1937           0
        G454     665.648     1.49512     4732.41     112.786           0
        G455     509.439     1.38105     5565.78     113.935           0
        G456     386.881     1.39259     3973.73     102.781           0
        G475     515.107     2.94654      6473.4     178.002           0
        G476     481.482      2.9316     5927.33     209.301           0
        G477      499.34     2.48124     4349.89     150.095           0
        G478     482.741     3.04622     4046.85     155.342           0
        G479     294.832     2.59026     2197.59     102.455           0
        G480     440.858     2.76634     4470.61     141.152           0
        G481     491.885     1.48164     3689.99     109.303           0
        G482     302.113     1.29755     4152.08     104.787           0
        G483     502.202     1.66141     2315.87     68.0782           0
        G484     623.606     1.45717     3907.84     99.7394           0
        G485      618.46     1.33493     3320.81     82.5478           0
        G486     396.117     1.25483      2126.2     59.0391           0
        G505     378.103     1.10467      6029.5     158.104           0
        G506     311.253     1.56044     6898.43     160.958           0
        G507     596.677     2.07803        1787      71.396           0
        G508     386.146     1.77726     3891.43     118.414           0
        G509       419.7     1.48529     4676.37     135.109           0
        G510     533.065     1.51652     4952.35     140.876           0
        G511     492.792      1.3327      3548.5     102.903           0
        G512     293.747     1.29615     3598.81     95.2811           0
        G513     404.213     1.31167     2785.71     78.9623           0
        G514      496.49     1.01348     3488.19     105.437           0
        G515     470.069      1.4363     4063.96     118.464           0
        G516     382.111     1.33631     2591.33     68.3513           0
        G535     351.099     1.41327     4579.78     146.326           0
        G536      442.04     1.49591     4985.02     135.723           0
        G537     428.685     2.03556     6000.86     149.444           0
        G538     336.624     1.39707     4868.48     177.646           0
        G539     474.566     1.49336     5135.15     127.329           0
        G540     565.272     1.45711     3382.68     111.282           0
        G541     542.783     1.51739     4255.67     117.379           0
        G542     602.676     1.39277     3800.27     105.129           0
        G543     372.835     1.29953     4004.68     109.883           0
        G544      508.32     1.37478     3805.07     88.1108           0
        G545     390.683     1.17908      4386.6      116.88           0
        G546      531.62     1.14411     4098.22     135.713           0
        G565     435.698     1.42861     4014.91     151.357           0
        G566     541.148     1.59673     6642.21     213.374           0
        G567     388.733     1.52531     4516.82     126.535           0
        G568     474.458     1.25504     3998.94     147.716           0
        G569     361.257     1.42833     4062.13     151.669           0
        G570     513.027     1.53385     4957.01       150.3           0
        G571     500.828     1.45839     4086.57     124.963           0
        G572     462.202     1.30433     3983.45     108.787           0
        G573     377.367     1.28931     2626.94     85.7431           0
        G574     440.222     1.17077     5697.84     174.426           0
        G575     336.257      1.1483     3625.59     101.456           0
        G576     335.267      1.1788     2879.81      84.921           0
        G595     409.875     1.58974     4221.85     159.893           0
        G596     494.577     1.65968     5527.82     150.001           0
        G597     521.409     1.54912     7295.95     266.079           0
        G598      564.88      1.5243     6350.12     222.204           0
        G599     298.056     1.41113     6283.05     212.786           0
        G600     416.103     1.46091     2899.14     125.179           0
        G601     403.538     1.12883     4017.07     106.116           0
        G602     341.957     1.37833     4044.51     117.622           0
        G603      644.97     1.23556     3458.87     86.4306           0
        G604     479.147      1.3375     3603.14     81.9939           0
        G605     457.659     1.25064     5233.53     120.246           0
        G606     395.213     1.17576     7025.66     176.954           0
        G625     478.496     1.37297     6612.63     213.093           0
        G626     310.168     1.42098     7094.56     265.148           0
        G627     505.073     1.51288     5663.95     152.326           0
        G628     416.321     1.33442     4537.87     153.626           0
        G629     452.217     1.27286     6160.82     184.732           0
        G630     486.027     1.40199     5674.46     164.922           0
        G631      342.95      1.2588     3977.75     124.387           0
        G632     481.813     11.6093     6043.21     156.954           0
        G633     494.021     1.21488     3398.43     93.8493           0
        G634     526.132     1.18738     4409.96     142.407           0
        G635     579.988     1.49527     4116.41     111.742           0
        G636     408.495     1.42468     3676.66     102.405           0
        G655     495.096     1.43814     6633.05     165.377           0
        G656     446.827     1.66635     4018.32     138.937           0
        G657     442.414     1.41415     4380.92     131.641           0
