    REF_GAIN    0.521158     1.23104    0.247078           2
          G1     501.122     1.62226     5339.75     135.127           0
          G2     649.503     1.54739     4769.99     138.432           0
          G3     452.651     1.73511     6941.11     172.021           0
          G4     513.367      1.4451     5575.41      141.05           0
          G5     304.426     1.16364     5525.79     170.024           0
          G6     421.203     1.37295     5129.77     146.841           0
          G7      539.51     1.52487     4227.33     126.913           0
          G8     547.457     1.54435      7463.1      164.66           0
          G9     644.746     1.31936     5614.86     121.049           0
         G10     597.805     1.54779     6126.69     126.434           0
         G11     450.996     1.63878     6335.66      142.81           0
         G12       512.6     1.60671     4725.54     128.462           0
         G13     610.469     1.74633     3681.79     118.342           0
         G14     438.669     1.73857     3387.01     93.2483           0
         G15      530.76     1.55647     6298.77     124.162           0
         G16     384.595     1.45858     8774.89     205.043           8
         G17     315.794     1.70752     6771.48     201.319           0
         G18     383.859     1.40386     5676.02     207.811           0
         G19     562.472     1.70456     5053.84      140.32           0
         G20     447.018     1.69158        4643     137.276           0
         G21     473.447     1.57874     5493.55     119.126           0
         G22     540.422     1.58322     6926.61      153.49           0
         G23     394.177      1.6328     1181.13     55.5845           0
         G24     525.045     1.43631     5702.31     142.558           0
         G25     373.824     2.91209     5740.59     143.914           0
         G26      396.42     3.08384     6761.67     153.136           0
         G27     417.207     3.66854     3658.13      131.46           0
         G28     518.548     2.95761     3017.46     116.634           0
         G29     335.959     2.35482     6673.43      217.13           0
         G30     436.072      2.8094     6118.83     145.476           0
         G31      383.04     1.36227     3647.03     142.372           0
         G32     358.272     1.43571     5313.08     121.724           0
         G33     465.548     1.45567     3607.77     88.2143           0
         G34     509.397     1.50333     1424.72      68.881           0
         G35     518.843     1.69712     5443.75     111.834           0
         G36     516.304     1.26943     3772.26     104.588           0
         G37     495.281     1.38905     4423.61     121.378           0
         G38      355.27     1.33538     4246.54     128.618           0
         G39     474.134     1.22551     4893.77     141.864           0
         G40     470.062     1.47514     6705.56     216.352           0
         G41     291.575     1.40003     6109.11     164.015           0
         G42     382.095     1.52812     4648.94     139.161           0
         G43      384.54     1.62364     4887.79     124.443           0
         G44     260.683     1.15355     1877.45     92.1263           0
         G45     324.238     1.35257     3698.65     113.815           0
         G46     325.414     1.46357     4919.35     120.124           0
         G47     239.126     1.08136     4611.71      135.94           0
         G48     212.005     1.21469     7815.85     252.342           0
         G49     431.908     1.48033     3833.32     104.147           0
         G50     347.823     1.38903     6231.39     138.377           0
         G51     378.595     1.54549     4527.71     124.709           0
         G52      542.16     1.55318     3721.62     106.516           0
         G53     328.266      1.2866     4984.88     150.583           0
         G54     378.559     1.36153     2735.61     79.5854           0
         G55     235.741     3.05547     3051.43     103.783           0
         G56       393.6     3.00242     4679.66     143.592           0
         G57     590.583      2.7243     1385.21      61.576           0
         G58      579.77     3.19105     2844.11     112.641           0
         G59     600.304     3.20391      5872.1      147.76           0
         G60     509.098     2.59955     5273.87     165.251           0
         G61     376.198     1.26135      4405.7     134.025           0
         G62     297.859     1.28959     6734.77       196.2           0
         G63     434.516     1.37244     5082.33     134.205           0
         G64     495.124     1.12415     6290.45     160.838           0
         G65     370.419     1.74993     6739.02     179.864           0
         G66     462.448     1.53595     6744.31     142.358           0
         G67     397.436     1.16879     4589.49     114.332           0
         G68     374.086     1.22813     4288.27     99.6599           0
         G69     525.964      1.1687     7482.84     170.955           0
         G70     461.659     1.24721     6376.14     128.255           0
         G71     363.922     1.41925     4478.17     114.344           0
         G72      445.68     1.22915     4453.44     114.408           0
         G73     313.733     1.19775     5883.92     156.333           0
         G74     300.384     1.31967      6521.5      239.57           0
         G75     390.009     1.39526     4539.72     116.686           0
         G76     266.348     1.96147     6364.79     199.435           0
         G77     258.992     1.22916     7776.81     272.427           0
         G78     370.437      1.4571     4615.41     145.334           0
         G79     373.361     1.45897      4167.5     122.714           0
         G80     524.766     1.19019     4174.81     116.225           0
         G81     601.053     1.36243     3764.07     84.0234           0
         G82     500.864     1.24751     7691.33      165.12           0
         G83      340.85     1.35618     5317.72     162.829           0
         G84     560.142     1.22119     7168.64     155.531           0
         G85      378.81       2.744     4777.88     123.262           0
         G86     367.161     3.32894     4056.51     146.682           0
         G87     501.797     2.96195      3684.6     118.208           0
         G88      478.95     2.23689     4861.75      149.91           0
         G89     625.701     2.72442     5343.47     212.082           0
         G90     543.841     2.50031     4002.52     111.518           0
         G91     418.692     1.59553     5478.59     131.025           0
         G92     543.929     1.48918     4917.34     149.545           0
         G93     328.558     1.74314     3816.07     124.852           0
         G94      383.17     1.46108     3559.09     113.378           0
         G95     403.861      1.5464     5062.82     125.069           0
         G96     499.565     1.38498     4562.74     98.5325           0
         G97     533.074      1.1728     6082.68     166.346           0
         G98     437.001     1.10936      6120.8      168.83           0
         G99     646.207      1.1497     5956.56     183.305           0
        G100      492.02     1.66135     4298.63     126.873           0
        G101     643.195     1.79055     6870.07     133.294           0
        G102     442.089     1.28725     5620.51     121.091           0
        G103     482.472     1.67543      6211.5     163.498           0
        G104     376.669     1.28902      3960.9     128.468           0
        G105     530.886      1.4824     6072.33     144.345           0
        G106     434.316     1.51491     4874.45      141.62           0
        G107     365.529     1.10985           0           0           2
        G108     390.768     1.28108     3863.01     116.541           0
        G109      515.22     1.62079     6414.31     167.738           0
        G110     598.697     1.46495     6338.93     178.452           0
        G111     387.532     1.22889     3881.07     125.191           0
        G112     569.769     1.57666     3478.48     93.2627           0
        G113     525.204     1.25447     4881.49     138.552           0
        G114     509.663     1.30686     5793.13     147.829           0
        G115      529.41      2.3641     4168.28     123.841           0
        G116     513.579     2.82006     4207.33     116.275           0
        G117     368.784      3.4082     4182.65     99.6278           0
        G118     448.862     2.77457     3261.02     89.7989           0
        G119     510.007     2.84608     2907.71     92.5285           0
        G120       364.7     2.30961      4552.2     104.139           0
        G121      520.41     1.73414     4539.97     96.7786           0
        G122     365.472     1.65654     2729.22     80.6897           0
        G123     453.667     1.76392     4187.31     99.5773           0
        G124     439.057     1.59812     3236.24     88.1807           0
        G125     289.712     1.56026     3049.05     82.9848           0
        G126     416.583     1.30792     5409.82     147.905           0
