    REF_GAIN           0     1.09967    0.231035           3
          G1     623.363     1.76849     5638.25     144.849           0
          G2     664.083     1.62612     5152.19     148.472           0
          G3     679.222     1.79469     7763.03     189.351           0
          G4     590.887     1.56457     5949.26     148.866           0
          G5     538.239     1.32743     6146.68      183.95           0
          G6     509.097      1.5495     5420.57     156.295           0
          G7     536.986      1.6048     4326.05     131.466           0
          G8     543.974     1.55068     7992.68     179.369           0
          G9     643.791     1.50539     5719.69     125.473           0
         G10     599.223       1.648     6334.65     134.195           0
         G11     452.347     1.69229     6690.39      152.38           0
         G12     511.989      1.7627     4794.37     134.439           0
         G13      608.12     1.76894     3695.59     123.575           0
         G14     435.509      1.6841     3453.66     98.7197           0
         G15     529.137       1.591     6619.29     131.968           0
         G16     378.708     1.56402           0           0           2
         G17     310.854     1.83362     7157.03      212.26           0
         G18     381.477       1.511     5949.04     219.466           0
         G19     562.111     1.81136     5450.25     155.227           0
         G20     443.877     1.77909     4860.97     148.553           0
         G21     471.488     1.70937     5722.53      126.22           0
         G22     531.688     1.77729     7602.04     169.123           0
         G23     392.161     1.68856     1187.49     56.4004           0
         G24      523.22     1.50877     5948.02     148.631           0
         G25     371.645     3.08331     5973.38     154.038           0
         G26     390.862     3.26425      7190.3     161.314           0
         G27     414.076     3.83373     3846.71     143.415           0
         G28     518.103     3.05612     3171.56     126.564           0
         G29     330.311     2.41266     7086.18     231.428           0
         G30     431.536     2.91465     6391.88     155.046           0
         G31     539.965     1.47337     3856.17      148.17           0
         G32     557.687     1.53855     5780.79     133.375           0
         G33     730.231     1.49194     3910.58     90.2362           0
         G34     645.288     1.59853     1536.52     67.0837           0
         G35     706.049     1.80158     5747.54     117.291           0
         G36     624.732     1.31665     3975.88     109.968           0
         G37     491.097     1.48296     4603.92     129.521           0
         G38     347.344      1.3835     4557.72     140.996           0
         G39     469.301     1.38563     5224.64     149.707           0
         G40     462.269     1.53498     7132.19     229.768           0
         G41     291.859     1.38541      6616.2     175.711           0
         G42      378.35     1.61104     4914.35     152.191           0
         G43     382.471     1.71913     5121.76     132.475           0
         G44     256.339      1.2104     1961.81     104.196           0
         G45     324.356     1.45363     3809.83     122.222           0
         G46     320.614     1.56121     5075.75     124.977           0
