    REF_GAIN           0     1.09672    0.229051           3
          G1     622.715     1.82259     3123.81     76.3313           0
          G2      663.87     1.64264     3108.46     90.2185           0
          G3     679.527     1.82335     4542.88     116.615           0
          G4     591.582     1.50788     3398.19     88.0909           0
          G5      538.41     1.32601     3497.35     106.967           0
          G6     510.568     1.51502     2934.67     86.4137           0
          G7     536.955     1.62107     2350.25      68.389           0
          G8      544.06     1.52398     4644.29     109.479           0
          G9     643.615     1.48283     3155.34     69.1791           0
         G10     599.141     1.60141     3477.57     75.9621           0
         G11     452.231     1.67554     3696.73     89.7252           0
         G12     512.208     1.78942     2485.11     69.8362           0
         G13     608.027     1.79445     2125.21     61.9558           0
         G14     435.431     1.70644     1990.52     52.7978           0
         G15     528.737     1.61508     3735.05     78.8124           0
         G16     378.882     1.53784     2974.51     79.5571           0
         G17     310.784     1.82349     3857.41     123.771           0
         G18     381.202     1.50327      3202.7     125.192           0
         G19     562.971     1.90961     3198.24     91.1973           0
         G20     444.163      1.8569     2622.94     78.5649           0
         G21     471.205     1.81024     3178.38     73.3434           0
         G22     532.368      1.7385     4502.25     106.597           0
         G23     392.866     1.67449      798.85     29.0463           0
         G24      522.89      1.5192     3310.89     86.7521           0
         G25     371.428     3.25075      3242.1       87.48           0
         G26     390.417     3.46529     4035.56     96.8064           0
         G27     413.148     3.87613     2135.57     79.8857           0
         G28     517.307     3.11145     1863.07     73.5344           0
         G29     330.864     2.59693     3861.14     139.737           0
         G30     431.476     3.08507     3487.33     87.3424           0
         G31     539.594     1.51179     2214.36     77.2206           0
         G32     557.578     1.53971      3223.8      76.302           0
         G33     731.204     1.45244      2367.3     50.3244           0
         G34     645.236     1.61169      1098.3     34.0577           0
         G35     705.637      1.7278     3262.23     66.5137           0
         G36     624.984     1.35941     2366.74      61.149           0
         G37     491.166      1.4902     2603.79     70.6967           0
         G38     347.593     1.40928     2561.41     81.0327           0
         G39      469.37     1.38023     3052.99      91.056           0
         G40      462.45     1.56974      3926.4     132.311           0
         G41     291.806     1.34354     3611.42     101.801           0
         G42     378.466     1.60453     2699.81     85.9984           0
         G43     381.815     1.71682     2937.29     79.8367           0
