    REF_GAIN    0.521098     1.23121    0.246859           2
          G1     501.691     1.64959      5522.9     141.508           0
          G2     649.704     1.54166     5036.07     147.195           0
          G3     452.952      1.7649     7338.18     185.339           0
          G4     513.595     1.44221     5818.87     149.051           0
          G5     304.713     1.22068     5786.67      182.16           0
          G6     421.436     1.39488     5488.21     149.605           0
          G7     539.568     1.54754     4416.61     132.008           0
          G8     547.475     1.53463     7925.53     176.694           0
          G9     644.724     1.34085     5923.14     126.799           0
         G10     598.038     1.57096     6345.17      132.51           0
         G11     451.188     1.64907      6685.6       148.5           0
         G12     512.836     1.64401     5107.02     135.295           0
         G13     610.684     1.78274     3870.65     126.774           0
         G14     438.831     1.73622     3499.89      98.963           0
         G15     530.858     1.58972     6665.89      132.38           0
         G16     384.664     1.47118      9040.1     76.5996           8
         G17     315.924     1.71723      7100.9     213.045           0
         G18     383.953      1.4206     6075.63      220.06           0
         G19     562.809     1.58239      5383.4     146.959           0
         G20     447.275     1.55386     4903.11     146.313           0
         G21     473.737     1.49031     5741.55     126.796           0
         G22     540.284     1.54234     7478.14     164.419           0
         G23     394.223     1.61118     1191.68     57.4482           0
         G24     525.037     1.41857     5980.45     149.968           0
         G25     374.085       2.896     5980.78      154.18           0
         G26     396.708     3.05939     7231.98     164.148           0
         G27     417.248     3.60397     3808.46      142.64           0
         G28     518.681     2.91433     3140.47     126.943           0
         G29     336.026     2.34243     7016.36     234.301           0
         G30     436.215     2.77199     6439.25     154.023           0
         G31     383.267     1.39937     3729.14     150.025           0
         G32     358.311     1.44824     5531.59      129.39           0
         G33     466.558     1.46391     3776.02     92.4678           0
         G34     510.107     1.54855     1441.46     67.9728           0
         G35     519.285     1.71112     5602.23     120.726           0
         G36     516.536     1.28271     3901.21     107.905           0
         G37     495.154     1.42505        4548     126.504           0
         G38     355.093     1.34874     4394.76     140.266           0
         G39     474.084      1.2351     5168.99     145.405           0
         G40     470.368     1.46636     7132.73     230.282           0
         G41     293.489     2.21924      6059.4     167.213           0
         G42     382.248     1.49858      4872.4     152.821           0
         G43     384.645     1.66315     5088.87     126.248           0
         G44     260.713     1.15638     1954.65     101.492           0
         G45     324.398     1.40675     3885.82     119.743           0
         G46     325.511     1.47884     5029.82     126.916           0
         G47     239.082     1.06084     4852.72     142.893           0
         G48     212.021     1.20937     8322.18     262.595           0
         G49      432.04     1.43266     3971.93     110.936           0
         G50      348.07     1.28144     6479.12     146.612           0
         G51     378.722     1.43196     4703.74     130.771           0
         G52     542.159     1.49411     3855.22     116.842           0
         G53     328.222     1.28633     5311.96     158.268           0
         G54     378.666     1.34184     2893.16     83.9169           0
         G55      235.74     3.02748     3149.04     109.679           0
         G56     393.472     2.95652     4835.75     156.659           0
         G57     591.276     2.67355      1390.3     61.4832           0
         G58     580.023     3.18574     3014.51     116.943           0
         G59     600.472     3.14384     6110.18     158.465           0
         G60     509.148     2.57354     5491.45     178.274           0
         G61     376.471     1.28503     4596.43     139.768           0
         G62         298     1.30597     7231.18     207.915           0
         G63     434.885     1.38726     5238.28     138.926           0
         G64     495.376     1.14984     6607.63     167.576           0
         G65      371.01     1.76031     7133.73      189.71           0
         G66      462.86     1.54537     7149.03     153.364           0
         G67     397.308     1.14343      4747.3      123.71           0
         G68     374.052     1.23684     4497.44     103.988           0
         G69     526.071     1.19696     7806.37     173.633           0
         G70     461.606     1.24535     6752.05     134.844           0
         G71     363.868     1.40425     4661.47     123.675           0
         G72     446.142     1.26118     4672.21      121.77           0
         G73     313.704     1.19924     6214.07     166.092           0
         G74     300.662     1.35118     6627.83     251.972           0
         G75     390.376     1.37203     4655.97     123.204           0
         G76     266.288     2.00269     6833.73     211.618           0
         G77     258.936      1.2231     8264.08     291.072           0
         G78     370.521     1.48352     4854.51     157.392           0
         G79     373.346     1.30545     4286.96     127.283           0
         G80     524.973     1.09977      4298.7     127.524           0
         G81     601.994     1.32414     3903.12     89.4168           0
         G82     500.847     1.24201     8167.03     174.236           0
         G83     340.794      1.3666     5523.88     167.974           0
         G84     560.238     1.18812     7500.71     164.503           0
         G85     378.933     2.73609     4979.09     130.738           0
