    REF_GAIN    0.520171     1.22895    0.246829           2
          G1     501.589     1.63605      5235.9     130.773           0
          G2     649.666     1.52939     4630.79     131.324           0
          G3     452.918     1.70879      6763.1     168.176           0
          G4     513.626     1.44439     5440.12     134.789           0
          G5     304.578     1.19538     5370.76     160.126           0
          G6     421.299     1.38146     5083.12      140.25           0
          G7     539.711     1.53662     4178.02      121.62           0
          G8      547.73     1.51202     7237.67     157.522           0
          G9     645.358     1.31862     5458.49     114.615           0
         G10     598.137     1.54729      5989.2     122.885           0
         G11     451.307     1.62574     6123.33     134.423           0
         G12     512.881     1.62786     4727.72      123.01           0
         G13     610.854     1.75754     3629.74     111.403           0
         G14     438.983     1.75022     3334.14     91.1841           0
         G15      531.04     1.59025     6069.12     119.135           0
         G16     384.705     1.42687     8449.63     208.249           0
         G17     315.956     1.69626     6635.85     191.558           0
         G18      383.99     1.41365     5612.06     200.871           0
         G19     562.682      1.5479     4908.21     137.349           0
         G20     447.247     1.53227     4617.19      135.39           0
         G21     473.685     1.41649     5287.01     115.183           0
         G22     540.445     1.56395     6675.64     146.841           0
         G23     394.329     1.66481     1175.93     55.1299           0
         G24     525.146     1.43468     5534.48     136.322           0
         G25     374.112      2.8692     5575.48     139.998           0
         G26     396.733     3.11792     6600.18     146.758           0
         G27      417.41     3.64498     3570.71     127.769           0
         G28     518.714     2.90512     2947.64     108.183           0
         G29     336.238     2.32401     6464.54     210.238           0
         G30     436.177     2.73556     5966.67     137.824           0
         G31     383.148     1.36659     3611.75     140.834           0
         G32     358.308     1.41355     5186.25     118.386           0
         G33       466.3     1.45534     3501.63     82.2165           0
         G34     509.901     1.51972     1419.78     65.6966           0
         G35     519.161     1.68305     5308.71     106.919           0
         G36     516.503     1.26636     3649.49      97.589           0
         G37     495.178     1.41491     4346.38     116.222           0
         G38     355.188     1.33077     4111.75     124.281           0
         G39     474.241     1.22679     4764.18     134.091           0
         G40     470.312     1.47954     6561.88     210.487           0
         G41     291.719     1.32848     5630.09     149.835           0
         G42     382.136      1.5287     4517.18     135.809           0
         G43     384.801     1.65941     4786.15     118.866           0
         G44     260.842     1.17017     1848.84     92.2706           0
         G45     324.413     1.37648     3663.33     110.957           0
         G46     325.556     1.44654      4844.9     117.239           0
         G47     239.075     1.04607      4501.9     130.116           0
         G48     212.031     1.18462     7591.26      237.88           0
         G49     432.031     1.34044     3764.49     100.508           0
         G50     347.935     1.25519     6113.63     134.853           0
         G51     378.659      1.4006     4425.06     122.178           0
         G52     542.257     1.50476     3655.56     105.027           0
         G53     328.383     1.27538     4829.97     140.878           0
         G54     378.593     1.34546     2744.47     78.3823           0
         G55      235.73     3.06894     2996.09     101.239           0
         G56     393.441     2.97716        4652     144.163           0
         G57     591.184     2.65853     1367.62     58.6288           0
         G58     580.104     3.21625     2766.98     105.467           0
         G59     600.519     3.16083     5724.29     143.992           0
         G60     509.203     2.59167     5150.76     162.178           0
         G61     376.318     1.25079     4334.82     130.035           0
         G62     297.816     1.29291     6631.39     190.073           0
         G63     434.722     1.37659     4963.83     124.979           0
         G64     495.283     1.11946      6132.5     154.835           0
         G65     370.841     1.77249     6547.77     174.613           0
         G66     462.811     1.52348     6543.25     136.288           0
         G67     397.464     1.12904     4494.12     108.559           0
         G68      374.18     1.22308     4149.07     93.6221           0
         G69     526.237     1.16121      7286.2     159.871           0
         G70     461.681     1.24008     6202.08     123.563           0
         G71     363.839     1.40161     4380.22     112.809           0
         G72     445.915     1.23694     4373.79     110.061           0
         G73      313.84     1.20366      5745.5     149.628           0
         G74     300.487     1.35776     6038.96      221.54           0
         G75     390.658     1.36064     4499.83     117.392           0
         G76     265.785     1.79601     6111.39     190.918           0
         G77      258.93     1.19404     7529.96     267.777           0
         G78     370.572     1.45406     4483.44     137.212           0
         G79     373.231     1.23622     4093.87     118.708           0
         G80     524.943      1.0677     4076.87      114.85           0
         G81     601.816     1.28576     3696.92     80.0193           0
         G82     500.834     1.24999     7527.64       158.1           0
         G83     340.873     1.37181     5162.99     153.137           0
         G84     560.387     1.17907     7016.23     153.131           0
         G85     378.993     2.73197     4625.79     122.545           0
         G86     367.254     3.34841     3908.71     142.022           0
         G87      501.94     2.97755     3622.82     114.729           0
         G88     478.902     2.21611     4763.27     145.369           0
         G89     626.071     2.71316     5201.92     198.303           0
         G90     544.069     2.46749     3943.37     110.669           0
