    REF_GAIN           0     1.09817    0.231106           3
          G1     623.426     1.75781     5618.53     142.184           0
          G2     664.161     1.61623     5104.34     146.837           0
          G3     679.299     1.80527      7698.6      186.48           0
          G4      590.97      1.5407     5913.27     149.911           0
          G5     538.286     1.33383     6100.39      178.79           0
          G6     509.105     1.54283     5391.78     149.006           0
          G7     536.922     1.63475     4309.44     131.337           0
          G8     543.752     1.55441     7920.09     177.838           0
          G9     643.702     1.51717     5675.91     124.434           0
         G10     599.227     1.60919      6296.3     132.221           0
         G11     452.304     1.67643     6635.75      152.06           0
         G12     512.013     1.75666     4767.93     136.058           0
         G13     608.217     1.78306     3672.65     119.085           0
         G14     435.539      1.6747     3441.98      98.276           0
         G15     529.214     1.60038      6542.3     126.186           0
         G16     378.725     1.54198           0           0           2
         G17      310.87     1.78715     7105.37     211.389           0
         G18     381.455     1.48267     5908.11      220.32           0
         G19     561.971     1.74335     5391.39     149.694           0
         G20      443.73     1.67249     4837.89     149.625           0
         G21     471.449     1.60538     5675.98     126.745           0
         G22     531.912     1.76669     7499.32     165.849           0
         G23     392.072     1.70971     1186.73     56.3631           0
         G24     523.198     1.51693      5896.9     147.968           0
         G25     371.501     3.08498      5923.5     150.905           0
         G26     390.792     3.31106     7126.66       158.4           0
         G27     414.015     3.84253     3823.27     141.941           0
         G28     518.069     3.05538     3156.28       122.8           0
         G29     330.238     2.45254     7023.72     230.604           0
         G30     431.388     2.97414     6345.19     151.705           0
         G31     540.097     1.43957     3846.09     144.524           0
         G32     557.784     1.54728     5749.02      129.46           0
         G33      730.32     1.50465     3880.49     89.0019           0
         G34     645.344     1.58437     1535.88     67.9226           0
         G35     706.069     1.78134     5720.82     117.681           0
         G36     624.803     1.30884     3957.19     106.677           0
         G37     491.031      1.5209     4583.18     126.924           0
         G38     347.255     1.39113     4518.06       139.5           0
         G39     469.161     1.36512     5178.82     145.634           0
         G40     462.301     1.50193      7076.1     229.246           0
         G41     291.741     1.37115     6550.24      175.97           0
         G42     378.275     1.56411     4877.31      151.07           0
         G43     382.541     1.75109     5089.31     129.022           0
         G44     256.419     1.21586     1951.74     103.285           0
         G45     324.496     1.47824     3800.13     120.884           0
         G46      320.66     1.53086      5058.8     124.341           0
         G47     236.232     1.11209     4787.76     139.294           0
         G48     208.275     1.21225     8341.28     267.605           0
         G49     430.411     1.53363     3957.08     109.548           0
         G50     343.685     1.42969     6483.94     145.818           0
         G51     380.044     1.46613     4720.96     131.374           0
         G52     539.138     1.63349     3826.09     113.484           0
         G53     326.072     1.32441     5315.54     160.647           0
         G54     377.292     1.34715     2773.86     82.6633           0
         G55     231.899     3.20131     3089.59     109.325           0
         G56     391.839      3.1386     4790.41     150.879           0
         G57     602.643     2.82494     1406.75     61.5309           0
         G58     580.566     3.39843      2998.9     117.586           0
