    REF_GAIN    0.520051     1.22908    0.246389           2
          G1     501.582     1.63293     5231.59     131.024           0
          G2     649.649     1.54968     4651.38     130.582           0
          G3     452.853       1.753      6806.9     169.443           0
          G4     513.494     1.44167     5435.26     136.653           0
          G5     304.627       1.184      5383.7     166.647           0
          G6      421.37     1.38159     5107.88     140.758           0
          G7     539.559     1.53422     4193.83     122.054           0
          G8     547.629     1.52727     7235.22     158.824           0
          G9     645.211     1.33706     5459.56     115.532           0
         G10     598.069     1.55768     5999.49     123.915           0
         G11     451.274     1.65559     6132.23     134.639           0
         G12     512.866     1.62612     4755.66     125.095           0
         G13     610.721     1.70837     3637.88     113.661           0
         G14     438.885     1.74072     3346.81     92.3149           0
         G15     530.919     1.56592     6055.82     116.309           0
         G16     384.685     1.46146     8490.39     212.806           0
         G17     315.964     1.68959      6659.3     196.511           0
         G18     383.999     1.40588     5645.22     202.484           0
         G19     562.886     1.66924     4944.28     136.653           0
         G20     447.315     1.69531      4645.3      134.69           0
         G21     473.741     1.57602     5279.94     115.397           0
         G22     540.397     1.54126     6715.11     147.692           0
         G23     394.273     1.62458     1176.09      55.737           0
         G24     525.112     1.42778     5531.86     136.559           0
         G25      374.15     2.89318     5573.62     139.492           0
         G26     396.738     3.10174     6641.79     147.194           0
         G27     417.273     3.57197     3585.54     127.976           0
         G28     518.685     2.88007     2953.67     113.778           0
         G29     336.246     2.35387     6468.08     209.935           0
         G30     436.203     2.75547     5979.04     138.336           0
         G31     383.205     1.37315     3612.57      140.69           0
         G32     358.285      1.3998     5184.78     116.323           0
         G33     466.424      1.4714     3504.88     84.0437           0
         G34     509.918     1.53324     1420.22     66.5352           0
         G35     519.144     1.71547     5306.17     108.481           0
         G36     516.428     1.25617     3632.56      99.327           0
         G37     495.064     1.41849     4355.34     119.442           0
         G38     355.081     1.33808     4119.11     124.149           0
         G39     474.009      1.2329     4786.39     132.061           0
         G40      470.27     1.50305     6603.73     209.565           0
         G41     291.698     1.33886     5730.13     153.912           0
         G42     382.268     1.54126     4541.82     136.414           0
         G43     384.726     1.61533     4789.55     118.666           0
         G44     260.766     1.13234     1860.21       92.39           0
         G45     324.509     1.35337     3676.12     111.239           0
         G46     325.527     1.46474     4840.77     118.051           0
         G47     239.088     1.07412     4519.21     130.082           0
         G48     211.969     1.18514     7643.05     243.287           0
         G49     432.122     1.48081     3768.71     99.3348           0
         G50      348.21      1.4012     6136.99     133.189           0
         G51     378.857     1.53468     4436.36      122.86           0
         G52     542.249     1.52325     3663.36     105.206           0
         G53     328.272     1.27026     4860.78     142.848           0
         G54     378.531     1.37387     2758.87     78.0572           0
         G55     235.796     3.05927     3000.95     100.887           0
         G56     393.515     2.98239     4669.24     142.953           0
         G57     591.059     2.65784     1365.55     58.3612           0
         G58     580.063     3.19331     2782.82     106.708           0
         G59     600.514     3.16029      5723.1     145.162           0
         G60     509.222     2.56787     5166.76     163.224           0
         G61     376.403     1.26684     4345.26      129.67           0
         G62     298.049     1.29517     6670.58     192.331           0
         G63      434.79     1.39001     4959.66     127.466           0
         G64     495.269     1.13453     6139.93     155.234           0
         G65     370.555     1.76079     6561.36     171.379           0
         G66     462.746     1.56347     6556.91     139.378           0
         G67     397.283     1.14246     4487.81     111.488           0
         G68     374.031     1.22215      4152.1     93.2073           0
         G69     525.988     1.18911     7291.94     160.646           0
         G70     461.586     1.27086     6215.49     123.578           0
         G71     363.843     1.41895     4395.38     113.458           0
         G72     445.943      1.2159     4379.64     109.801           0
         G73     313.777     1.17048     5765.11     148.118           0
         G74     300.541     1.30824     6138.48     229.636           0
         G75     390.459     1.37032     4490.02     114.792           0
         G76     266.267     1.94323     6131.77     191.342           0
         G77     258.959     1.20239     7556.95     266.982           0
         G78     370.567     1.46514     4478.02     143.551           0
         G79     373.442     1.42534     4099.68      119.34           0
         G80      524.82     1.20115     4078.41     114.773           0
         G81     601.912     1.36386     3710.15     80.5193           0
         G82     500.787     1.21326     7576.06      160.81           0
         G83     340.815     1.34222     5153.95      157.41           0
         G84      560.26     1.18475     7036.71     157.006           0
         G85     378.988     2.73846     4633.61     119.991           0
         G86     367.268      3.3176     3912.35     140.267           0
         G87     501.939     2.95619     3619.74     113.868           0
         G88     478.951     2.18401     4769.95     143.183           0
         G89     626.159     2.70038     5223.18     201.042           0
         G90     544.147       2.459     3954.83     112.809           0
         G91     419.351      1.6187     5413.43     126.736           0
         G92      544.32     1.53819     4822.96     141.448           0
         G93     328.912     1.75961     3731.79     120.754           0
         G94     383.338     1.46527     3493.99     109.652           0
         G95     404.033     1.58106     4910.75     121.219           0
         G96     499.906     1.41163     4462.01     93.9888           0
         G97     533.336     1.21207     6018.49     160.908           0
         G98     436.991     1.09767     5962.02     162.684           0
         G99     646.288      1.1532     5879.19     179.447           0
        G100     492.416     1.68478      4210.4     123.964           0
        G101     643.439     1.82871     6744.57      128.81           0
        G102     442.345     1.30291     5490.88     115.752           0
        G103     482.892     1.69937     6088.65     165.762           0
        G104     376.847     1.28054      3884.4     125.226           0
        G105     531.157     1.50723     5873.07     140.036           0
        G106     434.611     1.55902     4800.34     141.085           0
        G107     365.633     1.12549           0           0           2
        G108     390.987      1.2837     3800.49     114.525           0
        G109     515.734     1.56408     6208.91     159.634           0
        G110     599.035     1.47159     6183.69     175.239           0
        G111     387.786     1.21787     3779.53     121.363           0
        G112     569.867     1.52345     3405.03      87.891           0
        G113     525.294     1.18334     4844.87     130.195           0
        G114     509.693     1.31018      5755.3     148.044           0
        G115     529.618     2.34443     4114.08      122.76           0
        G116     513.819     2.83963     4133.45     114.221           0
        G117     369.095     3.37021      4074.1     97.3858           0
        G118     449.155     2.79127     3188.27      88.784           0
        G119     510.341     2.81825     2889.76     92.6534           0
        G120     365.012       2.322     4445.77     103.607           0
        G121     520.658     1.75594     4437.77     94.9218           0
        G122     365.768     1.70742     2689.56     78.3585           0
        G123     454.025     1.79057     4103.27     96.3224           0
        G124     439.357     1.62874     3171.21     84.4481           0
        G125     290.022     1.60557     2969.06     79.2325           0
        G126     416.814     1.34579     5298.43     143.608           0
        G127      413.77     1.20211     4122.28     90.2132           0
        G128     318.697     1.14681     3931.07     100.273           0
        G129     464.349    0.994913     3047.31     73.1268           0
        G130     258.549     1.26145      4039.1     99.0058           0
        G131     399.283     1.57174     5410.72     103.194           0
        G132      447.04     1.23319     5086.62     126.435           0
        G133     473.919     1.25129     3448.07     94.6174           0
        G134     273.194     1.33464     2846.57     90.6576           0
        G135     496.344     1.07493     3569.48     88.3948           0
        G136     264.945     1.17509     4575.95     113.474           0
        G137     255.493     1.30624     3869.54     104.771           0
        G138     314.472     1.11555     5848.46     137.409           0
        G139     327.082     1.29411     3135.23      92.777           0
        G140     366.469     1.44884     3788.22     90.4236           0
        G141     375.505     1.07883     4564.11     131.754           0
        G142      296.34     1.14547     5127.57     140.834           0
        G143     280.938     1.55477     4918.55     123.742           0
        G144     475.433     1.09915     3444.15     89.6972           0
        G145     465.575     3.24345     4360.38     118.495           0
        G146     617.832      2.9139     7053.02     209.208           0
        G147     591.629     3.43077     4142.88     130.707           0
        G148     364.563     3.02987     4028.08     121.777           0
        G149     441.922     3.02264     5836.41     144.779           0
        G150     324.679     2.40184     4776.81     122.423           0
        G151     399.697     1.60267     5445.81     150.321           0
        G152     489.876     1.42237     2888.27     82.3061           0
        G153     438.766     1.88139     3318.12     112.546           0
        G154     324.177     1.89185     6146.03     150.566           0
        G155     277.826     1.87601     4993.74     134.858           0
        G156     544.593     1.70771     3136.49     85.0463           0
        G157     411.121     1.09212     5773.07     142.614           0
        G158     505.455     1.26358     5687.26     137.856           0
        G159     447.663     1.43595     4031.76      102.08           0
        G160     698.834     1.37225     4367.57     108.269           0
        G161     459.263      2.3971      4770.2     126.142           0
        G162     433.295     2.05346     3035.29     102.659           0
        G163     387.925     1.21286     4081.84     102.023           0
        G164     409.824     1.86562     3469.58     91.6527           0
        G165     455.767      1.7051      4042.1     118.684           0
        G166     271.732     1.19902     4272.36     112.682           0
        G167     337.198     1.51058     5089.83     130.811           0
        G168      362.07     1.61092     4807.87     118.976           0
        G169     339.546     1.20751     4618.54     104.971           0
