    REF_GAIN           0     1.10091    0.230979           3
          G1     623.698     1.75745     5670.09     145.883           0
          G2      664.38     1.61472     5139.51     145.868           0
          G3     679.389      1.8065     7746.55     187.814           0
          G4     591.149     1.51499     5992.26     153.875           0
          G5     538.306     1.32117     6168.14     187.763           0
          G6     508.859     1.49773     5480.78     154.365           0
          G7     536.902     1.62608     4351.53      131.89           0
          G8     543.707     1.55956     8052.58     182.424           0
          G9     643.702     1.50051     5849.76      129.17           0
         G10     599.236     1.60459     6380.21     131.434           0
         G11     452.293     1.68159     6758.61     151.536           0
         G12     511.966     1.80482     4864.06     136.602           0
         G13     608.056     1.76309     3767.84     125.223           0
         G14     435.483     1.68326     3464.76     99.4656           0
         G15     529.074     1.59502     6732.74     134.093           0
         G16     378.719     1.56864           0           0           2
         G17     310.876     1.83835     7169.85     214.577           0
         G18     381.455     1.52598     5988.39     219.807           0
         G19     561.963     1.76292        5462     156.999           0
         G20     443.666     1.67739     4888.82     147.047           0
         G21     471.405     1.62802     5818.02     127.941           0
         G22     531.661     1.80275     7624.67     169.622           0
         G23     392.092      1.6841     1192.64     56.6661           0
         G24     523.216     1.53959     6017.72     152.981           0
         G25     371.534     3.12741     6045.14      152.62           0
         G26     390.831     3.30971     7233.39      162.75           0
         G27     414.007     3.81768     3850.55     140.423           0
         G28     518.004     3.04924     3176.08     126.303           0
         G29     330.229     2.46338     7146.96     237.077           0
         G30     431.487     2.94654     6458.98     156.821           0
         G31     540.125       1.436     3869.47     148.348           0
         G32     557.659     1.51186     5814.89     133.383           0
         G33     730.247      1.4775     3979.47     91.5734           0
         G34     645.539     1.60161     1539.12     65.7158           0
         G35     706.321     1.79622     5787.24     117.699           0
         G36      624.86      1.3209     4058.29     108.906           0
         G37     491.151     1.51627     4608.33     129.426           0
         G38     347.358     1.37677     4567.09      142.28           0
         G39     469.256     1.39247     5237.69     148.929           0
         G40     462.249     1.53693      7147.6     233.045           0
         G41     291.926     1.41474     6647.63     180.591           0
         G42     378.373      1.5855     4925.66     153.702           0
         G43     382.321     1.72131     5141.43     130.236           0
         G44     256.376     1.17976     1961.87     103.783           0
         G45     324.528     1.46493     3842.69     123.466           0
         G46     320.619      1.5701     5086.13     125.629           0
         G47     236.273      1.1251      4857.9     143.722           0
         G48     208.294     1.28831     8445.66     278.429           8
         G49     430.391     1.56634     3996.86     109.459           0
         G50     343.719     1.42727     6537.21     148.581           0
         G51     380.038     1.48438     4770.03     128.915           0
         G52     539.048     1.64132     3864.39     118.792           0
         G53     326.128     1.32433      5379.9     159.042           0
         G54     377.235     1.36055     2809.36     84.5921           0
         G55     231.914     3.18633     3133.51     110.892           0
         G56     391.938     3.11379     4815.07     151.705           0
         G57     602.289      2.8327     1415.23     61.7232           0
         G58     580.532     3.42277     3038.45     121.603           0
         G59     601.308     3.30485     6179.25     162.299           0
