EP_PARAMS
G1         1          0          0          0          0          0          0          0
G2         1          0          0          0          0          0          0          0
G3         1          0          0          0          0          0          0          0
G4         1          0          0          0          0          0          0          0
G5         1          0          0          0          0          0          0          0
G6         1          0          0          0          0          0          0          0
G7         1          0          0          0          0          0          0          0
G8         1          0          0          0          0          0          0          0
G9         1          0          0          0          0          0          0          0
G10        1          0          0          0          0          0          0          0
G11        1          0          0          0          0          0          0          0
G12        1          0          0          0          0          0          0          0
G13        1          0          0          0          0          0          0          0
G14        1          0          0          0          0          0          0          0
G15        1          0          0          0          0          0          0          0
G16        1          0          0          0          0          0          0          0
G17        1          0          0          0          0          0          0          0
G18        1          0          0          0          0          0          0          0
G19        1          0          0          0          0          0          0          0
G20        1          0          0          0          0          0          0          0
G21        1          0          0          0          0          0          0          0
G22        1          0          0          0          0          0          0          0
G23        1          0          0          0          0          0          0          0
G24        1          0          0          0          0          0          0          0
G25        1          0          0          0          0          0          0          0
G26        1          0          0          0          0          0          0          0
G27        1          0          0          0          0          0          0          0
G28        1          0          0          0          0          0          0          0
G29        1          0          0          0          0          0          0          0
G30        1          0          0          0          0          0          0          0
G31        1          0          0          0          0          0          0          0
G32        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G33        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G34        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G35        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G36        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G37        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G38        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G39        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G40        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G41        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G42        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G43        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G44        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G45        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G46        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G47        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G48        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G49        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G50        0.94258    0.11049    0.6816     -0.33239   1.06344    -1.83247   0.0        0.0
G51        0.94258    0.11049    0.6816     -0.33239   1.06344    -1.83247   0.0        0.0
G52        0.94258    0.11049    0.6816     -0.33239   1.06344    -1.83247   0.0        0.0
G53        0.94258    0.11049    0.6816     -0.33239   1.06344    -1.83247   0.0        0.0
G54        0.94258    0.11049    0.6816     -0.33239   1.06344    -1.83247   0.0        0.0
G55        0.94346    0.38896    0.36622    -0.48134   -0.54797   -0.25686   0.0        0.0
G56        0.94346    0.38896    0.36622    -0.48134   -0.54797   -0.25686   0.0        0.0
G57        0.94346    0.38896    0.36622    -0.48134   -0.54797   -0.25686   0.0        0.0
G58        0.94346    0.38896    0.36622    -0.48134   -0.54797   -0.25686   0.0        0.0
G59        0.94346    0.38896    0.36622    -0.48134   -0.54797   -0.25686   0.0        0.0
G60        1          0          0          0          0          0          0          0
G61        1          0          0          0          0          0          0          0
G62        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G63        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G64        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G65        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G66        0.94154    0.40122    0.38084    -0.59203   -0.44882   -0.42363   0.0        0.0
G67        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G68        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G69        0.9411     0.40449    0.42613    -0.1859    -0.68753   -0.45484   0.0        0.0
G70        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G71        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G72        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G73        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G74        0.93596    0.42466    0.51727    -0.63526   -0.42132   -0.37413   0.0        0.0
G75        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G76        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G77        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
G78        0.94792    0.24716    0.3705     -0.16197   0.0776     -0.15791   0.0        0.0
