EP_PARAMS
G1         1          0          0          0          0          0          0          0
G2         1          0          0          0          0          0          0          0
G3         1          0          0          0          0          0          0          0
G4         1          0          0          0          0          0          0          0
G5         1          0          0          0          0          0          0          0
G6         1          0          0          0          0          0          0          0
G7         1          0          0          0          0          0          0          0
G8         1          0          0          0          0          0          0          0
G9         1          0          0          0          0          0          0          0
G10        1          0          0          0          0          0          0          0
G11        1          0          0          0          0          0          0          0
G12        1          0          0          0          0          0          0          0
G13        1          0          0          0          0          0          0          0
G14        1          0          0          0          0          0          0          0
G15        1          0          0          0          0          0          0          0
G16        1          0          0          0          0          0          0          0
G17        1          0          0          0          0          0          0          0
G18        1          0          0          0          0          0          0          0
G19        1          0          0          0          0          0          0          0
G20        1          0          0          0          0          0          0          0
G21        1          0          0          0          0          0          0          0
G22        1          0          0          0          0          0          0          0
G23        1          0          0          0          0          0          0          0
G24        1          0          0          0          0          0          0          0
G25        1          0          0          0          0          0          0          0
G26        1          0          0          0          0          0          0          0
G27        1          0          0          0          0          0          0          0
G28        1          0          0          0          0          0          0          0
G29        1          0          0          0          0          0          0          0
G30        1          0          0          0          0          0          0          0
G31        1          0          0          0          0          0          0          0
G32        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G33        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G34        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G35        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G36        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G37        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G38        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G39        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G40        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G41        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G42        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G43        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G44        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G45        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G46        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G47        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G48        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G49        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G50        0.92576    0.40606    0.59646    -0.20167   -0.14823   -0.95422   0.0        0.0
G51        0.92576    0.40606    0.59646    -0.20167   -0.14823   -0.95422   0.0        0.0
G52        0.92576    0.40606    0.59646    -0.20167   -0.14823   -0.95422   0.0        0.0
G53        0.92576    0.40606    0.59646    -0.20167   -0.14823   -0.95422   0.0        0.0
G54        0.92576    0.40606    0.59646    -0.20167   -0.14823   -0.95422   0.0        0.0
G55        0.92925    0.35079    0.2863     -0.25605   0.10418    0.60024    0.0        0.0
G56        0.92925    0.35079    0.2863     -0.25605   0.10418    0.60024    0.0        0.0
G57        0.92925    0.35079    0.2863     -0.25605   0.10418    0.60024    0.0        0.0
G58        0.92925    0.35079    0.2863     -0.25605   0.10418    0.60024    0.0        0.0
G59        0.92925    0.35079    0.2863     -0.25605   0.10418    0.60024    0.0        0.0
G60        1          0          0          0          0          0          0          0
G61        1          0          0          0          0          0          0          0
G62        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G63        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G64        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G65        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G66        0.93294    0.29679    0.44467    -0.53484   0.66302    -0.61163   0.0        0.0
G67        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G68        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G69        0.93379    0.37062    0.33901    0.14249    -0.13534   0.34475    0.0        0.0
G70        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G71        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G72        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G73        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G74        0.91277    0.50722    0.66125    -0.43636   -0.33961   -0.66657   0.0        0.0
G75        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G76        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G77        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
G78        0.93402    0.26814    0.43377    -0.26344   0.53294    -0.13114   0.0        0.0
