           W735       0.374494        2138.67     0.00686938              0        750.099        3594.56
           W734       0.374814        2138.86      0.0049128              0        862.061         4131.1
           W728       0.237613        2138.68     0.00793469              0        1328.98        6368.63
           W725       0.280618        2137.76       0.008461              0        919.472        4406.22
           W724       0.280982        2137.32      0.0130292              0        1140.34        5464.67
           W722       0.283322        2136.27      0.0121617              0        1330.43        6375.57
           W718       0.282684        2133.43      0.0191328              0         1248.6        5983.43
           W716       0.352014        2131.65      0.0144831              0        1266.58        6069.58
           W714       0.278476        2130.83      0.0207601              0        1521.94         7293.3
           W709       0.267184        2135.17       0.013955              0        1258.25        6029.68
           W702       0.262297        2138.66     0.00715214              0        1204.14        5770.37
           W699       0.307078        2139.23     0.00815228              0          783.1        3752.71
           W697       0.437793         2139.3     0.00836448              0        607.686         2912.1
           W830       0.285123        2137.58      0.0107402              0        1125.26        5392.37
           W695       0.324035        2139.11     0.00965657              0        1297.14        6216.07
           W692       0.294484        2138.37      0.0100459              0         1314.3        6298.27
           G848       0.969914        2114.09      0.0632957              0        612.632        2935.81
           W691       0.319067           2138     0.00999759              0        1154.92         5534.5
           G861       0.587776        2117.36      0.0371216              0        1600.02        7667.49
           W687       0.273457         2135.9     0.00962168              0        864.834        4144.38
           W506       0.324955        2134.58      0.0101243              0        1465.87        7024.64
           W683       0.304451        2132.81      0.0175738              0        1202.86        5764.26
           W675       0.287115        2135.35     0.00875683              0        1369.15        6561.14
           W672       0.365709        2137.22      0.0107198              0        529.361        2536.76
           W173       0.343291        2129.06      0.0154848              0        1060.43        5081.72
           W670       0.367594        2138.16     0.00832071              0        939.752         4503.4
           W720        0.30368        2134.97      0.0130975              0         641.23        3072.85
           W669       0.306828        2138.53     0.00384018              0        1421.19        6810.49
           W887       0.283961        2130.44      0.0185107              0        1315.28        6302.97
           W664       0.326089        2139.48      0.0116115              0         549.58        2633.65
           G816       0.728256        2114.48      0.0445298              0        644.193        3087.05
           W663       0.291138        2139.48      0.0176143              0        177.481        850.512
           W662       0.263436        2139.42     0.00487561              0        1186.42        5685.46
           W807       0.345958        2136.62     0.00963506              0         689.95        3306.32
           W658       0.394978        2138.56      0.0120519              0        771.066        3695.04
           W656       0.300645        2137.75      0.0137833              0        747.742        3583.27
           W655       0.257167        2137.26     0.00956168              0        1603.48        7684.05
           W651       0.313099        2134.66      0.0120726              0        1145.95        5491.52
           W649       0.307378        2132.99      0.0173068              0        1576.84        7556.42
           G185       0.511546        2119.73     -0.0371704              0        1430.73        6856.23
           W642       0.259176        2134.72     0.00812225              0        1063.72        5097.48
           W641       0.254709        2135.47      0.0115879              0        2005.75        9611.79
           W638       0.356053        2137.34      0.0184719              0        791.998        3795.35
           G101       0.441079        2123.38    -0.00290565              0        3003.31        14392.2
           W635       0.352417        2138.65     0.00661433              0        554.593        2657.68
           W629       0.284287         2139.6              0              0        1417.38        6792.26
           W624       0.322893        2138.68     0.00982443              0        1420.16        6805.59
           W622       0.332585        2137.87      0.0131557              0        1391.91        6670.21
            W49       0.413032        2131.98      0.0229713              0        693.846        3324.99
           W615       0.327203        2133.11      0.0148328              0        365.242        1750.28
           W612        0.30111        2131.19      0.0243578              0         1258.2        6029.43
           W609       0.310909        2133.98      0.0174458              0        1140.29         5464.4
          W1014       0.300854        2131.45      0.0121127              0        913.506        4377.63
           W608        0.34223        2134.78      0.0166708              0        1356.48        6500.43
           W605       0.355912        2136.84      0.0143949              0        956.187        4582.16
           G898       0.764326        2102.17     -0.0898899              0        1127.02         5400.8
           W634       0.388546        2138.97      0.0038207              0        762.197        3652.54
           W604       0.399494         2137.4      0.0141177              0        707.315        3389.54
           W599       0.363399        2139.28     0.00496305              0         1100.1         5271.8
           W592       0.405839        2139.29      0.0107413              0        708.478        3395.11
           W589       0.370171        2138.36       0.010481              0        1172.07        5616.67
           W956       0.260317        2130.01      0.0173148              0        1063.96        5098.62
           W588       0.326895        2137.93      0.0111259              0        694.442        3327.85
           W586       0.262355        2136.88      0.0134199              0        1148.01        5501.41
           W580       0.322832        2132.24      0.0160262              0        809.853        3880.91
           W576       0.351706         2133.1      0.0287117              0        1161.69        5566.95
            G67        0.53521         2115.8      0.0323671              0        1949.65        9342.94
           W573       0.403282        2135.52       0.012986              0        948.435        4545.01
           W572        0.32975        2136.21     0.00915037              0        961.686        4608.51
           W571       0.274604        2136.83      0.0199582              0        1217.47        5834.27
           W688       0.335249        2136.52      0.0117761              0        1012.14        4850.31
           W569       0.276758        2137.89      0.0206243              0        1046.14        5013.23
           W862       0.252862        2136.53     0.00834122              0        950.121        4553.09
           W566       0.393944        2139.02     0.00456364              0        452.964        2170.66
           W564       0.298213        2139.46     0.00264508              0        938.619        4497.97
           W558       0.421116        2139.29     0.00927557              0        756.906        3627.18
